indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,Only an ITU-aligned frequency plan; ISO membership and adopted ICT standards not in these rows,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-07-31,0,Only a draft electoral disinformation code; nothing on shutdowns or free policy discussion in these rows,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,ZAF-include.access-dcdt-expenditure,,,,,,,2026-07-31,0,Digital ministry vote executed at 97 per cent in FY2025/26; no dedicated fund or levy in these rows,
finance.sustain--financial-sustainability-of-digital-systems,4,,100,per cent,2026,budgets/ZAF/2026.csv@2026-02-25,,,2026-07-31,0,"Figure in top band but no multi-year domestic financing or audited outturn on record; stage 5 condition unmet; on the state's own FY2026 budget document, appropriated figures; origin inferred, includes partial lines",
finance.new--mobilisation-of-non-state-finance,4,,0.1922,per cent of GDP,2026,outputs/non-state-finance/ZAF-nonstate.csv@2026-08-18,,,2026-07-31,0,"14 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,4,,87,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,3,,78.4,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,4,,1.27,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,2,ZAF-infra.connect-sa-connect-phase-2,,,,,,,2026-07-31,0,About 1180 km of SA Connect fibre; national backbone reach and open-access terms not on record,
infra.connect--international-internet-bandwidth,4,ZAF-infra.connect-2africa-west|ZAF-infra.connect-equiano-cable|ZAF-infra.connect-seacom-cable,3,routes,2025,2025-12-04-bayobab-2africa-west-open-for-business,,,2026-07-31,0,"Three cables named in service, a floor; separate landing stations; no bandwidth-per-user figure",
infra.connect--satellite-broadband-licensing-and-availability,3,ZAF-infra.connect-satellite-market-entry-via-section-13,,,,,,,2026-07-31,0,LEO entry through a licensed distributor; LEO framework and fee rules still in drafting,
infra.store--local-data-centre-capacity-all-providers,4,,4,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-09-18,,,2026-07-31,0,"4 of 33 multi-tenant facilities in service at Tier III or above, 3 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,1,,6.061,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-09-18,,,2026-07-31,0,2 of 33 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,2,ZAF-infra.store-dbsa-draas,,,,,,,2026-07-31,0,One development bank inviting a managed recovery service; no government recovery site on record,
infra.energy--grid-reliability,2,,7.6576,outages per month,2020,ref:enterprise-surveys-outages@2026-09-24,,,2026-07-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,4,,86.3,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-07-31,0,survey figure; no primary in the base,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,3,ZAF-include.access-sita-performance|ZAF-infra.store-government-public-cloud,,,,,,,2026-07-31,0,State IT agency serves departments amid leadership gaps; no systematic capacity programme on record,
infra.cybersec--national-cybersecurity-readiness,,,,,,,,,2026-07-31,0,Only a 2024 CSIR survey here; the Cybercrimes Act sits under cybersecurity legislation,
dpi.exchange--national-data-exchange-system,2,ZAF-dpi.exchange-mzansixchange,,,,,,,2026-07-31,0,X-Road pilot with four agencies running to September 2026; not in service,
dpi.exchange--use-of-digital-id-in-other-systems,3,ZAF-include.access-sassa-biometric-verification-against-h,,,,,,,2026-07-31,0,Grant agency verifies biometrics against Home Affairs; cross-sector verification usage not in these rows,
dpi.exchange--interoperability-of-health-systems,2,ZAF-dpi.govtech-national-health-insurance-information-,,,,,,,2026-07-31,0,Interoperability framework gazetted 2021; no exchange in service on record,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,2026-07-31,0,School administration system in testing; no exchange between education systems on record,
dpi.id--robustness-of-system,2,ZAF-dpi.id-national-platform,,,,,,,2026-07-31,0,Digital ID front end still being built; smart-ID issuance sits under other indicators,
dpi.id--national-maintenance-of-id-and-credentials-systems,3,ZAF-dpi.govtech-online-verification-service,,,,,,,2026-07-31,0,Home Affairs runs verification with fees earmarked for maintenance; national staffing and exit terms not on record,
dpi.id--authentication,3,ZAF-dpi.govtech-online-verification-service,,,,,,,2026-07-31,0,Real-time verification service priced and running; usage across consumers not on record,
dpi.id--digital-id-from-birth,,,,,,,,,2026-07-31,0,Births registered on the department's figure; assignment of an ID number at birth not stated in the rows,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,ZAF-dpi.id-citizenship-white-paper,,,,,,,2026-07-31,0,White paper plans real-time integration of registration and the population register; no exchange on record,
dpi.id--use-by-other-systems,2,ZAF-dpi.id-treasury-employee-verification,,,,,,,2026-07-31,0,"Payroll verification against the population register with go-live stated, not confirmed",
dpi.pay--governance-role-of-central-bank,,,,,,,,,2026-07-31,0,Only the central bank's CBDC position here; its oversight mandate is not stated in these rows,
dpi.pay--g2p-functionality,3,ZAF-include.access-postbank-black-card-migration,,,,,,,2026-07-31,0,Social grants paid to Postbank cards; salaries and pensions not in these rows,
dpi.pay--p2p-p2g-and-p2b-functionality,3,ZAF-dpi.govtech-payshap-and-qr-code-standard,,,,,,,2026-07-31,0,PayShap interbank instant payments at 905m transactions; government payments and agent networks not on record,
dpi.pay--population-uptake,4,,81.126,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-07-31,0,survey figure; no primary in the base,
dpi.pay--cross-border-functionality,2,ZAF-dpi.pay-cips-participation,,,,,,,2026-07-31,0,One bank live on China's CIPS; no retail cross-border framework in force on record,
dpi.pay--consumer-protection,3,ZAF-infra.cybersec-fsca-online-harm-enforcement|ZAF-gov.protect-optout-registry,,,,,,,2026-07-31,0,Conduct enforcement and direct-marketing opt-out rules; ombud or complaints statistics not on record,
dpi.registry--population-register,3,ZAF-dpi.registry-ipr|ZAF-dpi.registry-blocked-identity-numbers,,,,,,,2026-07-31,0,Register operating; updating from vital events and use by other registers not in these rows,
dpi.registry--civil-register,,,,,,,,,2026-07-31,0,Population register operating; digital birth registration and coverage not stated in these rows,
dpi.registry--address-register,2,ZAF-dpi.registry-national-address-database-duty,,,,,,,2026-07-31,0,"Statutory address-database duty enacted, awaiting proclamation; no register in service",
dpi.registry--business-register,3,ZAF-dpi.registry-cipc-beneficial-ownership|ZAF-dpi.registry-sars-beneficial-owner-register,,,,,,,2026-07-31,0,Online beneficial-ownership filing in service; public search and identifier shared with tax not on record,
dpi.registry--social-protection-register,3,ZAF-dpi.registry-socpen,,,,,,,2026-07-31,0,SOCPEN holds 18m grant beneficiaries; no social registry of the wider population on record,
dpi.registry--tax-register,,,,,,,,,2026-07-31,0,Only the Tax Administration Act and its amendment; register structure not on record,
dpi.registry--land-register,2,ZAF-dpi.registry-electronic-deeds,,,,,,,2026-07-31,0,Electronic deeds statute and fees in operation; share of the register held electronically not stated,
dpi.mis--health,,,,,,,,,2026-07-31,0,Digital health strategy expired 2024 with no successor; no HMIS in these rows,
dpi.mis--social-protection,3,ZAF-include.access-bank-account-means-test-across-eight-g|ZAF-include.access-sassa-grant-reviews,,,,,,,2026-07-31,0,Grant reviews and bank means test across eight grants; ID linkage and published data not in these rows,
dpi.mis--tax,,,,,,,,,2026-07-31,0,Only a modernisation strategy statement; electronic filing and payment coverage not on record,
dpi.mis--land,2,ZAF-dpi.mis-mining-cadastre|ZAF-dpi.mis-land-administration-systems,,,,,,,2026-07-31,0,Mining cadastre piloted in one province; land systems carried as plan commitments,
dpi.govtech--e-government-services,2,ZAF-dpi.govtech-mymzansi|ZAF-dpi.id-eta,,,,,,,2026-07-31,0,Single citizen app and travel authorisation in pilot; no count of transactional services on record,
digital.localgov--ict-infrastructure-for-local-government,2,ZAF-dpi.govtech-western-cape-infrastructure-platform,,,,,,,2026-07-31,0,One province's own platform; no local-government connectivity programme on record,
digital.localgov--digitalisation-of-local-government-records,2,ZAF-digital.localgov-mangaung-records|ZAF-digital.localgov-emfuleni-records,,,,,,,2026-07-31,0,Records systems procured or rolling out in two municipalities; deployment not confirmed,
digital.rural--digitalisation-of-rural-health-clinics,2,ZAF-digital.rural-emr-eight-provinces,,,,,,,2026-07-31,0,EMR rollout to eight provinces at bid; Free State deployment with connectivity outstanding,
digital.rural--digitalisation-of-rural-primary-schools,2,ZAF-digital.rural-kzn-school-digital-access|ZAF-digital.rural-off-grid-school-media-lab,,,,,,,2026-07-31,0,Provincial programme in one district and one off-grid lab; no school counts or national shares,
digital.rural--digitalisation-of-rural-registry-offices,,,,,,,,,2026-07-31,0,Only a deeds registry back-scan on record; no civil registration office evidence,
digital.rural--digitalisation-of-rural-police-stations,3,ZAF-digital.rural-saps-integrated-person-management,,,,,,,2026-07-31,0,Integrated person management implemented at counted sites; rural coverage not published,
tech.ai--use-of-ai-in-government-administration,3,ZAF-tech.ai-automated-selection-at-sars|ZAF-dpi.id-eta,,,,,,,2026-07-31,0,Machine-learning case selection at SARS and automated visa assessment; no inventory or AI procurement rules,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,2026-07-31,0,"Only a university AI research network; no national model, dataset or compute facility on record",
tech.ai--control-of-ai-abuse,3,ZAF-tech.ai-sahpra-ai-md,,,,,,,2026-07-31,0,SAHPRA requires authorisation of AI medical devices; registration not commenced and no enforcement,
tech.industry--national-capacity-in-dt-related-production,4,,0.3994,% of GDP,2025,ref:wdi-ict-service-exports-gdp@2026-07-13,,,2026-07-31,0,official statistics; no primary in the base,
tech.innovate--technology-hubs,2,ZAF-tech.innovate-african-digital-transformation-centre|ZAF-tech.innovate-sacit,,,,,,,2026-07-31,0,"Two Pretoria hubs opened; no programmes, cohorts or tenants on record",
tech.innovate--tech-startup-ecosystem,,,,,,,,,2026-07-31,0,"Venture funding on record but no startup law, strategy or public scheme in these rows",
capacity.training--dt-related-university-facilities-and-qualifications,2,,17.3918,% of tertiary graduates,2023,ref:uis-stem-graduates@2026-02-09,,,2026-07-31,0,country-reported figure; no primary in the base,
include.access--citizen-feedback-portals,3,ZAF-include.access-roads4u|ZAF-include.access-hessequa-citizen-app,,,,,,,2026-07-31,0,Provincial and municipal reporting apps with tracking; no case volumes or outcomes published,
include.access--inclusion-of-refugees-and-idps,,,,,,,,,2026-07-31,0,Only an employment bill and the 1998 Refugees Act; registration and documentation not on record,
data.statistics--national-strategy-for-development-of-statistics,,,,,,,,,2026-07-31,0,Annual work programme and indicator framework only; no NSDS on record,
data.statistics--censuses-and-surveys,3,ZAF-data.statistics-census-2022,,,,,,,2026-07-31,0,Census 2022 release published; disaggregated access and regular survey programme not on record,
data.statistics--statistics-from-administrative-data,3,ZAF-data.statistics-insolvencies-series|ZAF-data.statistics-administrative-index-methods,,,,,,,2026-07-31,0,"Insolvency, property price and trade indices from administrative records; no quality framework or sharing agreements",
data.open--use-of-open-data,,,,,,,,,2026-07-31,0,Broadband map not public and open-science policy only; no open data release on record,
data.satellite--agricultural-use-of-satellite-data,3,ZAF-data.satellite-geomaize,,,,,,,2026-07-31,0,GeoMaize in use in two provinces; no national multi-purpose service on record,
data.satellite--meteorological-use-of-satellite-data,2,ZAF-data.satellite-amsaf,,,,,,,2026-07-31,0,Continental nowcasting facility inaugurated with South African participation; national forecasting use not named,
