indicator_id,file,brief,rank,why
gov.policy--data-interoperability-framework-roadmap,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,1,The 18 May 2026 Council of Ministers' adoption of the decree fixing interoperability mechanisms between the civil-status and population registers -- the clearest in-window legal movement on interoperability.
gov.policy--data-interoperability-framework-roadmap,baseline/2026-08-12-niger-tahoua-campagne-identite-legale-rnp.md,2,2,"A distinct, later operational milestone: the 11 August 2026 launch of the RNP enrolment information campaign, moving the May decree from text to rollout."
gov.policy--ai-strategy,baseline/2025-07-30-niger-siateg-strategie-ia.md,1,1,"No adopted AI strategy instrument was located; this is the government's own dated statement (29 July 2025) that it intends to elaborate a national AI and data-management strategy, establishing the strategy's pre-adoption standing."
gov.policy--ai-strategy,progress/2025-09-25-lesahel-colloque-desinformation-ia.md,2,1,The 23 September 2025 national colloquium whose recommendations were stated to feed directly into the national AI strategy -- a distinct expert-input event in the formation process.
gov.policy--ai-strategy,progress/2026-01-30-ansi-renforcement-capacites-ia-dakar.md,2,2,"A distinct, later event: ANSI's participation in the January 2026 Dakar AI capacity-building workshop, including direct exchanges on AI-strategy development with Senegal's digital ministry."
gov.policy--data-localisation-policies,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,Niger's only existing data-localisation rule: Article 47 of the consolidated data-protection law requires identifiable health data to be hosted on national territory.
gov.policy--data-governance-policy,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,The operative cross-government data-protection law and the HAPDP's enforcement mandate; the closest instrument to a general data-governance framework that was located.
gov.policy--data-governance-policy,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,1,The 18 May 2026 decree governing management and exploitation of the national civil-status and population registers -- data governance exercised over the state's core identity data.
gov.policy--data-governance-policy,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,2,"A distinct, earlier institutional step: the 22 April 2026 creation of the ANEI, the agency now tasked with governing biometric registration and identification data nationally."
gov.policy--open-data-policy,baseline/2011-02-23-ordonnance-2011-22-charte-acces-information-publique.md,1,1,"Niger's only general access-to-public-information instrument, establishing a right to public information and administrative documents including free electronic delivery."
gov.policy--open-data-policy,baseline/2026-05-14-mcnti-gouvernance-numerique-donnees-statistiques-acces-tic.md,2,1,"A dated publication of a new government dataset: the 13 May 2026 handover of the INS household ICT-access survey, distributed to ARCEP and Teledistribution du Niger."
gov.policy--open-data-policy,progress/2025-09-18-anp-pnin-portail-web-renove.md,2,2,"A distinct, earlier open-data-portal launch: the 18 September 2025 relaunch of the INS-hosted PNIN nutrition-data portal as an interactive data library."
gov.legislate--cybersecurity-legislation,baseline/2019-07-03-mcnti-loi-2019-33-cybercriminalite.md,1,1,"Niger's dedicated cybercrime statute, the founding/enacting act; the ministry's own official page for the law."
gov.legislate--cybersecurity-legislation,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"The 11 October 2025 Council of Ministers' creation of the Centre National de Cybersecurite (CNAC), operationalising the 2022 national cybersecurity strategy institutionally."
gov.legislate--cybersecurity-legislation,progress/2026-04-17-justice-atelier-chaine-penale-code-penal-cybercriminalite.md,2,2,"A distinct, later legal-reform event: the Justice Ministry's 17 April 2026 statement that the new Penal Code introduced new cybercrime provisions."
gov.legislate--digital-payments-legislation,baseline/2024-01-23-bceao-instruction-001-01-2024-services-paiement.md,1,1,"The operative regional instrument governing payment services for banks, payment institutions, e-money institutions and microfinance institutions across UMOA, binding Niger as a member state."
gov.legislate--digital-payments-legislation,progress/2025-09-30-bceao-lancement-pispi.md,2,1,BCEAO's own notice of the 30 September 2025 official launch of the UEMOA-wide instant-payment platform (PI-SPI) that Niger's banks connect to under this regime.
gov.legislate--digital-payments-legislation,progress/2026-04-02-bceao-connexion-pispi-communique.md,2,2,"A distinct, later rollout-status event: BCEAO's 2 April 2026 communique reporting 80 live PI-SPI participants and setting a 30 June 2026 connection deadline for all supervised institutions."
gov.legislate--legislation-enabling-data-interoperability,baseline/2019-04-30-mcnti-loi-2019-03-transactions-electroniques.md,1,1,The same founding statute as the governance-chapter interoperability indicator: Article 35's Referentiel General d'Interoperabilite is the enabling legal instrument.
gov.legislate--legislation-enabling-data-interoperability,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,1,The primary legislative act in the window: the 22 April 2026 ordonnance reforming the civil-status regime and creating the ANEI to remedy the registers' lack of interoperability.
gov.legislate--legislation-enabling-data-interoperability,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,2,"The implementing decree, a distinct later step: the 18 May 2026 decree specifying the interoperability mechanisms the April ordonnance required."
gov.legislate--ai-legislation-regulations,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"No standalone AI statute exists; Niger's only enacted AI-specific provisions (Art. 1, 52, 57 declaration obligation) sit inside this consolidated data-protection law, the nearest thing to an operative AI instrument."
gov.legislate--ai-legislation-regulations,progress/2026-06-13-niger-africadataprotection-suppression-hapdp.md,2,1,"Dissolution of the HAPDP, the authority Article 57 assigns AI-operator declarations to -- an institutional movement directly bearing on AI regulation's enforcement machinery."
gov.legislate--ai-legislation-regulations,progress/2026-03-11-anp-pndn-2026-2035-validation.md,2,2,"A distinct earlier event: national validation of the digital-development policy that could host future AI measures, the clearest digital-policy movement of the window short of AI-specific legislation."
gov.legislate--e-commerce-legislation,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,"The founding and still-operative e-commerce/electronic-transactions statute itself, captured complete from the Journal Officiel."
gov.legislate--e-commerce-legislation,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"Council adoption of the ANCE implementing decree under Article 17-18 of the 2019 law, the concrete institutional step operationalising trust-service and e-signature certification."
gov.legislate--e-commerce-legislation,progress/2026-05-19-niger-mcnti-arrete-wifi-zones.md,2,2,A distinct later regulatory act: a ministerial arrêté placing commercial Wi-Fi provision under a declaration regime with ARCEP.
gov.legislate--statistics-legislation,baseline/2004-03-30-loi-2004-011-organisation-activite-statistique.md,1,1,"The founding statute creating the national statistical system and INS, still cited as the governing framework in INS's own 2024 status report."
gov.legislate--statistics-legislation,progress/2025-10-09-niger-lesahel-synpis-congres-recensement.md,2,1,"Earlier, distinct preparatory step: INS's own committee had drafted the reform ordinance and transmitted it to the Secretariat General of Government, reported at the SYNPIS congress."
gov.legislate--statistics-legislation,progress/2026-01-23-conclusions-conseil-ministres-reforme-statistique.md,2,2,"The completed governmental step: Council of Ministers adoption of the ordinance and decrees re-founding the statistical system, CNS and INS."
gov.legislate--access-to-information-legislation,baseline/2011-02-23-ordonnance-2011-22-charte-acces-information-publique.md,1,1,"The founding and, on the evidence available, still-operative access-to-information statute itself, captured complete."
gov.legislate--access-to-information-legislation,progress/2025-09-01-niger-gouv-ordonnance-creation-onc.md,2,1,"Creation of the ONC, the transition-era media/information regulator whose powers the later media-suspension event exercises -- a distinct institutional founding act."
gov.legislate--access-to-information-legislation,progress/2026-05-09-niger-anp-suspension-neuf-medias-francais.md,2,2,"A distinct, completed exercise of regulatory power restricting public access to international media sources."
gov.protect--national-data-protection-readiness,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"The operative national data-protection statute, establishing the HAPDP's mandate and the transfer/adequacy regime -- the instrument itself, not commentary."
gov.protect--national-data-protection-readiness,progress/2026-06-13-niger-africadataprotection-suppression-hapdp.md,2,1,The single most significant institutional movement in the window: reported abolition of the HAPDP and transfer of its functions to two ministries.
gov.protect--national-data-protection-readiness,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,2,"A distinct event: adoption of the biometric civil-registry reform and creation of the ANEI, explicitly framed as respecting data-protection principles and digital sovereignty."
gov.regional--cross-border-data-transfers,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"Articles 31 and 62-63 of this consolidated law are Niger's operative domestic rule on transferring personal data abroad (prior HAPDP authorisation plus adequacy); no in-window Niger-specific movement was found, only non-binding regional (ECOWAS/AES) developments after Niger's 2025 ECOWAS withdrawal."
gov.standards--national-interoperability-standards,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,"Article 35 of this statute is the legal basis for Niger's Référentiel général d'interopérabilité; no dedicated technical referentiel or implementing decree was found published, so the founding statute is the baseline."
gov.standards--national-interoperability-standards,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,1,"Council adoption of the civil-registry ordinance and ANEI creation, explicitly framed as remedying the deficit of interoperability among Niger's registration systems."
gov.standards--national-interoperability-standards,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,2,"A distinct, later implementing decree expressly defining interoperability mechanisms between the civil-registry and population registers."
gov.standards--adoption-of-international-standards,baseline/2022-01-13-niger-conseil-ministres-ratification-convention-malabo.md,1,1,"Niger's own founding domestic act authorising ratification of the AU Malabo Convention; the AU's own treaty-status record for the same ratification is already held in the base (DUP-EXACT), so this Nigerien communiqué takes the baseline slot."
gov.standards--adoption-of-international-standards,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"Creation of ANCE and CNAC, operationalising trust-service certification and cybersecurity institutions compatible with international digital-trust and cybersecurity norms."
gov.standards--adoption-of-international-standards,progress/2026-07-20-niger-wipo-adhesion-traite-marrakech.md,2,2,"A distinct, completed international accession: WIPO's own depositary notification of Niger's accession to the Marrakesh Treaty, entering into force 20 October 2026."
gov.discourse--open-discussion-of-government-policy,baseline/2026-01-01-freedom-house-niger-freedom-in-the-world-2026.md,1,1,"The nearest thing to a measured, dated independent assessment of open political/policy debate in Niger, with explicit sub-scores and score-change notes tied to the post-coup transition."
gov.discourse--open-discussion-of-government-policy,progress/2025-11-06-niger-hrw-journalistes-arretes-cybercriminalite.md,2,1,"A concrete, dated prosecution of journalists for relaying information about a government fund, under the amended cybercrime law."
gov.discourse--open-discussion-of-government-policy,progress/2025-12-01-niger-civicus-suspension-ong.md,2,2,A distinct event targeting a different channel of policy debate: mass suspension of civil-society organisations by the Ministry of the Interior.
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2025-12-31-niger-ordonnance-2025-44-loi-de-finances-2026.md,1,1,"The current, operative annual budget law itself (ordonnance n°2025-44), the controlling domestic appropriation instrument, even though the ministry's page does not expose a digital-specific line item."
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2026-07-08-anp-sante-numerique-schema-directeur-e-sante.md,2,1,"The most digital-specific movement: validation of a budgeted 27-project roadmap for the national e-Health blueprint, with its own budget and financing mechanisms."
finance.budget--sustainable-domestic-financing-of-digital-transformation,progress/2026-08-21-niger-anp-rectification-budget-2026.md,2,2,"A distinct, general domestic budget movement in the window: the Council of Ministers' rectification of the 2026 budget law."
finance.mou--strategic-relationships,baseline/2025-06-19-niger-tchad-protocole-interconnexion-dts-fo.md,1,1,The operative bilateral digital-infrastructure agreement itself -- a signed protocole d'entente on the Niger-Chad fibre-optic interconnection -- rather than a description of Niger's partnerships.
finance.mou--strategic-relationships,progress/2026-03-24-niger-anp-accords-niger-algerie.md,2,1,"A distinct, completed event: signature of a package of bilateral accords and MoUs at the close of the Niger-Algeria Joint Cooperation Commission. Only one progress item survives the screen -- a second candidate (national mobile-network control platform inauguration) was already held in the base (DUP-EXACT) and a third (Niger-Russia MTUCI protocol) was dropped on inadmissible origin (Pravda network)."
finance.new--mobilisation-of-non-state-finance,baseline/2025-08-28-worldbank-niger-smart-villages-isr-private-investment.md,1,1,"The World Bank's own dedicated 'private sector investment raised through the project' indicator, quantifying realised non-state finance mobilised for Niger's digital connectivity."
finance.new--mobilisation-of-non-state-finance,progress/2025-10-12-niger-uncdf-ipaymoney-universites.md,2,1,"A distinct non-state-finance-mobilisation event: a UNCDF/EU/OACPS catalytic grant enabling a Nigerien fintech to deploy a digital-payment platform at public universities. Only one progress item survives the screen -- a second candidate (a USD 250M IDA credit) is multilateral/state finance, not non-state, and was left unselected on that ground."
infra.connect--mobile-penetration,baseline/2024-01-01-arcep-niger-rapport-annuel-2024.md,1,1,"ARCEP Niger's own FY2024 annual report states the mobile subscriber base at 31 Dec 2024 as 16,380,016 (62% penetration), the regulator's own published series baseline"
infra.connect--mobile-penetration,baseline/2026-03-01-niger-enquete-tic-2025.md,2,1,"INS-Niger's new 2025 household/individual ICT survey, published edition March 2026, is the most significant in-window usage-side measurement distinct from the ARCEP subscriber count; staged in baseline/ because it also serves as the infra.connect--internet-usage baseline (baseline wins)"
infra.connect--mobile-penetration,progress/2026-01-15-arcep-niger-observatoire-t3-2025.md,2,2,"ARCEP's own confirmation of publishing its Q3 2025 quarterly observatory report on 2026-01-15, a distinct regulatory publication event in-window"
infra.connect--internet-usage,baseline/2026-03-01-niger-enquete-tic-2025.md,1,1,"INS-Niger's own 2025 survey states 39.5% of individuals 15+ used the internet in the prior 3 months (5,267,372 people), the most authoritative national primary figure, superseding subscription-based ARCEP/WB series for individual usage"
infra.connect--internet-usage,progress/2025-11-14-mcnti-niger-receptionne-troncons-dts.md,2,1,"MCNTI's own record of Niger provisionally receiving ~1,031km of Trans-Saharan fibre backbone (Algeria/Chad/Nigeria/Benin links), a distinct infrastructure milestone for internet capacity within window"
infra.connect--internet-usage,progress/2026-01-15-arcep-niger-observatoire-t3-2025.md,2,2,"ARCEP's own confirmation of publishing its Q3 2025 quarterly observatory report (internet subscriber/penetration series) on 2026-01-15, a distinct regulatory event in-window"
infra.connect--mobile-affordability,baseline/2024-04-01-itu-niger-mobile-affordability-lldc-facts-figures.md,1,1,"ITU's LLDC-focus Facts and Figures report tabulates Niger's 2023 mobile-broadband data-only 2GB basket price at 7.2% of GNI per capita, the most recent ITU table with an explicit Niger value"
infra.connect--mobile-affordability,progress/2025-12-23-moov-africa-niger-bonus-data-200.md,2,1,"Moov Africa Niger's own record of a 200% data bonus on bundles from 1,000 FCFA, roughly halving effective cost per GB, a distinct in-window operator tariff/value event"
infra.connect--mobile-affordability,progress/2026-09-01-moov-africa-niger-offre-nocturne-3-5go.md,2,2,"Moov Africa Niger's own record of a 3.5GB-for-500-FCFA night bundle (~143 FCFA/GB), a distinct promotional tariff event from the December 2025 bonus campaign"
infra.connect--international-internet-bandwidth,baseline/2024-01-01-arcep-niger-rapport-annuel-2024.md,1,1,"ARCEP Niger's own annual report table 13 states 2024 international bandwidth reached 199.8 Gbps, up from 119.15 Gbps in 2023 (+59.8%), the regulator's own published series baseline"
infra.connect--international-internet-bandwidth,progress/2025-11-14-mcnti-niger-receptionne-troncons-dts.md,2,1,"MCNTI's own record of provisional receipt of 1,031km of Trans-Saharan fibre-backbone segments, the primary in-window infrastructure milestone for bandwidth diversification"
infra.connect--international-internet-bandwidth,baseline/2026-06-18-anp-niger-hub-regional-telecommunications.md,2,2,"Minister's 17 June 2026 statement (ANP) of plans to raise national backbone capacity from 100 to 800 Gbit/s and a DTS phase-2 of 3,500-4,000km additional fibre, a distinct government-stated in-window capacity target"
infra.store--local-data-centre-capacity-all-providers,baseline/2025-11-14-anp-reception-provisoire-dts-datacenter-tiers-3.md,1,1,"ANP's record of the AfDB-financed DTS project's Tier III datacentre component under construction in Niamey, the only located instrument/system establishing a national data-centre project; no aggregate all-provider capacity figure is published anywhere"
infra.store--local-data-centre-capacity-all-providers,baseline/2026-06-18-anp-niger-hub-regional-telecommunications.md,2,1,"Minister's 17 June 2026 statement that the national Tier III data centre's civil works are complete and equipment installation is underway, the most concrete in-window advance toward commissioning"
infra.store--local-data-centre-capacity-all-providers,progress/2026-06-08-sofrecom-etude-faisabilite-data-center-national.md,2,2,"Sofrecom's own account of completing the feasibility study, detailed design and tender documents for the national data centre, a distinct preparatory milestone in-window"
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2022-08-01-bnee-eies-datacenter-pk5-niamey.md,1,1,"The EIES for the national PK5 data centre states water demand of 35 m3/day with unreliable municipal pressure requiring a borehole+reservoir, and a NIGELEC MV connection plus generator/UPS for electricity -- the only located document directly assessing energy/water sufficiency for a Niger data centre"
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-06-03-anp-inauguration-centrale-40mw-niamey.md,2,1,"ANP's record of the inauguration of a 40 MW power plant in Niamey (with Sonelgaz/NIGELEC), a distinct in-window generation-capacity addition bearing on grid supply for data centres and government IT facilities"
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-06-25-mcnti-souverainete-numerique-autonomie-energetique.md,2,2,"MCNTI's own account of proposing to finance an Energy Sovereignty Fund from telecom/digital-sector resources, explicitly naming servers/data centres, a distinct in-window policy step"
infra.energy--grid-reliability,baseline/2019-10-24-worldbank-doing-business-2020-niger-electricity-reliability.md,1,1,"World Bank Doing Business 2020 Niger profile states SAIDI=165.0 hours/customer/year and SAIFI=288.0 interruptions/customer/year, the only located document publishing explicit national SAIDI/SAIFI-type figures for Niger"
infra.energy--grid-reliability,progress/2026-06-03-anp-inauguration-centrale-40mw-niamey.md,2,1,"ANP's record of the completed and inaugurated 40 MW Niamey plant, a concrete in-window generation addition improving supply continuity"
infra.energy--grid-reliability,progress/2026-07-25-anp-diffa-delestages-groupes-electrogenes.md,2,2,"ANP's account of Diffa's outage crisis (NIGELEC reduced to ~1/3 of demand after ~5 months of breakdowns) and the emergency delivery of six 7.5MW generators, a distinct in-window reliability-deterioration and response event"
infra.energy--rural-electrification,baseline/2018-10-19-niger-snae-strategie-nationale-acces-electricite.md,1,1,"Niger's national electricity access strategy (2018) states the 2017 baseline rural access rate of below 1% and sets 34% rural access by 2024 / 80% national by 2035 targets, the operative national strategy instrument"
infra.energy--rural-electrification,progress/2025-10-02-afdb-niger-pagsec-agreement-energy-access.md,2,1,"AfDB's own record of the $144.7M PAGSEC phase-1 agreement signed 2 October 2025, targeting national access 22.5%->30% by 2026 and a mini-grid private-participation framework, a distinct in-window financing milestone"
infra.energy--rural-electrification,progress/2026-06-30-lesahel-zinder-mini-reseaux-solaires-lancement.md,2,2,"Le Sahel's account of the 28 June 2026 launch of Haské/ANPER solar mini-grid works in Zinder (19 mini-grids planned nationally), a distinct in-window rural deployment milestone"
infra.capacity--robustness-of-government-hardware-and-software,baseline/2017-01-01-worldbank-id4d-diagnostic-niger.md,1,1,"World Bank ID4D diagnostic (2017) is the most concrete located assessment of government hardware/software condition: fragmented systems, no interoperability, obsolete registration equipment and non-functional biometric readers"
infra.capacity--robustness-of-government-hardware-and-software,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"Council of Ministers' own communiqué adopting decrees creating the Centre National de Cybersécurité (CNAC), a distinct in-window institutional strengthening of government IT security capacity"
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-05-18-mcnti-pvi-arsenal-technologique-derniere-generation.md,2,2,"MCNTI's own record of the PVI delivering laptops, desktops, tablets, servers, network gear, UPS units and antivirus licences to the ministry on 15 May 2026, a concrete in-window hardware/software refresh"
dpi.exchange--national-data-exchange-system,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,"the founding statute itself; Article 35 institutes the Référentiel Général d'Interopérabilité, Niger's only identified cross-government interoperability instrument"
dpi.exchange--national-data-exchange-system,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,1,"dated Council of Ministers action specifying interoperability mechanisms between RNEC, RNP and other functional systems"
dpi.exchange--national-data-exchange-system,progress/2026-02-07-wuri-niger-mission-appui-decisions-majeures.md,2,2,distinct event: ANSI-coordinated interoperability Task Force and target architecture set at the February 2026 WURI mission
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2026-08-29-niger-agadez-reformes-etat-civil-identification.md,1,1,"latest dated official statement of standing on cross-system use of the digital ID, from the Ministry's own sensitisation-tour record"
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-03-27-anp-lancement-carte-biometrique-aes.md,2,1,"distinct event: official launch and first enrolment of the AES biometric national ID card, designed to interoperate with the forthcoming AES passport"
dpi.exchange--use-of-digital-id-in-other-systems,progress/2025-09-25-wuri-niger-lancement-mission-restructuration.md,2,2,distinct event: government launch of the WURI restructuring mission reorienting the ID project toward cross-service usability
dpi.exchange--interoperability-of-health-systems,baseline/2026-07-08-anp-sante-numerique-schema-directeur-e-sante.md,1,1,"dated ministry workshop record stating the national health interoperability layer is already operational with several systems, demonstrated via the Estelab-DHIS2 connector"
dpi.exchange--interoperability-of-health-systems,progress/2026-08-13-datafi-linkedin-niger-dhis2-interoperabilite.md,2,1,distinct event/connector: Data.FI's own dated account of the OpenFn interoperability layer linking three digital health platforms to DHIS2
dpi.exchange--interoperability-of-education-systems,baseline/2025-12-04-men-niger-annuaire-statistique-2024-2025.md,1,1,"the Ministry of Education's own current statistical yearbook, the authoritative record of the national education data system that would need to become interoperable; no in-window movement specific to education-system interoperability survived screening"
dpi.exchange--interoperability-of-social-protection-systems,baseline/2018-07-27-rsu-niger-bibliotheque-textes-fondateurs.md,1,1,"the RSU's own founding and governance acts (already staged for dpi.registry--social-protection-register); establishes the instrument itself, reused rather than re-staging the companion presentation page"
dpi.exchange--interoperability-of-social-protection-systems,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,1,same document as dpi.exchange--national-data-exchange-system's progress item; the RNEC-RNP interoperability decree is an enabling brick for later RSU linkage
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-02-07-wuri-niger-mission-appui-decisions-majeures.md,2,2,same document as dpi.exchange--national-data-exchange-system's second progress item; distinct event from the 18 May decree
dpi.id--digital-id-from-birth,baseline/2026-08-12-niger-tahoua-campagne-identite-legale-rnp.md,1,1,"the Ministry's own dated launch record for the RNP enrolment campaign, the current standing statement of the birth-to-identity chain"
dpi.id--digital-id-from-birth,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,1,"distinct event: draft ordonnance integrating biometric parameters, a unique identifier and birth declaration during child vaccinations"
dpi.id--digital-id-from-birth,progress/2026-02-25-wuri-niger-copil-valide-ptba-2026.md,2,2,distinct event: WURI steering-committee financing decision for the 2026 transition plan
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,1,1,the draft implementing decree specifying interoperability mechanisms between the RNEC and RNP is the instrument most directly on point for this indicator
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-02-07-wuri-niger-mission-appui-decisions-majeures.md,2,1,distinct event: the February 2026 mission's alignment of the RNP with the civil-status system
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2025-09-25-wuri-niger-lancement-mission-restructuration.md,2,2,distinct event: the September 2025 restructuring launch that the February mission reports progress against
dpi.id--use-by-other-systems,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,1,1,"the decree provides for an Identifiant Unique National attributed to every citizen and resident, the legal basis for use by other systems"
dpi.id--use-by-other-systems,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,1,"distinct event: the ANEI-creating ordonnance and decrees, the institutional basis for cross-system identity use"
dpi.id--use-by-other-systems,progress/2025-09-25-wuri-niger-lancement-mission-restructuration.md,2,2,"distinct event: the WURI restructuring launch, aimed at a government-recognised identity usable to access public and private services"
dpi.pay--governance-role-of-central-bank,baseline/2024-01-23-bceao-instruction-001-01-2024-services-paiement.md,1,1,"the BCEAO Governor's own operative regional instruction fixing licensing and scope for payment-service providers, binding Niger"
dpi.pay--governance-role-of-central-bank,progress/2026-07-31-bceao-liste-participants-pispi.md,2,1,"BCEAO's own dated authorisation list naming the five Niger institutions licensed onto PI-SPI, a concrete exercise of governance; the PI-SPI launch/extension/connexion communiques were already held in the base (dropped already-seen) so this list was the surviving distinct evidence"
dpi.pay--b2b-and-b2g-functionality,baseline/2026-08-05-niger-dgi-e-sisic-declaration-paiement-electronique.md,1,1,"the DGI's own dated confirmation that its e-sisic B2G electronic tax-payment portal is operational, the instrument itself"
dpi.pay--b2b-and-b2g-functionality,progress/2026-08-05-niger-tresor-seminaire-epa-cut-star-sica.md,2,1,distinct event: the Treasury's own dated report that it is now connected to STAR and SICA-UEMOA under the Compte Unique du Trésor reform
dpi.pay--consumer-protection,baseline/2024-01-23-bceao-instruction-001-01-2024-services-paiement.md,1,1,same BCEAO instruction as dpi.pay--governance-role-of-central-bank's baseline; its user-protection chapter is the operative consumer-protection framework for payment services
dpi.pay--consumer-protection,progress/2026-08-05-niger-finances-transfert-argent-uemoa-autorisation.md,2,1,distinct event: the Finance Ministry's dated enforcement communiqué requiring prior authorisation for money-transfer activity
dpi.pay--consumer-protection,progress/2025-12-29-bceao-decision-19-taux-usure-umoa.md,2,2,"distinct event: the UMOA Council of Ministers' revised usury-rate ceiling, a borrower/consumer-protection measure on credit pricing"
dpi.registry--address-register,baseline/2021-02-26-amv-niger-decret-creation-agence.md,1,1,"founding decree (Decret 2021-129/PRN, 26 Feb 2021) of AMV-Niger, the agency operating Niamey's Geoportail d'Adressage, the only addressing system located; dated and citable where the geoportal's own page is not"
dpi.registry--business-register,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,Journal Officiel text of Loi n.2019-01 (30 Apr 2019); Art.15 is the primary legal act establishing the RCCM at the Tribunal de Commerce de Niamey as Niger's national business register file
