indicator_id,file,brief,rank,why
infra.store--local-data-centre-capacity-all-providers,baseline/2025-04-29-cable-consortium-of-liberia-co-location-services.md,1,1,"The only published capacity figures found for any Liberian facility: 2-10U at 1-2kW, 24U at 3kW and 42U at 5kW at the Monrovia landing station, with UPS and generator power. The figure itself, from the facility owner, where no national inventory exists."
infra.store--local-data-centre-capacity-all-providers,progress/2026-06-09-liberia-moci-special-procurement-notice-ict-infrastructure-nsw.md,2,1,"The most concrete dated addition to Liberia-hosted government storage in the window: an open international tender for 8 application servers, 4 database servers, 2 storage controllers and 2 storage arrays with expansion enclosures for the National Single Window."
infra.store--local-data-centre-capacity-all-providers,progress/2026-03-10-world-bank-137-million-wardip2-benin-liberia-sierra-leone.md,2,2,"A distinct event from the June signature the report already holds: Board approval on 10 March 2026 of the US$137m WARDIP2 operation, whose infrastructure pillar expressly includes strengthening data-centre capacity."
infra.store--off-site-backup-capacity,baseline/2020-01-08-liberia-cbl-e-payment-services-regulations-2020.md,1,1,"The operative instrument, gazetted 8 January 2020, whose section 9 requires licensed e-payment providers to hold backup infrastructure, synchronise online to a backup location able to assume operations on primary-site failure, and test business-continuity and disaster-recovery plans at least semi-annually."
infra.store--off-site-backup-capacity,progress/2026-01-01-liberia-cbl-policy-statement-2026.md,2,1,"The clearest in-window regulatory step: the Central Bank will set minimum uptime, disaster recovery and business continuity standards for payment participants and require regular operational resilience testing."
infra.store--off-site-backup-capacity,progress/2026-07-01-liberia-gac-strategic-plan-2026-2030.md,2,2,"A distinct event and the counterweight: the supreme audit institution's own July 2026 situational analysis records its IT infrastructure as fragile with gaps in servers, networks, backup systems and cybersecurity."
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2024-05-07-liberia-worldbank-great-project-appraisal-document.md,1,1,"The appraised project is the standing instrument over Liberia's National Data Center: it funds extension of the existing facility with shared hosting, backup, connectivity and cybersecurity and states no new data centres will be built. It carries no dedicated power or water provision for the facility, which is itself the finding."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-02-13-liberia-great-project-procurement-plan.md,2,1,The revision of 13 February 2026 records the consultancy for shared digital infrastructure at the National Data Center as signed on 6 October 2025 - the point at which the extension moved from appraisal into contract.
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2025-12-11-liberia-mopt-wardip-sop2-esmf.md,2,2,"The only in-window Liberian instrument that addresses water and power for digital-infrastructure sites at all, setting construction water-use and electrical-hazard requirements covering data centres and landing-station works."
infra.energy--grid-reliability,baseline/2025-02-01-liberia-lerc-annual-report-2024.md,1,1,"The regulator's own annual account is the most authoritative published statement of the grid's position - 126 MW installed against 93 MW available in 2024, imports, the transmission and distribution asset inventory, connections and peak demand, plus non-compliance notices issued."
infra.energy--grid-reliability,progress/2026-06-05-liberia-emansion-mount-coffee-20mw-solar-dedication.md,2,1,"A completed commissioning inside the window: 20 MW of solar dedicated at Mount Coffee under RESPITE, with 22 MW of lost hydro capacity stated as restored and US$57m of further financing secured for 30 MW plus a 12 MW battery."
infra.energy--grid-reliability,progress/2026-03-30-liberia-lec-100mw-and-300mw-buchanan-gas-term-sheet.md,2,2,"A distinct, earlier event and the utility's own diagnosis of the shortfall: a term sheet signed in Washington for a 300 MW combined-cycle gas plant at Buchanan and a 100 MW HFO fast-track plant against a stated 700 MW-by-2030 target."
infra.energy--rural-electrification,baseline/2015-10-23-liberia-2015-electricity-law.md,1,1,The operative statute rather than a plan or a summary: it puts the Rural and Renewable Energy Agency and the Rural Energy Fund on a statutory footing and requires RREA to file system plans with the regulator.
infra.energy--rural-electrification,progress/2026-01-08-liberia-lessap-phase-2-restructuring-paper.md,2,1,"A completed financing decision: about US$4.57m of North Lofa solar-plus-battery mini-grid cost carried over from LIRENAP into LESSAP 2, plus RREA office solarisation and 400 rural solar streetlights, with Component 2 funds routed directly to RREA."
infra.energy--rural-electrification,progress/2026-05-26-liberia-micat-rural-electrification-lofa-minigrid.md,2,2,"A distinct construction milestone: RREA began installing the 4.0 MWp solar array for the North Lofa mini-grid at Bakuma, Voinjama District, intended to serve about 10,000 households across six named towns and some 20 surrounding communities."
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,baseline/2026-07-17-liberia-otdi-terms-of-reference-executive-order-163.md,1,1,"The instrument defining Liberia's central government ICT capability - the OTDI Chief Information Officer's duties over enterprise architecture, technical clearance and the recruitment and development of technical staff, tenure tied to the one-year life of Executive Order 163. File already staged by a sibling slice; not restaged."
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-04-28-liberia-executive-order-163-otdi-national-digitalization.md,2,1,"The creation of the coordinating office itself, signed 22 April 2026 - the first central executive body accountable for government-wide digital systems, where before there was none. File already staged by a sibling slice; not restaged."
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-05-12-liberia-ppcc-egp-phase-ii-training-of-trainers.md,2,2,A completed step in in-house operating capacity rather than an intention: a two-week training-of-trainers begun 11 May 2026 for procurement staff and IT technicians from 56 entities already on the e-GP platform.
dpi.exchange--national-data-exchange-system,baseline/2025-11-06-liberia-great-project-implementation-status-results-report-seq3.md,1,1,"The dated authoritative statement of the system's current position: government systems using the new Service Bus for data exchange via APIs stands at 0 as at 30 September 2025 against a target of 10 by December 2030, with LITAS separately integrated to six systems."
dpi.exchange--national-data-exchange-system,progress/2026-02-13-liberia-great-project-procurement-plan.md,2,1,"First procurement movement on the exchange layer itself: a Government Service Bus prototype design-install-configure package appears twice in the 13 February 2026 revision, the firm-based one cancelled and an individual-consultant one pending implementation from 25 February 2026."
dpi.exchange--national-data-exchange-system,progress/2026-04-28-liberia-executive-order-163-otdi-national-digitalization.md,2,2,A distinct governance event: EO 163 creates OTDI and gives it 180 days to publish first releases of a Government Enterprise Architecture Framework and a Government Interoperability Framework. File already staged by a sibling slice; not restaged.
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2025-04-01-liberia-executive-order-147-mandatory-nbis-enrollment.md,1,1,The operative instrument requiring the biometric card and the NIR Identity Query and eVerification platform across public and private services - the broadest current legal basis for using the national ID inside other systems. File already staged by a sibling slice; not restaged.
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-03-05-liberia-senate-inquiry-national-id-card-suspension.md,2,1,The clearest in-window evidence of what actually depends on the ID: the Senate referred the card-issuance suspension to committee and summoned NIR leadership because banks and other institutions now treat the card as mandatory identification.
dpi.exchange--use-of-digital-id-in-other-systems,progress/2025-09-15-liberia-mofa-national-identification-day-proclamation.md,2,2,"A distinct, earlier event carrying the government's own enrolment figure - 720,000 people in the National Biometric Identification System as at September 2025 - and restating universal mandatory enrolment."
dpi.exchange--interoperability-of-health-systems,baseline/2026-05-01-who-liberia-annual-report-2025.md,1,1,"The most recent authoritative publication of the position: a WHO-supported health information system functionality assessment rating Liberia at overall early maturity, with harmonisation and interoperability named as outstanding work."
dpi.exchange--interoperability-of-health-systems,progress/2025-12-09-liberia-mofa-us-liberia-health-cooperation-mou.md,2,1,"A signed five-year government-to-government MOU of US$124,418,400 that names development of integrated digital health information systems as a funded line alongside surveillance, laboratory and supply-chain systems."
dpi.exchange--interoperability-of-health-systems,progress/2026-07-18-liberia-moh-crvs-decade-progress-registrar-generals-meeting.md,2,2,A distinct event in which the health ministry names interoperability with the National Identification Registry among its 2026-2036 civil-registration priorities - the health side's own statement of the linkage it does not yet have. File already staged by a sibling slice; not restaged.
dpi.exchange--interoperability-of-education-systems,baseline/2025-01-01-liberia-au-iped-emis-peer-review-report.md,1,1,"The direct system-level assessment: a transition from paper EMIS 1.0 to a digitised EMIS 2.0 with limited integration across sub-sectors, weak policy and legal frameworks and data gaps since 2022, with a costed three-year action plan."
dpi.exchange--interoperability-of-education-systems,progress/2025-09-10-liberia-moe-au-iped-emis-modernisation-roadmap.md,2,1,The adoption of the costed modernisation roadmap that introduces national unique Learner and Teacher IDs for integration and traceability - the only sectoral interoperability roadmap actually adopted inside the window. File already staged by a sibling slice; not restaged.
dpi.exchange--interoperability-of-education-systems,progress/2026-03-14-liberia-moe-digitized-school-monitoring-system.md,2,2,"A distinct, later event: a digitised monitoring and supervision system put into use across five pilot counties capturing real-time geo-referenced school data, government-funded through the Public Sector Investment Program."
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-07-28-world-bank-realise-p174417-isr-seq9-liberia-household-social-registry.md,1,1,"The most recent authoritative publication of the registry series - the Liberia Household Social Registry at about 442,000 records, with registry enhancements and integration with other national systems recorded as still ongoing. File already staged by a sibling slice; not restaged."
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-05-18-liberia-realise-crisis-response-plan-household-social-registry.md,2,1,"The in-window statement of coverage and payment linkage: over 442,000 verified and poverty-ranked households, 35 per cent of the population, across 14 of 15 counties, with transfers delivered through MTN mobile money. File already staged by a sibling slice; not restaged."
dpi.exchange--interoperability-of-social-protection-systems,progress/2025-09-02-liberia-nspsc-social-protection-policy-update.md,2,2,"A distinct governance event: the National Social Protection Steering Committee resolved to replace the policy and strategy expired since 2019 and to bring NASSCORP's welfare arm into one framework with cash transfers, public works and school feeding."
dpi.id--robustness-of-system,baseline/2024-05-07-liberia-worldbank-great-project-appraisal-document.md,1,1,"The only dated authoritative statement of the system's technical position: about 700,000 enrolled at the NIR's March 2024 update, and the lack of a disaster recovery solution for the NBIS named as a project challenge alongside fragmented registries and power instability at county service centres. Staged by a sibling slice from the same URL; this slice's own capture was withdrawn as a duplicate."
dpi.id--robustness-of-system,progress/2026-07-03-liberianobserver-national-id-crisis-resurfaces-on-senate-floor.md,2,1,"The largest in-window movement on reliability: the Senate unanimously agreed to summon the registry after a plenary petition, on a system reported inactive more than six months with no published timetable, cost or legal basis for the suspension, while banks and mobile money providers refuse expired cards."
dpi.id--robustness-of-system,progress/2026-03-05-liberia-senate-inquiry-national-id-card-suspension.md,2,2,A distinct earlier event four months before: the Senate summoned the Director General and Board over the perpetual suspension of cards. Staged by a sibling slice from the same URL; this slice's own capture was withdrawn as a duplicate.
dpi.id--national-maintenance-of-id-and-credentials-systems,baseline/2011-08-08-liberia-national-identification-registry-act-2011.md,1,1,"The constitutive instrument: it establishes the NIR as an autonomous entity within the Executive Branch with the mandate to design, establish, maintain and administer the register and to produce and issue the cards. Staged by a sibling slice; this slice's own capture of the same PDF was a truncated OCR and was withdrawn in its favour."
dpi.id--national-maintenance-of-id-and-credentials-systems,progress/2026-01-03-liberia-mot-adlvrs-driver-license-vehicle-registration-launch.md,2,1,"The one in-window movement showing a national credential system taken onto a state-run platform rather than out to a concessionaire: the Ministry of Transport's own release for the Automated Driver License and Vehicle Registration System, covering licence management, card printing, dispatch, audit trails and integration with the revenue authority for payment verification."
dpi.id--authentication,baseline/2025-04-01-liberia-executive-order-147-mandatory-nbis-enrollment.md,1,1,"The operative instrument itself rather than the news of it, which is all the base holds: it names the Identity Query Portal and eVerification platform as the authentication route all government and eligible private institutions must use for KYC and background checks, and gives the NIR Board of Registrars the power to set the per-query charge."
dpi.id--authentication,progress/2026-02-16-liberia-fia-cbl-directive-additional-cdd-measures-non-resident.md,2,1,"A new binding identity-verification requirement on the whole financial sector, signed jointly by the Financial Intelligence Agency and the Central Bank and effective immediately, closing a deficiency named in GIABA's 2023 mutual evaluation of Liberia."
dpi.id--authentication,progress/2025-10-17-liberia-csa-digitalize-lpa-scheme.md,2,2,Biometric authentication put into a live government-linked transaction: civil servants enrolled by fingerprint and vendors verifying against the Civil Service Agency database at the point of sale. Staged by a sibling slice; selected here in preference to the newspaper report of the same development.
dpi.id--digital-id-from-birth,baseline/2025-01-21-liberianinvestigator-nir-national-id-documents-children-under-six.md,1,1,"The only located document establishing that Liberia issues an identity document below the ordinary enrolment age of six at all: a National Identity Documents initiative for under-sixes inaugurated 16 January 2025, piloting in three counties, UNICEF-funded for 5,000 children, with the Ministry of Health issuing free birth certificates. It also gives the reason ordinary enrolment does not reach them, the US$5 card fee."
dpi.id--digital-id-from-birth,progress/2026-08-11-liberianobserver-govt-sets-ambitious-health-reform-agenda-birth-death-policy.md,2,1,"The revised Birth and Death Registration Policy 2026-2031 launched at the National Health Review Conference, the policy-level movement on the registration a digital identity from birth depends on. Staged by a sibling slice."
dpi.id--digital-id-from-birth,progress/2026-07-18-liberia-moh-crvs-decade-progress-registrar-generals-meeting.md,2,2,"A distinct event: Liberia's own statement of its 2026-2036 CRVS agenda at the Africa Registrar Generals meeting, naming expanded digital registration and interoperability with the identity registry as priorities. Staged by a sibling slice."
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2024-05-07-liberia-worldbank-great-project-appraisal-document.md,1,1,"The authoritative statement that the link does not yet exist: it describes the civil registry and the NIR as separate fragmented foundational registries and funds the government service bus, APIs and automated data exchange that would join them, so the linkage is a funded workstream rather than an operating interface. One file, second selection; staged by a sibling slice."
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2025-10-28-world-bank-digital-liberia-week-2025-event-book.md,2,1,"The strongest in-window evidence that the link is running rather than only planned: the identification session carries the results of the UNICEF-supported pilot integrating birth registration with the national identity system, with the registry's Executive Director and UNICEF's Chief of Child Protection on the point-of-birth workflow joining birth certificate, national ID and immunisation record."
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-07-18-liberia-moh-crvs-decade-progress-registrar-generals-meeting.md,2,2,"A distinct later event in which the health ministry states interoperability with the identity registry as a named national CRVS priority for 2026-2036. One file, second selection; staged by a sibling slice."
dpi.pay--governance-role-of-central-bank,baseline/2020-01-08-liberia-cbl-e-payment-services-regulations-2020.md,1,1,"The operative instrument establishing the central bank's licensing and oversight authority over payment service providers, with minimum capital, reporting, inspection, risk management and the requirement to connect and interoperate with the national switch and settle through RTGS. Staged by a sibling slice; note a second sibling copy of the same URL exists under a different filename."
dpi.pay--governance-role-of-central-bank,baseline/2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips.md,2,1,"The clearest in-window exercise of that authority: a directive compelling every government mobile-money payment and collection onto the national switch, with sanctions up to licence revocation. It sits in the baseline folder because it is this run's baseline for two other indicators."
dpi.pay--governance-role-of-central-bank,progress/2026-03-31-cbl-annual-report-2025.md,2,2,"A distinct event: the central bank's own annual account of what it governs, with section 4.11 on the payment system, PAPSS implementation, IIPS, LPISUP, NEPS and mobile money, none of which the base holds from the bank's own reporting."
dpi.pay--g2p-functionality,baseline/2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips.md,1,1,"The instrument itself: from 27 October 2025 every Government of Liberia payment to a beneficiary made via mobile money, including salaries, pensions, social benefits and other transfers, must route exclusively through NEPS/IIPS, on the authority of a CBL-MFDP Service Level Agreement of 11 September 2024."
dpi.pay--g2p-functionality,progress/2025-12-17-cbl-eg-saamoi-special-remark-iips-launch-december-2025.md,2,1,"The central bank's own primary account of the 16 December 2025 launch, which the base holds only through secondary reports; primary beats syndication, and the Governor sets out what the platform carries."
dpi.pay--g2p-functionality,progress/2026-05-18-liberia-realise-crisis-response-plan-household-social-registry.md,2,2,"A distinct event: the quantified expansion of digitally delivered social protection, with emergency top-ups for all currently enrolled Social Cash Transfer households and new households to be enrolled, paid through mobile money. Staged by a sibling slice."
dpi.pay--revenue-collection,baseline/2025-07-23-lra-orange-ecobank-integrated-mobile-money-tax-platform.md,1,1,"The revenue authority's own account of the collection channel itself: an Integrated Orange Mobile Money Platform connected directly to LITAS, carrying taxes and fees for 18 ministries and agencies over USSD without internet, with an SMS receipt. It predates the central bank's routing mandate and is the standing instrument."
