indicator_id,file,brief,rank,why
gov.policy--data-governance-policy,baseline/2023-03-22-somalia-data-protection-act-law-005-2023.md,brief1,1,"Data Protection Act 2023: Somalia's foundational national data-governance instrument (Authority, processing principles, security, breach, cross-border transfer, enforcement); reused from data-localisation indicator"
gov.policy--data-governance-policy,progress/2026-04-05-somalia-data-protection-regulations-xeer-nidaamiyaha.md,brief2,1,"Full text of the implementing Regulations for the Public Data Protection Law, published in the Official Bulletin 5 Apr 2026 (upgrades the earlier announcement-only capture); reused from data-localisation indicator"
gov.policy--data-governance-policy,progress/2026-06-02-somalia-dpa-registration-licensing.md,brief2,2,"DPA published its operational registration/licensing compliance regime for data controllers and processors (2 Jun 2026), a distinct implementation-rollout event"
gov.policy--open-data-policy,baseline/2025-08-01-somalia-egovernment-strategy-implementation-roadmap-2025-2029.md,brief1,1,"e-Government Strategy 2025-2029's 'Affirm Open Government' thrust commits Somalia to open-by-default data and open formats; reused from data-interoperability indicator, the most current national open-data policy statement located"
gov.legislate--legislation-covering-digital-id,baseline/2023-03-20-somalia-public-identification-registration-law-009.md,brief1,1,"Law No. 009, Public Identification and Registration Law: founding statute establishing NIRA and the national digital ID system (enacted March 2023)"
gov.legislate--legislation-covering-digital-id,progress/2026-04-05-somalia-population-registration-civil-status-law-46.md,brief2,1,"Law No. 46, Population Registration and Civil Status Statistics Law, published in the Official Bulletin (5 Apr 2026), modernising the civil-registration layer underpinning the ID system"
gov.legislate--legislation-covering-digital-id,progress/2026-01-01-somalia-national-id-mandatory-domestic-travel-postponed.md,brief2,2,"Immigration Agency made National ID mandatory for domestic travel, postponing enforcement to 1 March 2026 -- a distinct administrative expansion event"
gov.legislate--digital-payments-legislation,baseline/2020-01-01-somalia-mobile-money-regulations-cbs-nbs-reg-06.md,brief1,1,"Mobile Money Regulations, Amended 2020 (CBS/NBS/REG/06): Central Bank's dedicated digital/mobile-payments licensing and conduct regime"
gov.legislate--digital-payments-legislation,progress/2025-11-08-somalia-house-of-people-national-payment-system-bill-passed.md,brief2,1,"House of the People passed the National Payment System Bill 154-2 (8 Nov 2025), a new unified legal framework for payment systems and digital-money platforms"
gov.legislate--digital-payments-legislation,progress/2026-01-11-somalia-upper-house-national-payment-system-bill-passed.md,brief2,2,"Upper House (Senate) passed the National Payment System Bill's third reading 28-0 (11 Jan 2026), completing parliamentary passage"
gov.legislate--legislation-enabling-data-interoperability,progress/2026-01-26-nca-cybersecurity-law-adoption-international-standards.md,brief2,1,"House of the People approved the Cybersecurity Law (26 Jan 2026), the legal/security foundation for trusted interoperability; no dedicated data-interoperability statute exists, so baseline is nil"
gov.legislate--legislation-enabling-data-interoperability,progress/2026-04-05-somalia-data-protection-regulations-xeer-nidaamiyaha.md,brief2,2,Data Protection Regulations (5 Apr 2026) supply operating rules for lawful government data sharing; reused from data-governance/localisation indicators
gov.legislate--ai-legislation-regulations,baseline/2023-03-22-somalia-data-protection-act-law-005-2023.md,brief1,1,"Data Protection Act 2023: highest-authority Somali legal instrument touching AI use cases (profiling, automated decision-making rights); no dedicated AI statute exists; reused from data-governance/localisation indicators"
gov.legislate--ai-legislation-regulations,progress/2026-04-05-somalia-data-protection-regulations-xeer-nidaamiyaha.md,brief2,1,Data Protection Regulations (5 Apr 2026) operationalise the Act's Data Protection Impact Assessment and automated-decision provisions; reused from data-governance/localisation/interoperability indicators
gov.legislate--statistics-legislation,baseline/2020-02-24-somalia-national-statistics-law-24.md,brief1,1,"Law No. 24, National Statistics Law of the Federal Republic of Somalia, established SNBS and repealed the 1970 Statistics Law No. 35; SNBS's own institutional description"
gov.legislate--statistics-legislation,baseline/2025-12-07-somalia-nsdsii-launch.md,brief2,1,"SNBS unveiled the Second National Strategy for the Development of Statistics (NSDS II, 7 Dec 2025); closest in-window movement, no statistics-law amendment found"
gov.legislate--access-to-information-legislation,baseline/2012-08-01-somalia-provisional-constitution-article-32-access-to-information.md,brief1,1,Provisional Constitution Article 32(1)-(3): guarantees access to state-held information and mandates Parliament to enact an implementing law -- Somalia's primary legal source; no dedicated ATI statute has been enacted
gov.legislate--access-to-information-legislation,progress/2025-09-29-somalia-soma-access-to-information-day-bill-status.md,brief2,1,"SOMA event (29 Sep 2025): Ministry of Information official confirmed Cabinet passed the Access to Information Law, awaiting Lower House ratification"
gov.legislate--access-to-information-legislation,progress/2025-10-28-somalia-upr-joint-submission-access-to-information.md,brief2,2,"DefendDefenders/Defenders Coalition Somalia UPR joint submission (28 Oct 2025) confirms the Official Information Bill remained pending before Parliament, with critique of its exemptions"
gov.regional--regional-legal-harmonisation,baseline/2024-05-01-igad-cybersecurity-legal-harmonisation-tor.md,1,1,"IGAD's own ToR establishing the region's active legal-harmonisation process for cybersecurity/data/digital-ID law across IGAD Member States including Somalia; most authoritative live instrument found, no enacted Somalia-specific AU/IGAD/EAC harmonisation act exists"
gov.regional--regional-legal-harmonisation,progress/2026-06-25-eac-cross-border-data-flows-framework-validation.md,2,1,"Distinct in-window milestone: EAC Partner States (Somalia included) validated a proposed regional Cross-Border Data Flows Framework, 23-27 June 2026"
gov.regional--regional-legal-harmonisation,progress/2025-09-12-eardip-twg-data-protection-cross-border-aide-memoire.md,2,2,"Distinct in-window event: Sept 2025 EAC-IGAD TWG (Somalia represented) shifted legal pathway to advancing regional data-protection legislation directly, dropping the pilot-first approach"
gov.regional--shared-regional-infrastructure,baseline/2023-06-21-eardip-somalia-financing-agreement.md,1,1,"Signed, binding IDA/World Bank Financing Agreement (SDR 59.5m) naming Somalia as Recipient for the EARDIP regional connectivity project - the operative instrument, not an announcement"
gov.regional--shared-regional-infrastructure,progress/2025-10-25-somalia-eardip-technical-feasibility-security-risk-consultancy.md,2,1,"Distinct in-window event: MoCT launched the EARDIP technical feasibility study and security-risk consultancy, 25 Oct 2025, the design phase for cross-border links"
gov.regional--shared-regional-infrastructure,progress/2025-09-18-nca-ona-adoption-consultation.md,2,2,"Distinct in-window event: NCA convened operators, 18 Sep 2025, to review Somalia's roadmap for joining the EAC One Network Area shared roaming framework"
gov.regional--cross-border-data-transfers,baseline/2023-03-22-somalia-data-protection-act-law-005-2023.md,1,1,"Somalia's Data Protection Act, Chapter VI (Articles 30-31), is the operative statutory cross-border-transfer regime - adequacy-and-safeguards test plus derogations; most authoritative document found"
gov.regional--cross-border-data-transfers,progress/2026-06-25-eac-cross-border-data-flows-framework-validation.md,2,1,"Reused selection (also staged as baseline-adjacent progress for gov.regional--regional-legal-harmonisation): EAC Partner States including Somalia validated a proposed regional Cross-Border Data Flows Framework, 23-27 June 2026 - the clearest in-window regional development for this indicator"
gov.standards--national-interoperability-standards,baseline/2025-08-01-somalia-egovernment-strategy-implementation-roadmap-2025-2029.md,1,1,"National e-Government Strategy 2025-2029, section 6.2, is the operative guiding principle mandating standardized/open-interface interoperability while acknowledging no enterprise architecture/interoperability framework yet exists - most authoritative statement of Somalia's current position"
gov.standards--national-interoperability-standards,progress/2026-03-31-somalia-pfm-reform-strategy-2026-2030-interoperability.md,2,1,"Distinct in-window event: PFM Reform Strategy 2026-2030 Reform Area 3 commits to a 'One-Government PFM Digital Data Sharing' approach - common fiscal data standards and a central data-exchange platform, sequenced 2026-2030"
gov.standards--national-interoperability-standards,progress/2026-06-28-somalia-nira-national-id-public-service-integration-working-group.md,2,2,"Distinct in-window event: NIRA launched a permanent cross-institution working group, 28 June 2026, to integrate the National ID across public/private services via the Hubiye verification platform"
gov.standards--national-quality-standards,baseline/2020-07-01-nca-type-approval-guidelines-rtte.md,1,1,"NCA's mandatory type-approval instrument for ICT/radio-telecommunications equipment, issued under Article 59 of the 2017 Communications Act - the most specific and authoritative national quality-standards document for digital/ICT products"
gov.standards--adoption-of-international-standards,baseline/2026-08-29-iso-somali-bureau-of-standards-member-record.md,1,1,ISO's own membership registry confirms SoBS as Somalia's ISO Member body - the institutional fact of Somalia's participation in the international standards system
gov.standards--adoption-of-international-standards,progress/2026-07-19-nca-cybersecurity-risk-management-compliance-frameworks-published.md,2,1,"Distinct in-window event: NCA published the National Cybersecurity Risk Management Framework and National Cybersecurity Compliance Framework, 19 July 2026, reported by trade press as aligned with ISO/IEC 27005 and 27001"
gov.standards--adoption-of-international-standards,progress/2026-01-26-nca-cybersecurity-law-adoption-international-standards.md,2,2,"Distinct in-window event: Parliament approved the Cybersecurity Law, 26 Jan 2026, explicitly stated by the State Minister to align Somalia with international standards and best practices"
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2025-08-01-somalia-digital-inclusion-policy.md,1,1,National Digital Inclusion Policy whose finalisation methodology included a stakeholders' validation workshop bringing non-governmental input into the policy - most authoritative instrument documenting non-governmental contribution to national digital policy
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-07-21-sonsa-civil-society-advocacy-position-malabo-convention.md,2,1,"Distinct in-window event: SONSA issued a civil-society-initiated advocacy position, 20-21 July 2026, calling for Malabo Convention ratification - genuinely non-governmental-initiated, not government-convened"
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-04-25-nca-cybersecurity-framework-multistakeholder-consultation.md,2,2,"Distinct in-window event: NCA convened a multi-stakeholder consultation, 25 April 2026, with explicit private-sector, civil-society and academic participation on the draft cybersecurity framework"
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2025-10-01-somalia-fy2026-budget-policy-framework-paper.md,1,1,"MoF's FY2026 Budget Policy Framework Paper - most authoritative statement that ICT/digital transformation is financed through the general Government Local Fund budget, with domestic revenue-to-cover-operating-expenditure as the sustainability mechanism"
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2026-04-01-fgs-annual-report-consolidated-financial-statements-2025-revenue-reforms.md,2,1,"Distinct in-window event: audited FY2025 revenue execution report shows domestic revenue at USD 404.3m, with digital platforms (Non-Tax Revenue Portal, ETAS, SOMCAS) explicitly credited for non-tax revenue growth from ~USD 102m to USD 123.6m"
finance.mou--strategic-relationships,baseline/2023-11-07-moct-itu-framework-cooperation-agreement.md,1,1,MoCT's official announcement of a Framework Cooperation Agreement with the ITU (7 Nov 2023) - primary government statement of Somalia's strategic multilateral digital-sector partnership
finance.mou--strategic-relationships,progress/2026-02-10-nca-btk-turkey-mou-electronic-communications.md,2,1,"Distinct in-window event: NCA-BTK (Turkey) MoU signed 10 Feb 2026, covering satellite regulation, cybersecurity, spectrum and broadband cooperation"
finance.mou--strategic-relationships,progress/2025-09-05-somalia-saudi-arabia-ai-space-technology-cooperation.md,2,2,Distinct in-window event: Somalia-Saudi Arabia AI/space-technology regulatory cooperation agreement signed 5 Sept 2025 at GSR-25 in Riyadh
finance.new--mobilisation-of-non-state-finance,baseline/2023-04-20-worldbank-eardip-pad-private-capital-mobilization.md,1,1,"World Bank Project Appraisal Document for EARDIP - explicit USD 30m Unguaranteed Commercial Financing component alongside IDA grants, the operative private-capital-mobilization instrument for Somalia's digital infrastructure"
finance.new--mobilisation-of-non-state-finance,progress/2026-07-02-atoz-impact-ifc-kims-mfi-blended-finance.md,2,1,"Distinct in-window event: IFC organised a $3m blended-finance facility (IFC, A to Z Impact, Symbiotics) for KIMS microfinance institution, 2 July 2026 - clearest private-capital mobilisation in the window"
finance.new--mobilisation-of-non-state-finance,progress/2026-05-05-hormuud-get-phone-smartphone-financing-program.md,2,2,"Distinct in-window event: Hormuud Telecom and Get-Phone launched Somalia's largest smartphone financing program, 5 May 2026, mobilising private telecom/fintech capital to close the device-affordability barrier"
infra.connect--mobile-penetration,baseline/2025-11-08-digital-2026-somalia.md,1,1,"Most recent authoritative published figure for Somalia mobile-cellular connections (GSMA Intelligence via DataReportal): 11.5M connections / 58.1% of population, late 2025."
infra.connect--mobile-penetration,progress/2026-05-05-hormuud-getphone-smartphone-financing.md,2,1,"Distinct in-window event: Hormuud/Getphone smartphone-financing launch converting existing 4G coverage into device-level adoption, dated 2026-05-05."
infra.connect--mobile-affordability,baseline/2026-03-01-nca-annual-report-2024-2025.md,1,1,"NCA's own ICT Price Basket Indicators: average mobile-data cost fell from US$5.75 (2023) to US$5.10 (2024), -11.3%; the national regulator's authoritative pricing instrument."
infra.connect--mobile-affordability,progress/2026-05-05-hormuud-getphone-smartphone-financing.md,2,1,"Distinct in-window event, same file selected under infra.connect--mobile-penetration: Hormuud/Getphone smartphone financing directly attacks the handset-affordability barrier ($19 upfront, from $0.60/day)."
infra.connect--mobile-affordability,progress/2026-04-21-somnet-adeegga-mudnaan-bundles.md,2,2,"Distinct in-window event: Somnet's expanded tiered low-cost 'Adeegga Mudnaan' bundles, an operator-level tariff intervention, dated 2026-04-21."
infra.connect--national-fibre-backbone,baseline/2025-08-01-somalia-digital-inclusion-policy.md,1,1,"Current official status document: 1,874km of operational fibre routes nationally, only 10.3% of population within 10km of a fibre node; confirms no adequate middle-mile/national backbone despite submarine landing stations."
infra.connect--national-fibre-backbone,progress/2025-10-25-somalia-eardip-technical-feasibility-security-risk-consultancy.md,2,1,"Distinct in-window event: World Bank-funded EARDIP Technical Feasibility Study and Security Risk Management Consultancy launched, dated 2025-10-25, mapping gaps and designing new national-backbone routes."
infra.connect--national-fibre-backbone,progress/2026-06-22-submarine-cable-technical-working-group.md,2,2,"Distinct in-window event: first Somalia Submarine Cable Technical Working Group workshop (NCA/IFC), dated 2026-06-22, institutional step toward resilient international landings feeding the backbone."
infra.connect--internet-exchange-points,baseline/2019-09-28-soixp-peeringdb-record.md,1,1,"Only current public registry record of Somalia's IXP (SoIXP/MogIX, Mogadishu); the record's own last-updated timestamp (2019-09-28) is the most current live evidence available, showing 0 peers/0 connections."
infra.store--local-data-centre-capacity-national-providers,baseline/2024-12-11-hormuud-data-centers-dcd.md,1,1,"Only located quantified figure for a Somali national provider's data-centre capacity: Hormuud operates 11 data centres, 10MW combined capacity."
infra.store--local-data-centre-capacity-national-providers,progress/2025-10-20-taiwanicdf-somaliland-government-data-center.md,2,1,"Distinct in-window event: groundbreaking (22 Sep 2025) for Somaliland's first government data centre, TaiwanICDF-supported."
infra.store--local-data-centre-capacity-national-providers,progress/2026-01-21-golis-birta-dheer-data-center.md,2,2,"Distinct in-window event: Golis Telecom's Birta Dheer data-centre facility under active construction near Garowe, documented 2026-01-21."
infra.store--off-site-backup-capacity,baseline/2026-08-29-dalkom-somalia-disaster-recovery.md,1,1,Clearest publicly documented operational off-site/disaster-recovery arrangement serving Somalia: Dalkom's Mombasa-Mogadishu offshore backup and real-time replication service.
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2025-06-01-somalia-generation-transmission-plan.md,1,1,"Current (June 2025, MoEWR-endorsed) national electricity-system assessment: isolated island grids, no national transmission grid, up to 50% urban distribution losses, ~49% national energy access."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-02-07-somalia-transformational-infrastructure-resilience-program.md,2,1,Distinct in-window event: World Bank concept-stage PID (7 Feb 2026) for a $100M program explicitly pairing 'reliable power and water supply' upgrades with power-transmission/fibre corridor development.
infra.energy--grid-reliability,baseline/2026-05-01-somalia-economic-update-edition-11.md,1,1,"Current national reliability outcome from the 2025 MTF household survey: only 21% of electrified households receive more than 8 hours of supply per day; documents institutional reform progress (Electricity Act, NEA, licensing/tariff regulations)."
infra.energy--grid-reliability,progress/2025-11-17-nea-licenses-20-electricity-providers.md,2,1,"Distinct in-window event: NEA formally licenses 20 Electricity Service Providers and validates Somalia's first national Tariff Regulation Framework, 1-2 Nov 2025 -- first unified regulatory system since 1991."
infra.energy--grid-reliability,progress/2025-11-01-afdb-bosaso-power-grid-appraisal.md,2,2,"Distinct in-window event: AfDB Project Appraisal Report (Nov 2025) for UA18M Bosaso power-grid rehabilitation and expansion, concrete infrastructure movement distinct from the NEA regulatory reform."
infra.energy--rural-electrification,baseline/2026-01-01-somalia-sdg7-energy-indicators-report.md,1,1,Somalia's first official SDG 7 statistical assessment: rural electricity access declining from 32.3% (2020) to 23.9% (2023) -- the most authoritative rural-access baseline.
infra.energy--rural-electrification,progress/2025-11-04-sesrp-implementation-status-report.md,2,1,"Distinct in-window event: World Bank SESRP implementation status report (archived 4 Nov 2025, results to 15 Oct 2025) -- 6.1M people given electricity access (target already exceeded), $43.6M in minigrid hybridization contracts awarded."
infra.energy--rural-electrification,progress/2025-10-20-electrification-150-health-facilities.md,2,2,"Distinct in-window event: MoEWR inauguration (1 Oct 2025, published 20 Oct 2025) of solar electrification at 150 public health facilities, with 215 more education facilities announced."
infra.capacity--robustness-of-government-hardware-and-software,baseline/2025-08-01-somalia-egovernment-strategy-implementation-roadmap-2025-2029.md,1,1,"MoCT's most direct government-wide assessment: MDAs lack IT equipment/hardware/software, siloed systems, no interoperability framework, weak technical capacity. NOTE: same URL already staged by a sibling slice as baseline/2025-08-01-somalia-egovernment-strategy-implementation-roadmap-2025-2029.md (topics: gov.policy, body_completeness: full) -- flag for parent's cross-queue dedup at merge, keep the fuller body."
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-01-26-nca-cybersecurity-law-adoption-international-standards.md,2,1,"Distinct in-window event: Federal Parliament approves the Cybersecurity Law, 26 Jan 2026, establishing the legal framework and mandating SOM-CIRT."
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-03-07-somcirt-launch.md,2,2,"Distinct in-window event: PM inaugurates SOMCIRT, Somalia's first operational national cyber-incident response centre, 7 Mar 2026."
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2025-07-29-somalia-cbs-kyc-id-verification-banking.md,1,1,"baseline - CBS/NIRA public notice mandating National ID for bank account KYC, the operative instrument establishing digital-ID-in-banking integration"
dpi.exchange--use-of-digital-id-in-other-systems,progress/2025-09-17-somalia-nira-third-anniversary-achievements.md,2,1,"progress - NIRA's own report of National ID integration into education, banking, passport issuance, business licensing and travel services"
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-06-28-somalia-nira-public-service-integration-working-group.md,2,2,"progress - NIRA/UNDP launch of the permanent cross-sector National ID and Public Service Integration Working Group, a distinct later institutional milestone"
dpi.exchange--interoperability-of-health-systems,baseline/2024-01-01-somalia-health-information-system-comprehensive-assessment-2022.md,1,1,"baseline - WHO/Federal Ministry of Health comprehensive assessment of the DHIS2-based HMIS, the operative system-state document"
dpi.exchange--interoperability-of-health-systems,progress/2026-05-27-somalia-raad-bamni-ehr-dhis2-integration.md,2,1,"progress - RAAD (BAMNI) national EHR deployed 2023-2025 in 111 facilities, standards-aligned to DHIS2, raising reporting completeness 85%->96%"
dpi.exchange--interoperability-of-health-systems,progress/2026-04-14-somalia-caafimaad-plus-digitalized-data-system.md,2,2,"progress - Caafimaad+ Digitalized Data System scaled to 40+ facilities, pushing frontline data directly into government DHIS2 in real time, a distinct implementation"
dpi.exchange--interoperability-of-education-systems,baseline/2025-08-01-somalia-egovernment-strategy-implementation-roadmap-2025-2029.md,1,1,"baseline - Federal Government's current e-Government strategy, the operative statement of interoperability standing (fragmented, no enterprise architecture yet) covering EMIS"
dpi.exchange--interoperability-of-education-systems,progress/2026-05-29-somalia-govstack-high-school-certificate-system.md,2,1,"progress - Somalia's High School Certificate System, the clearest operational education-system interoperability milestone (ID verification, payments, exam registry all connected)"
dpi.exchange--interoperability-of-education-systems,progress/2025-11-24-somalia-nira-2nd-national-id-conference.md,2,2,"progress - 2nd Somali National ID Conference recorded National ID integration into education among priority sectors, a distinct governance-level event"
dpi.exchange--interoperability-of-social-protection-systems,baseline/2026-05-13-somalia-boost-you-additional-financing-project-paper.md,1,1,"baseline - World Bank BOOST-You Additional Financing Project Paper, the current operative document for the USR/SPDS social-protection delivery architecture"
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-09-12-somalia-boost-you-project-appraisal-document.md,2,1,"progress - original BOOST-You Project Appraisal Document (approved 25-Sep-2025), a distinct financing/design event from the May 2026 Additional Financing"
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-06-28-somalia-nira-public-service-integration-working-group.md,2,2,"progress - NIRA/UNDP Working Group explicitly tasked with National ID-to-social-protection-registry integration, a distinct later institutional event"
dpi.id--authentication,baseline/2026-01-01-somalia-nira-authentication.md,1,1,baseline - NIRA's own current description of its operational authentication service (biometric + consent OTP via HUBIYE)
dpi.id--authentication,progress/2025-10-09-somalia-nira-digital-government-africa-2025.md,2,1,progress - NIRA DG's description at Digital Government Africa 2025 of biometric/consent-based authentication rollout through SNID
dpi.id--authentication,progress/2026-06-28-somalia-nira-public-service-integration-working-group.md,2,2,"progress - NIRA/UNDP Working Group to accelerate adoption of the Hubiye verification/authentication platform across services, a distinct later event"
dpi.id--digital-id-from-birth,baseline/2021-12-01-somalia-unfpa-crvs-country-profile.md,1,1,baseline substitute - intended baseline (MoIFAR CRVS Policy PDF) returned HTTP 404 on two clients; this UNFPA profile is the next most authoritative reachable document on the same 2021 CRVS policy
dpi.id--digital-id-from-birth,progress/2026-02-14-somalia-deputy-pm-digital-transformation-crvs.md,2,1,"progress - Deputy PM's announcement of a planned unified platform for birth/marriage certificates, a distinct policy-announcement event"
dpi.id--digital-id-from-birth,progress/2026-06-07-somalia-interior-minister-crvs-update.md,2,2,"progress - Interior Minister's briefing on CRVS Law implementation and expansion, a distinct institutional-progress event"
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2021-12-01-somalia-unfpa-crvs-country-profile.md,1,1,baseline - UNFPA CRVS country profile assessing the 2018/2021 policy linkage between birth registration and legal identity/national ID
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-06-28-somalia-nira-public-service-integration-working-group.md,2,1,progress - NIRA/UNDP Working Group's remit explicitly includes CRVS/registration-to-ID coordination
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2025-11-24-somalia-nira-2nd-national-id-conference.md,2,2,"progress - 2nd Somali National ID Conference's agreement to integrate the National ID with social-protection/beneficiary registries, a distinct earlier event"
dpi.pay--g2p-functionality,baseline/2026-01-01-somalia-human-capital-review-worldbank.md,1,1,baseline - World Bank Human Capital Review identifying the Unified Social Registry and Baxnaano as the core social-protection G2P delivery infrastructure
dpi.pay--g2p-functionality,progress/2025-10-28-somalia-boost-you-approval-worldbank-press-release.md,2,1,"progress - World Bank Board approval of BOOST-You, extending Baxnaano digital cash transfers to ~738,000 people"
dpi.pay--g2p-functionality,baseline/2026-05-13-somalia-boost-you-additional-financing-project-paper.md,2,2,"progress - BOOST-You Additional Financing Project Paper operationalising $30/month digital transfers to 83,000 further drought-affected households (file staged under baseline/ because it wins as baseline for dpi.exchange--interoperability-of-social-protection-systems)"
dpi.pay--revenue-collection,baseline/2026-04-01-fgs-annual-report-consolidated-financial-statements-2025-revenue-reforms.md,1,1,"baseline - FY2025 Annual Report and Consolidated Financial Statements, the operative account of Somalia's revenue-collection systems"
dpi.pay--revenue-collection,progress/2026-01-04-somalia-mof-binding-circular-digital-revenue-receipts.md,2,1,"progress - Ministry of Finance binding circular mandating digital revenue receipts, a distinct dated regulatory action"
dpi.pay--b2b-and-b2g-functionality,baseline/2026-01-01-somalia-cbs-national-payment-system.md,1,1,baseline - CBS's current description of the National Payment System (ACH/RTGS for salary and vendor payments) and SIPS; found via follow-up search after the brief-ranked CBS newsletter page proved to carry no extractable article text
dpi.pay--b2b-and-b2g-functionality,progress/2026-03-31-somalia-pfm-reform-strategy-2026-2030-interoperability.md,2,1,progress - Minister-approved PFM Reform Strategy 2026-2030 setting NIRA-linked payroll verification and nationwide SFMIS extension as Very High Priority B2G measures
dpi.pay--b2b-and-b2g-functionality,baseline/2026-04-01-fgs-annual-report-consolidated-financial-statements-2025-revenue-reforms.md,2,2,progress - FY2025 Annual Report recording digital PFM regulations and Non-Tax Revenue Portal expansion (file staged under baseline/ because it wins as baseline for dpi.pay--revenue-collection)
dpi.pay--p2p-p2g-and-p2b-functionality,baseline/2026-01-01-somalia-cbs-national-payment-system.md,1,1,"baseline - CBS's current description of SIPS enabling real-time P2P, P2M and G2P transactions across banks, mobile wallets and POS terminals; supersedes the brief-ranked but narrower/older SOMQR (2023) launch article as the single most authoritative current document"
dpi.pay--consumer-protection,baseline/2020-01-01-somalia-mobile-money-regulations-cbs-nbs-reg-06.md,1,1,"baseline - CBS Mobile Money Regulations (CBS/NBS/REG/06), Somalia's operative consumer-protection instrument for digital financial services"
dpi.pay--consumer-protection,progress/2026-02-16-somalia-nca-telecom-consumer-protection-consultation.md,2,1,"progress - NCA stakeholder consultation on the draft Telecom Consumer Protection Regulation, the substantive review stage"
dpi.pay--consumer-protection,progress/2026-07-08-somalia-nca-consumer-protection-regulation-public-consultation.md,2,2,"progress - NCA's formal 45-day public consultation opening on the same draft regulation, a distinct later procedural milestone"
dpi.registry--population-register,baseline/2026-01-16-somalia-opencrvs-unified-digital-civil-registration.md,1,baseline,"Most current dated operational statement of the CRVS/population register (30 districts, 160 hospitals, 28k+ births); the government's own 2021 founding policy PDF failed to fetch twice"
dpi.registry--population-register,progress/2026-02-23-somalia-crvs-coordination-meeting-mogadishu.md,2,progress,"Distinct dated event: Ministry of Interior CRVS coordination meeting, Feb 2026"
dpi.registry--population-register,progress/2026-06-07-somalia-interior-minister-crvs-update.md,2,progress,"Distinct dated event: Interior Minister briefed on CRVS progress, June 2026; also selected by a sibling slice for dpi.id--digital-id-from-birth"
dpi.registry--address-register,baseline/2019-11-01-somalia-national-ict-policy-strategy-2019-2024.md,1,baseline,"Baseline wins: document already staged by sibling slice as baseline for its own indicator(s); its addressing-system content (national digital addressing system, postal-code infrastructure) also answers this indicator"
