indicator_id,file,brief,rank,why
dpi.mis--social-protection,progress/2025-09-11-cote-divoire-atelier-interoperabilite-sig-rsu-protection-sociale.md,2,2,"The programme's own record of the September 2025 work to update the RSU interoperability framework, naming CNAM, CNPS, CGRAE, ONECI, WURI and DOB and the API and web-service means. Distinct event from the restructuring. Preferred over the CMU 25 million enrolment announcement, which is a headcount for the health-insurance database rather than a movement in the social-protection MIS. No baseline staged, since the ministry's own RSU statement is already held in raw."
digital.localgov--ict-infrastructure-for-local-government,baseline/2025-05-01-cote-divoire-padci-plan-mobilisation-parties-prenantes.md,1,1,"The ministry's own programme document naming mairies among the public facilities to receive last-mile broadband and sous-prefectures as partners in the Maisons des services publics pilot, with the phase-1 geography and budget. The World Bank appraisal document for the same programme is already held in raw, so the Ivorian instrument is staged instead."
digital.localgov--ict-infrastructure-for-local-government,progress/2026-02-04-cote-divoire-conseil-des-ministres-ratification-pret-padci.md,2,1,"The completed legal step that put the money behind the programme, ratification of the 84.36 billion FCFA IDA loan on 4 February 2026, and the government's own list of the local structures to be connected, mairies and sous-prefectures named. Preferred over the bilan.gouv.ci account of the same council, which is the same event."
digital.localgov--ict-infrastructure-for-local-government,progress/2025-12-03-cote-divoire-mairie-de-minignan-equipements-informatiques.md,2,2,"The only observed instance in the window of an Ivorian local authority actually equipping itself, at a rural commune in the Folon, with a stated cost. Distinct event from the national financing, and the counterweight to a programme still at ratification stage."
digital.localgov--digitalisation-of-local-government-records,baseline/2022-01-01-cote-divoire-sygidan-cti-collectivites-territoriales.md,1,1,"The system built specifically to dematerialise and archive the records of Ivorian local authorities, described by the directorate that runs it, with its fourteen modules including electronic management of deliberation acts, mail scanned into a register, and digital archiving. Undated flyer; the date basis is stated in the note."
digital.localgov--digitalisation-of-local-government-records,progress/2025-09-02-cote-divoire-yopougon-deuxieme-borne-digitale-etat-civil.md,2,1,"A completed commune-level deployment on 1 September 2025 for issuing civil-status extracts from the municipal record, at the country's largest commune, with a stated throughput."
digital.localgov--digitalisation-of-local-government-records,progress/2026-07-27-cote-divoire-oneci-formation-citiweb-agents-etat-civil-goh.md,2,2,"States that all etat-civil centres of the mairies and sous-prefectures were equipped with hardware and Citiweb at the end of 2025, and records the operationalisation training. Distinct event from the Yopougon kiosk. One file, also selected by digital.rural--digitalisation-of-rural-registry-offices."
digital.rural--digitalisation-of-rural-health-clinics,baseline/2025-01-01-cote-divoire-hhfa-evaluation-harmonisee-etablissements-sanitaires-2023.md,1,1,"The measured national position on record-keeping at first-contact facilities: 940 ESPC among 1 113 facilities surveyed, 8 per cent with a unique patient identifier for curative outpatient care, 20 per cent of ESPC with complete individual records, 40 per cent using individual records at all. The ministry's own survey and the only quantified baseline located; it gives no rural-only split and that is stated."
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-04-23-cote-divoire-digitalisation-sante-connectivite-espc.md,2,1,"The ministry's own dated statement that weak connectivity at public first-contact establishments remains the major obstacle to the Dossier Patient Informatise, with a numbered commitment of 150 establishments in 2026 and 450 in 2027."
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-05-01-cote-divoire-eskinhealth-teledermatology-primary-health-centers.md,2,2,"A measured evaluation of electronic medical records and teledermatology actually running at rural primary health centres in Sinfra and Bouafle, with before-and-after counts against paper registries and a quantified synchronisation-failure rate. Distinct from the ministry commitment. Preferred over the Gontougo mHealth equipment handover, whose event is already held in raw under a same-slug twin."
digital.rural--digitalisation-of-rural-registry-offices,baseline/2019-10-02-cote-divoire-decret-2019-805-modalites-application-loi-etat-civil.md,1,1,"The enacting decree, whose chapter 8 authorises computerised civil-status acts, places the automated processing at the commune or the sous-prefecture, ties the NNI to registration in the RNPP and requires year-end digitisation and indexing of registers. Statute beats summary; the sous-prefecture is the rural registration circonscription named throughout."
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-07-27-cote-divoire-oneci-formation-citiweb-agents-etat-civil-goh.md,2,1,"The clearest in-window statement that the rural registration points themselves are equipped: all etat-civil centres of mairies and sous-prefectures fitted with hardware and Citiweb at the end of 2025, with the Goh sous-prefets and agents trained in July 2026. One file, also selected by digital.localgov--digitalisation-of-local-government-records."
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-06-30-cote-divoire-unicef-ihs-digitalisation-centres-enregistrement-naissances.md,2,2,"A distinct, dated funding and extension commitment for digitalising registration centres with an explicit priority on vulnerable areas, with the three responsible ministries present. The Tonkpi terminals deployment and the AIP account of the Goh sous-prefets are both already held in raw."
digital.rural--digitalisation-of-rural-police-stations,baseline/2024-11-18-cote-divoire-gestion-des-informations-policieres-btip-ctip.md,1,1,"The interior ministry's own record that the CTIP exists and that Bureaux de Traitement des Informations Policieres have been installed inside police and gendarmerie units, with training on exploiting police data. The nearest institutional evidence located; its Abidjan scope is stated in the note. No progress item staged, see the unselected register."
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,baseline/2025-08-29-cote-divoire-esatic-laboratoire-lastic-programme-recherche-2023-2027.md,1,1,"The named academic research unit itself. LASTIC at ESATIC is the clearest documented Ivorian laboratory with an explicitly digital mandate - four research teams including Digital Economy and ICT Rights, and a 2023-2027 research programme. Preferred over the MESRS-DGRI page, which is the national research architecture rather than a DT-specific department."
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2026-05-12-cote-divoire-uvci-protocole-accord-g42-presight-intelligence-artificielle.md,2,1,"Completed step, dated 12 May 2026: a signed MoU tying a public Ivorian university to AI training and research capacity, with the minister linking it to management of higher-education databases. Ministry primary."
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,progress/2025-12-15-cote-divoire-fonsti-atelier-gouvernance-scientifique-technologies-emergentes-grand-bassam.md,2,2,"Distinct event, 15-16 December 2025: the national research fund convening a roadmap process on digitalised research steering and scientific data governance. Chosen over the 3 million FCFA ASCAD grant, which moves the indicator less."
include.access--citizen-participation-in-policy,baseline/2025-01-01-cote-divoire-plan-daction-national-gouvernement-ouvert-2024-2026-pan5.md,1,1,"The instrument itself - the signed fifth OGP national action plan, the one document gathering Cote d'Ivoire's formal citizen-participation commitments, with the Open Budget Survey participation score of 4 out of 100 as its own stated baseline. Primary and francophone; preferred over the OGP landing page summarising it."
include.access--citizen-participation-in-policy,progress/2026-05-14-cote-divoire-semaine-ogp-2026-consultations-publiques.md,2,1,"Distinct dated event, 18-22 May 2026: in-person public consultations feeding the next action plans and the PAN 5 self-assessment. Issuing body's own page."
include.access--citizen-participation-in-policy,progress/2025-09-22-cote-divoire-echanges-citoyens-daloa-sassandra-marahoue.md,2,2,"Distinct dated event, 19 September 2025: the fifth leg of the Echanges Citoyens caravan, recording the mechanism in operation and the specific doleances raised, not merely its existence."
include.access--inclusion-of-persons-with-disabilities,baseline/2025-11-18-cote-divoire-padci-revue-services-numeriques-cartographie-e-services-rapport-final.md,1,1,"The state's own e-service review is where disability accessibility actually sits in Ivorian digital-service policy: WCAG AA minimum as the expected result, ISO 9241-171, and WAVE plus disabled-user testing as the method, across 147 government entities. Preferred over the FIPPSH page, which is an employment instrument rather than access to services, and over the 1998 framework law, for which no authoritative full text was located outside a database reproduction."
include.access--inclusion-of-persons-with-disabilities,progress/2025-12-03-cote-divoire-journee-internationale-personnes-handicapees-declaration-du-gouvernement.md,2,1,"A dated government declaration with stated positions and figures - 2,307 disabled recruits to the Fonction Publique, FIPPSH operationalisation, two COTOREP decrees adopted and their bodies still to be launched in 2026. Beats a restatement. The Conseil des ministres PADCI loan ratification of 4 February 2026 was left as an unfetched lead because it names connectivity for remote and vulnerable populations but not persons with disabilities."
include.access--inclusion-of-refugees-and-idps,baseline/2023-08-01-cote-divoire-loi-2023-590-portant-statut-de-refugie-journal-officiel.md,1,1,"The enacting statute itself as published in the Journal officiel - statute beats summary. Article 18 ties refugee status to a biometric card issued after inscription in the Registre national des Personnes physiques, and Articles 21-22 govern refugee personal data, which is what makes it the right baseline for this base."
include.access--inclusion-of-refugees-and-idps,progress/2026-08-17-cote-divoire-unhcr-factsheet-january-june-2026.md,2,1,"Most recent authoritative publication of the population series - 93,200 as of June 2026 - plus 3,619 new arrivals registered April-June 2026 and a stated position on civil-documentation barriers."
include.access--inclusion-of-refugees-and-idps,progress/2026-01-15-cote-divoire-unhcr-profilage-socioeconomique-demandeurs-asile-2025.md,2,2,"Distinct event and a different kind of movement: a francophone study built on the ProGres registration database, with its own data caveat, shifting the operation from emergency response to data-based inclusion targeting."
data.statistics--national-strategy-for-development-of-statistics,baseline/2026-05-05-cote-divoire-validation-strategie-nationale-developpement-statistique-2026-2030.md,1,1,"The ministry's dated authoritative statement of the strategy's current position - SNDS 2026-2030 technically validated on 30 April 2026 and awaiting formal adoption. The strategy document itself is not published; the last openly hosted one, SNDS 2012-2015, is long superseded and would misstate the standing state. Carries in-window movement so counts once, as the baseline. NOTE FOR MERGE: a sibling slice staged this same URL under progress/ for gov.legislate--statistics-legislation; baseline wins."
data.statistics--national-strategy-for-development-of-statistics,progress/2026-05-11-cote-divoire-mics-2026-phase-nationale-collecte-anstat-unicef.md,2,1,"Distinct event, national collection opening 14 May 2026: the largest statistical operation in the window, run by ANStat, with 695 clusters and over 120,000 households already listed."
data.statistics--national-strategy-for-development-of-statistics,progress/2026-06-09-cote-divoire-indicateurs-logement-foncier-cadre-de-vie-anstat.md,2,2,"Distinct event, 8 June 2026: two ministers assenting to an ANStat mechanism for producing housing, rent and land indicators, with an interministerial framework to follow. Also states the current SSN architecture."
data.satellite--agricultural-use-of-satellite-data,baseline/2024-01-01-cote-divoire-bnetd-cign-carte-occupation-des-sols-2020-sentinel-2.md,1,1,"The satellite product itself: the national Sentinel-2 derived land cover map produced by BNETD-CIGN, at 10 m with separate cocoa, coffee, rubber, oil palm, coconut, cashew and fruit plantation classes, and documented for EUDR plot-level deforestation risk. Conservative note recorded - BNETD does not host this documentation itself, distribution running through the Earth Engine catalogue and an ESRI portal, so this is the fullest available description rather than the issuing body's own page."
data.satellite--agricultural-use-of-satellite-data,progress/2026-07-01-cote-divoire-conseil-cafe-cacao-deploiement-systeme-national-tracabilite-snt.md,2,1,"Completed step to national scale, dated 1 September 2026 for the general phase after a pilot of some 2,300 cooperatives and 80 buyers, with parcel mapping and EUDR compliance named by the issuing body."
data.satellite--agricultural-use-of-satellite-data,progress/2026-08-11-cote-divoire-sodexam-jool-international-convention-meteo-satellite-ia.md,2,2,"Distinct event, convention signed 10 August 2026, on the national meteorological agency's own site: satellite imagery, drones, georeferenced data and AI applied to farm monitoring. Chosen over the ESA fellowship item, which is research news rather than a national capability."
geopol.eu--eu-mous-engagements-and-commitments,baseline/2021-01-01-cote-divoire-ue-programme-indicatif-multi-annuel-2021-2027.md,1,1,"The core country instrument - the EU's programming act for Cote d'Ivoire under NDICI-Global Europe, in French, from the Commission's own server. It carries an explicit Gouvernance numerique strand and anchors the three Team Europe initiatives. Preferred over the Commission country page, which summarises it."
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-07-17-eu-cote-divoire-sustainable-investment-facilitation-agreement-negotiations-launched.md,2,1,"Distinct event, 17 July 2026: launch of negotiations on a new bilateral instrument, from the Commission's own dated news article rather than the standing trade page that restates it. Names digital innovation among target sectors."
geopol.eu--eu-mous-engagements-and-commitments,progress/2026-03-30-cote-divoire-ue-deux-conventions-financement-67-milliards.md,2,2,"Distinct event, 30 March 2026: two financing conventions actually signed, worth about 67 billion FCFA, from the Ivorian finance ministry's own record. A completed step beats the same day's 1 billion euro Team Europe framework announcement, which was an announced intention."
