indicator_id,file,brief,rank,why
gov.legislate--access-to-information-legislation,progress/2026-06-23-rsf-mauritanie-projet-loi-acces-utilisation-information-publique.md,2,1,"Establishes that a government access to information bill has been under discussion since April 2026 and gives its operative provisions, including the 15-day deadline and the four-month implicit refusal."
gov.protect--national-data-protection-readiness,baseline/2024-01-01-cnuced-mauritanie-evaluation-preparation-commerce-electronique-paiements.md,1,1,"A structured intergovernmental readiness assessment covering the data protection pillar; loi 2017-020 itself is already held in the base, so the assessment takes the baseline slot."
gov.protect--national-data-protection-readiness,progress/2025-11-19-mauritanie-apd-reunion-mensuelle-referentiel-controle-agents-assermentes.md,2,1,"Approval of the inspection framework and of the deliberation empowering sworn agents, the step that converts a supervisory power on paper into an inspection capability."
gov.protect--national-data-protection-readiness,progress/2026-04-29-mauritanie-apd-reunion-mensuelle-transferts-etranger-cloud-deliberations-2025-004-005.md,2,2,"A distinct later session amending the two standing deliberations on transfers abroad and foreign cloud, plus sectoral authorisations and complaints."
gov.regional--regional-legal-harmonisation,baseline/2023-09-19-african-union-african-charter-on-statistics-signature-ratification-status-list.md,1,1,"The AU depositary's own status list, settling Mauritania's position against the continent's principal statistical harmonisation instrument; the Malabo status list is already held in the base."
gov.regional--regional-legal-harmonisation,progress/2025-11-16-ecowas-mou-mauritania-harmonising-improving-statistics-hiswaca.md,2,1,"The most concrete regional data-harmonisation step in the window, from the regional body itself, and explicit about its limit: articles agreed, signature still to come."
gov.regional--regional-legal-harmonisation,progress/2026-05-05-mauritanie-assemblee-nationale-ratification-facilite-africaine-soutien-juridique.md,2,2,A distinct and completed act: parliamentary approval of the bill ratifying accession to the African legal support facility.
gov.regional--cross-border-data-transfers,baseline/2025-07-14-mauritanie-apd-deliberation-004-2025-transfert-donnees-etranger-liste-pays-adequats.md,1,1,"The operative instrument itself, carrying the prior-authorisation rule, the full 105-country adequacy list and the exceptional grounds for transfer to a non-adequate country."
gov.regional--cross-border-data-transfers,progress/2026-04-29-mauritanie-apd-reunion-mensuelle-transferts-etranger-cloud-deliberations-2025-004-005.md,2,2,The dated regulatory movement on transfers themselves: amendment of deliberations 2025/004 and 2025/005 on transfers abroad and foreign cloud outsourcing.
gov.regional--cross-border-data-transfers,progress/2026-07-02-ami-ministre-lancement-cloud-national-assemblee-nationale.md,2,1,"A completed infrastructure change with a stated position, given to Parliament in answer to a question about where citizens' data are hosted."
gov.standards--national-quality-standards,baseline/2023-10-15-mauritanie-decret-2023-113-conseil-national-normalisation-comite-accreditation-jo-1543.md,1,1,"The operative instrument establishing the national quality governance architecture and the accreditation regime, taken from the Journal Officiel."
gov.standards--national-quality-standards,progress/2026-06-03-mauritanie-conseil-ministres-decret-agents-controle-metrologique-legal.md,2,2,A distinct event filling the legal metrology gap: a decree constituting the officers empowered to carry out legal metrological control under loi 2010-030.
gov.standards--national-quality-standards,progress/2026-08-12-onanor-liste-projets-normes-mauritaniennes-enquete-publique-02-eaux-minerales.md,2,1,"Direct evidence the standards machinery is producing work: 45 draft Mauritanian standards out for national public enquiry, with references and dates."
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2024-11-12-eiti-board-decision-mauritania-moderate-score-2019-eiti-standard.md,1,1,"The only scored, dated and independent assessment of non-governmental participation in a Mauritanian policy process, with 82.5 on stakeholder engagement and a named corrective on unfilled seats."
gov.discourse--non-governmental-contribution-to-national-policy,progress/2025-10-16-mauritanie-coordinateur-dialogue-national-consultations-90-organisations-societe-civile.md,2,1,"Gives the scale of non-governmental input to the national dialogue, 90 civil society organisations and about 1,500 people, and the agreed priority subjects."
gov.discourse--non-governmental-contribution-to-national-policy,progress/2025-11-11-mauritania-upr-fourth-cycle-national-report-a-hrc-wg6-51-mrt-1.md,2,2,A distinct event and a primary official record: the state's own report states on paper that civil society organisations were consulted in its preparation.
gov.discourse--open-discussion-of-government-policy,baseline/2026-01-01-freedom-house-mauritania-freedom-in-the-world-2026-country-report.md,1,1,"Carries the nearest thing to a measured value for the indicator: sub-question D4 at 1 of 4, with the decline attributed to intensified use of the national symbols law against online dissent."
gov.discourse--open-discussion-of-government-policy,progress/2026-06-18-mauritanie-assemblee-nationale-questions-orales-pluralisme-medias-publics.md,2,1,"Policy contested inside a state institution and carried by the state agency: two oral questions with debate on public media plurality and on the regularisation of 1,860 staff."
gov.discourse--open-discussion-of-government-policy,progress/2026-09-02-mauritanie-pole-coalition-opposition-democratique-conference-presse-crise-electricite.md,2,2,"A distinct event outside parliament: an opposition coalition press conference calling the power failures a crisis and demanding an independent inquiry, reported by the official agency."
finance.mou--strategic-relationships,baseline/2024-12-03-primature-conseil-ministres-ratification-accord-financement-wardip.md,1,1,"The Mauritanian-side primary act: the Council of Ministers approving the bill ratifying the IDA financing agreement of 11 December 2023 for WARDIP, the core strategic financing relationship for digital transformation. The World Bank appraisal document that would otherwise be the instrument is already held in the base."
finance.mou--strategic-relationships,progress/2025-10-21-mauritanie-maroc-accord-justice-transformation-numerique.md,2,2,"A distinct intergovernmental agreement, signed 20 October 2025 with Morocco for 2026-2027 cooperation on digital transformation of the justice system, reported by the Mauritanian state news agency."
finance.mou--strategic-relationships,progress/2026-07-30-oman-mauritanie-forum-numerisation-cinq-mou.md,2,1,"Five MoUs signed at the Mauritanian-Omani Digitalisation Forum, itemised by the Omani foreign ministry, including one with the Mauritanian ministry's distance training centre. Largest distinct new bilateral instrument in the window and reported by a primary official source."
finance.new--mobilisation-of-non-state-finance,baseline/2025-02-19-mauritanie-code-des-investissements-loi-2025-006-apim.md,1,1,"The operative enacting instrument for mobilising non-state capital: Loi n 2025-006 with its 2025 implementing decree, defining Mauritanian, foreign and mixed capital, guaranteeing transfer of capital and dividends, and making digital industries eligible for the structuring-investment regime."
finance.new--mobilisation-of-non-state-finance,progress/2026-04-17-are-attribution-provisoire-licences-5g-offres-financieres.md,2,1,"The single largest dated mobilisation of private capital into Mauritanian digital infrastructure inside the window, with each operator's committed amount itemised and a 5 per cent revenue royalty on top."
finance.new--mobilisation-of-non-state-finance,progress/2026-05-13-mattel-signature-cahier-des-charges-licence-5g.md,2,2,"A distinct, later step in which the commitment becomes binding: signature of the licence specifications with the regulator, which triggers payment of the fixed consideration to the Treasury. A completed step beats an announced one."
infra.connect--internet-usage,baseline/2023-01-01-are-mauritanie-rapport-annuel-2023-observatoire-marches.md,1,1,"The regulator's statutory annual report is the national series: active internet subscribers and penetration from the ARE Observatoire, published under articles 13 and 14 of loi n 2001-18. It is the most recent national authoritative publication of the series located."
infra.connect--internet-usage,progress/2025-12-12-ami-lancement-couverture-zones-frontalieres-2g-4g-kiffa.md,2,1,"Gives a dated official count of new users brought onto the national network: over 233,000 subscribers in trial operation and about 230,000 inhabitants in 400-plus communities reaching national digital services for the first time."
infra.connect--mobile-affordability,baseline/2023-12-01-itu-digital-development-dashboard-mauritania-infrastructure-access.md,1,1,"The only located source that states affordability directly in the indicator's own terms, as a share of GNI per capita, with separate mobile broadband, mobile data-and-voice and mobile cellular baskets for Mauritania."
infra.connect--mobile-affordability,progress/2026-01-12-ansade-bulletin-decembre-2025-indice-prix-communication.md,2,1,The only dated official price movement bearing on mobile affordability found inside the window: the ANSADE bulletin puts the telephone and internet connection sub-index up 0.5 per cent month on month. No ARE tariff decision or operator price cut was found in the window.
infra.connect--national-fibre-backbone,baseline/2022-08-26-world-bank-warcip-apl2-icr-mauritanie-backbone-national.md,1,1,"The completion report on the credit that actually built the backbone: what was delivered, ownership by the state vehicle SDIN, and the affermage under which IMT operates it on open access. A completion report beats the design documents whose route lengths are only planned."
infra.connect--national-fibre-backbone,progress/2025-12-16-ami-inauguration-siege-sndin-reseau-fibre-1760-km.md,2,2,"A dated statement of the backbone's current position from the state company that owns it: more than 1,760 km on three axes, with universal digital access targeted by 2028."
infra.connect--national-fibre-backbone,progress/2026-05-04-ami-achevement-premiere-phase-cable-sous-marin-ellalink-nouadhibou.md,2,1,"The largest completed physical step in the window: the Mauritanian EllaLink branch landed at Nouadhibou, over 670 km at an initial 200 Gbit/s, and it is the capacity the planned terrestrial backbone extension is meant to distribute."
infra.connect--internet-exchange-points,baseline/2014-06-16-mauritanie-warcip-rapport-faisabilite-point-echange-internet-ixp.md,1,1,"The only Mauritanian primary document devoted to the IXP: the WARCIP study that set the legal conditions, architecture options, hosting and institutional model for what became RIMIX. Nothing later and Mauritanian-primary describes the exchange itself."
infra.store--local-data-centre-capacity-all-providers,baseline/2025-05-08-ami-inauguration-data-center-nouakchott-1372m2-100-baies.md,1,1,"The only source giving Mauritania's published physical data-centre capacity, 1,372 m2 and 100 racks, alongside Tier III certification, redundant power and the services offered. It is the standing measure for the indicator."
infra.store--local-data-centre-capacity-all-providers,progress/2026-03-13-mtnima-wardip-plan-passation-marches-2026-actualisation-1.md,2,2,"The signed procurement plan putting the migration analysis and the start of Nouakchott Data Hub operations out to market, with dates. A distinct, dated primary document rather than a second report of the cloud launch."
infra.store--local-data-centre-capacity-all-providers,progress/2026-07-02-ami-ministre-lancement-cloud-national-assemblee-nationale.md,2,1,On-the-record ministerial statement to the National Assembly that all public administration servers have moved into the national data centre on a hyperconverged architecture and that the first national cloud has launched: built capacity becoming used capacity.
infra.store--off-site-backup-capacity,baseline/2021-02-09-mtnima-warcip-dao-station-specifications-datacenter-secours.md,1,1,"The only Mauritanian primary document located that distinguishes a Datacenter principal from a Datacenter de secours and specifies equipment for both. It is the strongest evidence on the question, and it shows the standby site as contracted for rather than verified operational."
infra.energy--sufficient-energy-and-water-for-data-centres,baseline/2025-05-01-mauritanie-nasmo-2024-scapp-chantier-3-infrastructures.md,1,1,"The single government document covering electricity, water and digital infrastructure together, with 2024 outturn: the only combined official basis for judging whether supply is adequate. Its Draft status and absence of reliability indicators are noted in the file."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2025-09-29-ami-station-filtration-beni-naaji-extension-aftout-eau-nouakchott.md,2,2,"The water half of the indicator, and a distinct event: a filtration plant inaugurated at 240,000 m3 a day and the Aftout extension started, with the minister stating supply to Nouakchott moving from about 190,000 to roughly 325,000 m3 a day."
infra.energy--sufficient-energy-and-water-for-data-centres,progress/2026-08-26-ami-incendies-postes-toujounine-tevragh-zeina-reseau-nouakchott.md,2,1,"The clearest dated evidence in the window of the gap between grid reliability and what a data centre needs: two substation fires cut distribution across Nouakchott and reached the Idini well fields, with equipment 30 to 40 years old and demand doubling every six or seven years."
infra.energy--rural-electrification,baseline/2024-12-01-mauritanie-pacte-national-energie-mission-300.md,1,1,"Mauritania's own energy compact, which states the rural and urban access split the government works from, the installed against available generation, the FER and FAUS instruments and the RIMDIR and PHASEM rural programmes. The divergence from the later NASMO figure is flagged in the file."
infra.energy--rural-electrification,progress/2025-09-24-ami-inauguration-premiere-phase-electrification-rurale-hodh-charghi.md,2,1,"A completed step with stated coverage: phase one inaugurated across 37 Hodh Charghi villages with works finished in 12, using small solar plants with storage, at 1.2 billion old ouguiyas."
infra.energy--rural-electrification,progress/2026-07-31-ami-assemblee-nationale-ratification-financements-bid-electrification-rurale.md,2,2,"The largest new rural electrification commitment in the window and a distinct event: parliamentary ratification of two IsDB financings for 170 settlements across seven wilayas, 85 solar mini-grids at 8 MWp, with an official coverage figure of 55 per cent in 2024 against 100 per cent by 2030."
infra.capacity--robustness-of-government-hardware-and-software,baseline/2025-02-01-banque-mondiale-diagnostic-economie-numerique-mauritanie.md,1,1,"The most recent whole-of-sector assessment, prefaced by the minister himself, with a dedicated chapter on government back-office systems and the fragmentation of more than 150 unconnected public platforms. No inventory or audit of ministry hardware and licences exists publicly."
infra.capacity--robustness-of-government-hardware-and-software,progress/2025-09-01-wardip-appel-offres-csirt-national-soc-riad-additif-2.md,2,1,"Procurement of the defensive capability for the government estate: the national CSIRT and the SOC for RIAD, with a dated bid deadline and public technical opening on 30 September 2025."
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-05-15-wardip-systeme-national-certification-electronique-icp-pki-additif-1.md,2,2,"A distinct later procurement for the trust layer: a national PKI and a certificate management system integrated with the ANRPTS PKI for electronic signature, with the proposal deadline reset to 7 July 2026."
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2023-06-01-mtnima-strategie-nationale-donnees-ouvertes-interoperables.md,1,1,"The standing national statement of how identifiers are reused across government: it names NNI and NIF as the structuring keys for cross-system data sharing and records the fragmentation the interoperability hub is meant to close. Beats the 2011 civil-registry code, which founds the NNI itself and belongs to the dpi.id indicators."
dpi.exchange--use-of-digital-id-in-other-systems,progress/2025-12-23-ami-plateforme-hajj-connexion-khadamati-anrpts.md,2,1,"A completed, dated launch (23 Dec 2025) of a sectoral system built to consume the ANRPTS identity register plus Khadamati and the Tresor, with automatic verification of applicant data. A deployed instance beats a plan."
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-05-15-wardip-systeme-national-certification-electronique-icp-pki-additif-1.md,2,2,"Distinct event: the WARDIP national PKI procurement whose Lot 02 is integration of e-signature with the ANRPTS PKI. Primary ministry document, dated 15 May 2026; a live procurement rather than a deployment, so ranked second."
dpi.exchange--interoperability-of-health-systems,baseline/2021-01-01-mauritanie-plan-national-developpement-sanitaire-pnds-2021-2030-vol1.md,1,1,"The standing national health sector plan and the authoritative situational analysis of the SNIS, including the digital-health sub-programme and the institutionalisation of a unique identifier. It is the sector instrument itself rather than commentary on it."
dpi.exchange--interoperability-of-health-systems,progress/2026-04-30-mauritanie-digisante-mr-selection-sites-pilote.md,2,2,"Distinct event: adoption of pilot site-selection criteria for DIGISANTE-MR on 30 April 2026, naming the five target wilayas. Dates the national digital-health strategy's move into a selected deployment."
dpi.exchange--interoperability-of-health-systems,progress/2026-05-12-ami-cnass-services-numeriques-khidmati.md,2,1,"A completed, dated launch (12 May 2026) putting the health-insurance fund's services onto the shared national Khidmati platform with online claims. A deployed cross-system service beats a workshop or a plan."
dpi.exchange--interoperability-of-education-systems,baseline/2022-10-15-mauritanie-loi-2022-023-orientation-systeme-educatif-national-jo1519f.md,1,1,The governing framework law of the education system as published in the Journal Officiel; article 78 founds the SIGE and article 72 the digitalisation policy. Primary gazette text beats the donor assessments that describe the same system.
dpi.exchange--interoperability-of-education-systems,progress/2025-09-29-mtnima-tesjil-inscription-universitaire-en-ligne-khidmaty.md,2,1,"A completed launch (29 September 2025) of Tesjil on the national Khidmaty portal for the Universite de Nouakchott's 29,411 students, with automatic student number and digital certificate. Taken from the ministry's own site rather than the news agency report of the same launch."
dpi.exchange--interoperability-of-education-systems,progress/2026-03-27-ami-diplomes-nationaux-integres-application-houwiyeti.md,2,2,"Distinct event: the education minister states on 27 March 2026 that national diplomas are integrated into the Houwiyeti identity application for verification. A direct education-to-digital-identity data link, stated on the record by the responsible minister."
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-03-31-worldbank-isr-social-safety-net-system-project-ii-registre-social.md,1,1,"The most recent authoritative publication of the numbers that are this indicator: 346,802 households at national coverage, 25 user entities and 17 signed data-usage protocols, all seventeen named, plus the signed Registry-ANRPTS convention. Where the baseline is a figure, this is the current series."
dpi.exchange--interoperability-of-social-protection-systems,progress/2025-09-17-ami-conseil-ministres-decret-base-donnees-menages-catastrophes-registre-social.md,2,1,Council of Ministers adoption on 17 September 2025 of a decree whose first stated purpose is a formal cooperation framework between the civil protection delegation and the Programme National du Registre Social. A new instrument creating a named data exchange outranks an operational announcement.
dpi.exchange--interoperability-of-social-protection-systems,progress/2026-04-30-ami-taazour-acces-plateforme-registre-social-wilayas-nouakchott.md,2,2,Distinct event: Taazour's announcement of 30 April 2026 opening Registre Social platform access to the three Nouakchott wilayas and nine moughataas for direct claim handling. It changes who exchanges data with the registry.
dpi.id--digital-id-from-birth,baseline/2011-01-12-mauritanie-qanun-2011-003-mudawwanat-al-hala-al-madaniya-sijil-watani-lilsukkan.md,1,1,"The founding Civil Status Code itself, in Arabic, from the Cour supreme's own copy. Articles 2, 4, 34 and 35 settle the whole chain: the population register, compulsory enrolment carrying a unique NNI, the 60-day birth declaration, and the health facility's duty to keep and transmit a births register."
dpi.id--digital-id-from-birth,progress/2026-06-18-ami-kassataya-enrolement-registre-national-population-service-public-permanent.md,2,1,"The minister states on the parliamentary record on 18 June 2026 that enrolment is now permanent and open-ended under the 2025 reform, with the register at over 5.1 million against 3.4 million in 2019, 36,516 registered in under a year and 238 local commissions constituted. A dated statement of position with figures beats an award or a procurement notice."
dpi.id--interoperability-of-birth-registration-and-digital-id,baseline/2025-02-24-mauritanie-loi-2025-011-modifiant-code-etat-civil-actes-numeriques.md,1,1,"The operative amending law of 24 February 2025. New article 15 authorises digital civil status acts and remote requests through the adopted information systems and requires acts to be signed electronically; new article 34 restates the birth declaration chain from the health facility's register. Operative beats superseded, so it outranks the 2011 Code here."
dpi.id--interoperability-of-birth-registration-and-digital-id,progress/2026-03-16-ami-numerisation-services-consulaires-etat-civil-houwiyeti-diaspora.md,2,1,"Dated statement on the record (16 March 2026) by the Director General for Mauritanians Abroad that consular and civil status services are digitised through Houwiyeti and the digital consular platform, extending the civil-registry-to-eID channel to citizens resident abroad."
dpi.pay--governance-role-of-central-bank,baseline/2022-03-31-bcm-instruction-03-gr-2022-reglementation-etablissements-de-paiement.md,1,1,"The instrument through which the BCM actually governs digital payments: compulsory licensing, minimum capital, client-fund segregation, on-site and off-site supervision, sanctions and periodic reporting. Its recitals set out the whole legal chain including loi 2018-034 and loi 2021-014."
dpi.pay--governance-role-of-central-bank,progress/2026-05-19-saharamedias-bcm-conseil-systemes-paiement-modernisation-systeme-financier.md,2,2,"A distinct earlier sitting of the same council reported 19 May 2026, naming the supervisory subjects under work: interbank flows, market infrastructure performance, transaction security, operational resilience and data quality. Shows oversight running as a standing cycle."
dpi.pay--governance-role-of-central-bank,progress/2026-07-13-bcm-conseil-systemes-paiement-compensation-reglement-titres.md,2,1,"The central bank's payments governance body meeting on 13 July 2026 under the Governor, reviewing first-half 2026 infrastructure activity and the state of governance, oversight and resilience reforms. The most recent dated exercise of the governance role itself."
dpi.pay--g2p-functionality,baseline/2021-04-15-worldbank-icr-mauritania-social-safety-net-plateforme-paiement-electronique.md,1,1,"Records the G2P payment machinery itself being built and put into service: a permanent nationwide electronic payment platform for Tekavoul and Elmaouna with banks, smart cards, terminals and payment points within about five kilometres of beneficiaries. The Tresor circular that governs the salary leg was fetched but came back as unusable OCR."
