indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
infra.store--local-data-centre-capacity-national-providers,2,,27.27,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-09-19,,,2026-07-31,0,6 of 22 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,3,NGA-infra.store-galaxy-backbone-kano,,,,,,,2026-07-31,0,Kano Tier IV DR site backs up Abuja centre; continuity plan or failover test not on record,
infra.energy--grid-reliability,1,,11.122,outages per month,2025,ref:enterprise-surveys-outages@2026-09-24,,,2026-07-31,0,on a survey figure via enterprise-surveys-outages,
infra.energy--rural-electrification,1,,23.5,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-07-31,0,on a survey figure via wdi-elc-accs-rural,
infra.capacity--robustness-of-government-hardware-and-software,2,NGA-dpi.govtech-ippis,,,,,,,2026-07-31,0,"Payroll newly migrated to a local platform; finance, revenue and network systems not on record",
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,2026-07-31,0,Only a telecom vandalism row mapped; no evidence on in-house government systems capacity,
infra.cybersec--national-cybersecurity-readiness,2,NGA-infra.cybersec-npf-nccc|NGA-infra.cybersec-cnii-order-2024,,,,,,,2026-07-31,0,Police cybercrime centre and CNII order operating; national strategy and law not on record in these rows,
dpi.exchange--national-data-exchange-system,3,NGA-dpi.exchange-ngdx,,,,,,,2026-07-31,0,"NGDX in production behind the service portal; scale, access conditions and lawful basis not on record",
dpi.exchange--use-of-digital-id-in-other-systems,3,NGA-dpi.id-nhia,,,,,,,2026-07-31,0,NIN tied to health insurance records; cross-sector verification usage not published,
dpi.exchange--interoperability-of-health-systems,3,NGA-dpi.exchange-ndha|NGA-dpi.exchange-national-health-information-exchange,,,,,,,2026-07-31,0,Architecture endorsed and HIE live on the minister's figures; national standards applied across systems not on record,
dpi.exchange--interoperability-of-education-systems,2,NGA-dpi.exchange-dnemis|NGA-dpi.registry-learner-id,,,,,,,2026-07-31,0,DNEMIS pre-launch; learner-ID link to NIN announced after the as-at; no exchange in service on record,
dpi.exchange--interoperability-of-social-protection-systems,2,NGA-dpi.exchange-ohoprs,,,,,,,2026-07-31,0,Unified poverty-response architecture flagged off and in development,
dpi.id--robustness-of-system,3,NGA-dpi.id-nin,,,,,,,2026-07-31,0,"NIN issued to 117.5m; assurance levels, audit or security certification not on record",
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,2026-07-31,0,Only a multipurpose card in development; who operates and maintains the ID platform is not on record,
dpi.id--authentication,3,NGA-dpi.id-ninauth|NGA-dpi.id-root-ca|NGA-dpi.id-vpass,,,,,,,2026-07-31,0,"NINAuth, root CA and V-Pass in service; usage not on record",
dpi.id--digital-id-from-birth,2,NGA-dpi.registry-vitalreg,,,,,,,2026-07-31,0,Birth-to-ID linkage piloted in Gombe; assignment of a number at birth registration not on record,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,NGA-dpi.registry-vitalreg|NGA-dpi.registry-ecrvs,,,,,,,2026-07-31,0,Linkage piloted in Gombe; newborn registration needs a parent NIN; no exchange in service on record,
dpi.id--use-by-other-systems,3,NGA-dpi.registry-learner-id,,,,,,,2026-07-31,0,Birth registration integrated with NIN; other registers keyed on it only planned,
dpi.pay--governance-role-of-central-bank,3,NGA-dpi.pay-concentration-caps|NGA-dpi.pay-fx-tracker,,,,,,,2026-07-31,0,CBN oversight of licensed institutions in force; switch oversight and consumer-protection function not on record here,
dpi.pay--g2p-functionality,3,NGA-dpi.pay-hopect,,,,,,,2026-07-31,0,HOPE cash transfer paid to bank accounts in Imo; unified G2P rail still in requirements,
dpi.pay--revenue-collection,3,NGA-dpi.govtech-tmras,,,,,,,2026-07-31,0,"Electronic deduction of VAT, WHT and stamp duty on vendor payments; electronic share not published",
dpi.pay--b2b-and-b2g-functionality,,,,,,,,,2026-07-31,0,Open banking and embedded insurance only; no e-procurement or business payment service on record,
dpi.pay--p2p-p2g-and-p2b-functionality,3,NGA-dpi.pay-instant-payments|NGA-dpi.pay-nps,,,,,,,2026-07-31,0,Interbank instant payments at scale; merchant and government acceptance and agent networks not on record,
dpi.pay--population-uptake,3,,63.2614,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-07-31,0,on a survey figure via findex-account-ownership,
dpi.pay--cross-border-functionality,4,NGA-dpi.pay-papss,,,,,,,2026-07-31,0,PAPSS in service with CBN circulars and a published volume; single payments area not on record,
dpi.pay--consumer-protection,3,NGA-dpi.pay-deon,,,,,,,2026-07-31,0,DEON digital-lending rules in force and enforced; no redress body operating on record,
dpi.registry--population-register,,,,,,,,,2026-07-31,0,Only a diaspora health-workforce registry mapped; no population register evidence,
dpi.registry--civil-register,3,NGA-dpi.registry-ecrvs,,,,,,,2026-07-31,0,Digital registration nationwide from 2026-07-01; historic records and rising coverage not on record,
dpi.registry--address-register,2,NGA-dpi.registry-national-digitised-addressing-system|NGA-dpi.registry-lagos-addressing,,,,,,,2026-07-31,0,2017 addressing standard and Lagos pilot; no address register in service,
dpi.registry--business-register,2,NGA-dpi.registry-beneficial-ownership,,,,,,,2026-07-31,0,Beneficial ownership register live; corporate registry digitisation outstanding; online registration not on record,
dpi.registry--social-protection-register,3,NGA-dpi.id-social-register,,,,,,,2026-07-31,0,Social register at 19.7m people; ID linkage and dynamic updating not on record,
dpi.registry--tax-register,4,NGA-dpi.registry-taxid|NGA-dpi.mis-rev360,,,,,,,2026-07-31,0,Central tax ID linked to NIN and company numbers; integrity not assessed,
dpi.registry--land-register,2,NGA-dpi.registry-land|NGA-dpi.registry-lagis-abat3,,,,,,,2026-07-31,0,Over 90% of land unregistered; digitisation under way federally and in Lagos,
dpi.mis--health,,,,,,,,,2026-07-31,0,Only a digital health architecture and a planned programme; no HMIS on record in these rows,
dpi.mis--education,2,NGA-dpi.mis-national-emis-policy|NGA-dpi.registry-learner-id,,,,,,,2026-07-31,0,EMIS policy of 2021 and learner IDs issued; no EMIS census publication on record,
dpi.mis--social-protection,2,NGA-dpi.exchange-ohoprs|NGA-dpi.pay-unifiedg2p,,,,,,,2026-07-31,0,Programme MIS and G2P rail under construction; social register is not an MIS,
dpi.mis--tax,,,,,,,,,2026-07-31,0,Rows show the tax statutes and a virtual-asset tax circular; electronic filing and payment availability not on record here,
dpi.mis--customs,2,NGA-dpi.govtech-ncs-modernisation-project|NGA-dpi.govtech-ects,,,,,,,2026-07-31,0,Customs platform under concession and cargo tracking in pilot; automated system at main ports not on record,
dpi.mis--land,3,NGA-dpi.mis-kwgis,,,,,,,2026-07-31,0,Kwara land information system in service; no national system on the minister's own statement,
dpi.govtech--e-government-services,2,NGA-dpi.govtech-gsp,,,,,,,2026-07-31,0,Single sign-on service portal in pilot; count of transactional services not on record,
digital.localgov--ict-infrastructure-for-local-government,2,NGA-infra.connect-ogdeip,,,,,,,2026-07-31,0,One state fibre ring contracted; completion not on record,
digital.localgov--digitalisation-of-local-government-records,3,NGA-tech.ai-anambra,,,,,,,2026-07-31,0,Anambra SmartGov cross-checks local spending and payroll; no national platform,
digital.rural--digitalisation-of-rural-health-clinics,2,NGA-digital.rural-standingorders|NGA-digital.rural-phc-digital-and-innovation-hub,,,,,,,2026-07-31,0,CHW decision app launched and PHC data hub described; no facility coverage on record,
digital.rural--digitalisation-of-rural-primary-schools,2,NGA-digital.localgov-enugu-schools,,,,,,,2026-07-31,0,"Enugu connected schools announced, many incomplete; national shares not on record",
digital.rural--digitalisation-of-rural-registry-offices,3,NGA-dpi.registry-ecrvs|NGA-dpi.registry-vitalreg,,,,,,,2026-07-31,0,"4,011 centres digital against about 8,000 targeted; health-facility layer not live",
digital.rural--digitalisation-of-rural-police-stations,3,NGA-digital.rural-national-criminal-data-fusion-centre,,,,,,,2026-07-31,0,Divisional biometric capture on the ministry's own account; no station count or coverage published,
tech.ai--use-of-ai-in-government-administration,3,NGA-dpi.govtech-service-wise-gpt|NGA-dpi.govtech-govguide,,,,,,,2026-07-31,0,Civil-service GPT and GovGuide chatbot in service; no inventory or AI procurement rules,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,2026-07-31,0,AI fraud detection mandated in private financial institutions; no government sectoral system using AI on record,
tech.ai--development-of-national-regional-ai-systems,3,NGA-tech.ai-n-atlas,,,,,,,2026-07-31,0,N-ATLAS multilingual model released; compute and funded programme not on record,
tech.ai--control-of-ai-abuse,,,,,,,,,2026-07-31,0,Rows show surveillance spending only; no rule or authority addressing AI harms on record,
tech.industry--national-capacity-in-dt-related-production,2,,0.0371,% of GDP,2025,ref:wdi-ict-service-exports-gdp@2026-07-13,,,2026-07-31,0,on official statistics via wdi-ict-service-exports-gdp,
tech.innovate--technology-hubs,3,NGA-tech.innovate-itana,,,,,,,2026-07-31,0,Itana digital free zone licensed; incubation cohorts and outputs not on record,
tech.innovate--tech-startup-ecosystem,,,,,,,,,2026-07-31,0,"Only a third-party AI startup census; no startup law, strategy or support instrument on record",
capacity.training--graduates-entering-dt-ecosystem,1,,0.1761,% of employment,2024,ref:ilostat-isic-j-employment@2026-09-23,,,2026-07-31,0,on a survey figure via ilostat-isic-j-employment,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,2026-07-31,0,Only a talent-export partnership mapped; no research institution on digital policy on record,
include.access--citizen-feedback-portals,2,NGA-include.access-servicom-citizens-feedback-portal|NGA-include.access-egm|NGA-include.access-taxombud,,,,,,,2026-07-31,0,Feedback and grievance portals launched; no case or complaint volumes on record,
include.access--citizen-participation-in-policy,2,NGA-include.access-ogpnapiv,,,,,,,2026-07-31,0,OGP action plan IV co-created; no standing consultation procedure on digital instruments on record,
include.access--inclusion-of-refugees-and-idps,2,NGA-include.access-ncfrmi-act-2022|NGA-include.access-kampala,,,,,,,2026-07-31,0,Registration provided for in law; no registration or documentation figure on record,
data.statistics--national-strategy-for-development-of-statistics,3,NGA-data.statistics-nsds-iii,,,,,,,2026-07-31,0,NSDS III 2024-2028 unveiled; funding and implementation reporting not on record,
data.statistics--censuses-and-surveys,2,NGA-dpi.registry-census,,,,,,,2026-07-31,0,Last census 2006; biometric census planned with budget under review,
data.statistics--statistics-from-administrative-data,3,NGA-data.statistics-healthjar,,,,,,,2026-07-31,0,Health joint annual review compiled from routine administrative records,
data.open--use-of-open-data,2,NGA-data.open-nocopo|NGA-gov.policy-open-data-policy-2018,,,,,,,2026-07-31,0,Procurement data published with dashboards; open licence not stated on record,
data.satellite--agricultural-use-of-satellite-data,,,,,,,,,2026-07-31,0,Only exploratory talks on AI for farmers; no satellite data use in agriculture on record,
data.satellite--meteorological-use-of-satellite-data,3,NGA-data.satellite-meteosat-third-generation-station|NGA-data.satellite-enacts|NGA-data.satellite-sadis,,,,,,,2026-07-31,0,MTG station installed and satellite data in climate and aviation products; WIGOS and early warnings not on record,
