indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
dpi.pay--b2b-and-b2g-functionality,3,SOM-dpi.pay-national-payment-system,,,,,,,2026-07-31,0,interbank transfers and bulk vendor payment in service; no e-procurement on record,
dpi.pay--p2p-p2g-and-p2b-functionality,3,SOM-dpi.pay-evc-plus|SOM-dpi.pay-sips,,,,,,,2026-07-31,0,mobile money in wide use; integration of mobile money into the instant system has no date,
dpi.pay--cross-border-functionality,,,,,,,,,2026-07-31,0,only a PAPSS connection target for end-2026; no corridor or cross-border framework on record,
dpi.pay--consumer-protection,2,SOM-gov.legislate-mobile-money-regulations,,,,,,,2026-07-31,0,mobile money rules cover conduct and fund safeguarding; two of four dimensions not shown and no redress body,
dpi.registry--population-register,2,SOM-gov.legislate-law-46-population-registration,,,,,,,2026-07-31,0,register provided for in the 2026 law; no population register in service on record,
dpi.registry--civil-register,2,SOM-dpi.registry-crvs,,,,,,,2026-07-31,0,digital system piloted in 19 districts; no national service or coverage figure,
dpi.registry--address-register,,,,,,,,,2026-07-31,0,"no row on addressing; the mapped rows cover land, business, tax and social registers",
dpi.registry--business-register,2,SOM-dpi.registry-business-register,,,,,,,2026-07-31,0,registration extended beyond the capital; online filing and a unique business identifier not stated,
dpi.registry--social-protection-register,3,SOM-dpi.registry-usr,,,,,,,2026-07-31,0,"social registry supporting over 500,000 households; ID linkage and target-population coverage not on record",
dpi.registry--electoral-register,2,SOM-dpi.govtech-voter-registration,,,,,,,2026-07-31,0,biometric registration in Mogadishu only; public access to the roll and revision not on record,
dpi.registry--tax-register,,,,,,,,,2026-07-31,0,registration counts held but the register's form and identifier scheme are not described; TADAT level not assessable,
dpi.registry--land-register,2,SOM-dpi.mis-land-gis,,,,,,,2026-07-31,0,municipal GIS property databases in five towns built for tax; no digital title register on record,
dpi.mis--health,,,,,,,,,2026-07-31,0,only an immunisation register pilot mapped; HMIS evidence sits under the health interoperability rows,
dpi.mis--education,2,SOM-dpi.mis-emis,,,,,,,2026-07-31,0,EMIS functional but under-used; a published annual school census is not on record,
dpi.mis--social-protection,3,SOM-dpi.exchange-usr-spds,,,,,,,2026-07-31,0,delivery system in service with mobile transfers; ID linkage and disaggregated data not on record,
dpi.mis--justice,3,SOM-dpi.mis-iecms,,,,,,,2026-07-31,0,case management launched in Mogadishu across the justice chain; decisions not published online,
dpi.mis--tax,2,SOM-dpi.mis-itas,,,,,,,2026-07-31,0,integrated tax system contracted; online filing by large taxpayers still nil,
dpi.mis--customs,3,SOM-dpi.govtech-somcas,,,,,,,2026-07-31,0,automated system in service and audited with 23 high-risk findings; no single window on record,
dpi.mis--land,2,SOM-dpi.mis-land-gis,,,,,,,2026-07-31,0,municipal GIS databases built for revenue; digital registration of ownership not stated,
dpi.govtech--e-government-services,2,SOM-dpi.govtech-job-portal,,,,,,,2026-07-31,0,one centralised job portal on record; tens of transactional services not evidenced,
digital.localgov--ict-infrastructure-for-local-government,2,SOM-digital.localgov-fariin-maal|SOM-digital.localgov-fmis-rollout,,,,,,,2026-07-31,0,one municipal platform and an FMIS rollout procurement; no local administrations shown connected by region,
digital.localgov--digitalisation-of-local-government-records,3,SOM-digital.localgov-sumer,,,,,,,2026-07-31,0,digital revenue receipts at Hirshabelle checkpoints; one record type in one state only,
digital.rural--digitalisation-of-rural-health-clinics,3,SOM-digital.rural-rural-digital-data-capture|SOM-dpi.exchange-raad-ehr,,,,,,,2026-07-31,0,health record reporting digitally in 111 facilities across six states; national coverage share not published,
digital.rural--digitalisation-of-rural-primary-schools,2,SOM-digital.rural-school-electrification,,,,,,,2026-07-31,0,solar power and tablets delivered to some Somaliland schools; national connected shares not published,
digital.rural--digitalisation-of-rural-registry-offices,2,SOM-digital.rural-nira-mobile-registration,,,,,,,2026-07-31,0,mobile identity registration piloted in Baidoa; state of civil registration offices not on record,
digital.rural--digitalisation-of-rural-police-stations,2,SOM-digital.rural-police-crime-statistics,,,,,,,2026-07-31,0,crime-statistics system built under a programme closed in 2022; current operation not reported,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,2026-07-31,0,only a university AI centre on record; no AI system in public administration cited,
tech.ai--use-of-ai-in-sectoral-management-information-systems,3,SOM-tech.ai-saadaal,,,,,,,2026-07-31,0,AI early-warning system deployed with a state disaster ministry; one sector only,
tech.ai--control-of-ai-abuse,,,,,,,,,2026-07-31,0,data protection authority operating but no AI harm rule or mandate on record; AI policy not held,
tech.innovate--technology-hubs,3,SOM-tech.innovate-startup-network|SOM-tech.innovate-rsu-ihub,,,,,,,2026-07-31,0,incubation cohorts and a Bosaso hub on record; no technology park with tenants,
tech.innovate--tech-startup-ecosystem,2,SOM-tech.innovate-startup-network,,,,,,,2026-07-31,0,donor-funded incubation scheme open to applicants; no startup law or strategy on record,
capacity.training--graduates-entering-dt-ecosystem,3,,0.5795,% of employment,2022,ref:ilostat-isic-j-employment@2026-09-23,,,2026-07-31,0,survey figure; no primary in the base,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,SOM-tech.ai-ai-centre|SOM-capacity.research-research-partnership,,,,,,,2026-07-31,0,university AI centre and a research workshop pilot; no funded digital-policy programme on record,
include.access--citizen-feedback-portals,2,SOM-include.access-eardip-grm|SOM-digital.localgov-fariin-maal,,,,,,,2026-07-31,0,project grievance mechanism and one municipal platform; no cases or receipts on record,
include.access--citizen-participation-in-policy,2,SOM-gov.discourse-public-debate-on-digital-policy,,,,,,,2026-07-31,0,one consultation on a digital instrument in the year; no stated procedure,
include.access--inclusion-of-persons-with-disabilities,2,SOM-gov.policy-digital-inclusion-policy,,,,,,,2026-07-31,0,inclusion policy finalised at validation; adoption and accessibility requirements not stated,
include.access--inclusion-of-refugees-and-idps,3,SOM-digital.rural-nira-mobile-registration|SOM-include.access-idp-id-registration,,,,,,,2026-07-31,0,displaced people registered for the national ID in camps; Law 42 in force but national maintenance not on record,
data.statistics--national-strategy-for-development-of-statistics,3,SOM-data.statistics-nsds2,,,,,,,2026-07-31,0,NSDS II 2024-2029 launched; no funding or mid-term review reported,
data.statistics--censuses-and-surveys,3,SOM-data.statistics-mics7,,,,,,,2026-07-31,0,MICS 7 launched as an irregular survey round; census under way with no results,
data.statistics--statistics-from-administrative-data,,,,,,,,,2026-07-31,0,only a World Bank economic update mapped; no statistical product from administrative registers on record,
data.open--use-of-open-data,3,SOM-data.open-open-government-data,,,,,,,2026-07-31,0,CC-BY machine-readable data on the portal; no reuse on record,
data.satellite--agricultural-use-of-satellite-data,2,SOM-data.satellite-drought-index,,,,,,,2026-07-31,0,satellite drought index triggers a project-bound anticipatory scheme; no national service on record,
data.satellite--meteorological-use-of-satellite-data,2,SOM-data.satellite-meteorological-agency,,,,,,,2026-07-31,0,satellite products fill observation gaps; agency still being established and forecasting use not documented,
