row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
GAB-gov.legislate-ordonnance-of-8-april-2026,GAB,gov.legislate,Governance,instrument,Ordonnance n 0011/PR/2026 on social-media use through digital platforms,"Enacted, twelve-month compliance clock to 2027-04-08",2026-07-26,"Signed 26 February 2026, published in Journal Officiel n 110 of 8 April 2026",2026-04-08,Advanced,Did not exist,"The primary text is now held: fifty-five articles in eleven chapters, fixing digital majority at sixteen and barring account creation below it, obliging editors to block publication, sharing and social-interaction functions for accounts identified as under-sixteen without recorded parental consent, to disable by default any function letting unidentified persons contact a minor, to filter algorithmic recommendation of violent, sexual or psychologically harmful AI content to minor accounts and to report quarterly to the competent authority; age-verification systems sit under a Haute Autorite de la Communication reference framework and a technical audit, and the refere numerique caps any temporary suspension of access to a platform at seventy-two hours",2026-04-08-gabon-ordonnance-0011-pr-2026-reglementation-usage-reseaux-sociaux|2026-07-26-gabonactu-apsad-libertes-civiques-numeriques-rapport-plaidoyer,,Article 53 runs the twelve-month compliance clock from publication rather than from signature. The advocacy report that was the sole prior account judged the provisions disproportionate and recommended revision; the text now allows a reader to weigh that.
GAB-gov.legislate-social-media-regulation-bill,GAB,gov.legislate,Governance,instrument,Social-media regulation bill,"Discontinued, identified as the ordinance of 8 April 2026",2026-08-24,"Resolved against the gazetted ordinance, 2026-08-27",,Closed,No position held,"Resolved: the bill reported second-hand as awaiting promulgation is the ordinance gazetted on 8 April 2026, which the base now holds in full and carries under its own row; nothing separate is outstanding",2026-04-08-gabon-ordonnance-0011-pr-2026-reglementation-usage-reseaux-sociaux|2026-07-13-gabon-social-media-suspension,,The row is kept rather than deleted because it was published under this identity; it resolves here and the object is carried by the ordinance row.
GAB-gov.legislate-non-resident-platform-taxation,GAB,gov.legislate,Governance,instrument,Value Added Tax and solidarity contribution on non-resident digital platforms,Enacted,2026-08-24,Brought in by the 2026 supplementary finance law,2026-08-24,Advanced,Did not exist,"Non-resident digital platforms are within Value Added Tax and the Contribution Speciale de Solidarite under the 2026 supplementary finance law, reaching foreign streaming and platform services; no registration threshold, collection mechanism or first receipt is on file",2026-08-24-gab-taxation-des-gafam-au-gabon-opportunite-ou-frein,,
GAB-gov.protect-authority-s-authorisation-for-biometric,GAB,gov.protect,Governance,instrument,Authority's authorisation for biometric identity-card processing,Not held,,,,,,,,2026-09-04,
GAB-gov.protect-autorite-de-protection-des-donnees,GAB,gov.protect,Governance,instrument,Autorite de protection des donnees a caractere personnel,Implemented,2026-09-04,"President set out the authority's mandate and its limits publicly, 2026-09-04",2023-07-15,Advanced,"Created by article 7 of the 2023 statute, with no dated act of the authority held","Two dated acts on record - supervised destruction of unsuccessful bidders' files on 2026-01-20 and pre-commissioning compliance for the data centre on 2026-06-09 - and, in September 2026, its president set out the mandate and its limits publicly: the authority holds a regulatory power to set rules published in the official journal, personal data remains the property of the citizen while collectors hold and process it, and insult and digital communication fall outside its competence and to the media regulator. He put dealing directly with the large social platforms as requiring a common African response rather than a national one",2026-09-04-union-sonapresse-gabon-apdpvp-data-protection-interview|2026-01-20-gabon-apdpvp-procurement-data-destruction|2026-06-10-gabon-datacenter-readiness-apdpvp-compliance|2023-07-15-gabon-loi-025-2023-protection-donnees-personnelles,,"No published register of authorisations, declarations or sanctions is held; the two acts are known only from press accounts, and the September statement of independence is asserted in an interview rather than evidenced by a budget, staffing or caseload figure"
GAB-gov.protect-biometric-prohibition-and-its-derogation,GAB,gov.protect,Governance,instrument,Biometric prohibition and its derogation route,"Implemented, with a defect in the operative text",2023-07-15,Article 75 sets an outright prohibition and article 76 mis-cross-references its derogation to the article on children's data,2023-07-15,No change,"Outright prohibition in force, with the derogation cross-reference defective","Outright prohibition in force, with the derogation cross-reference defective",2023-07-15-gabon-loi-025-2023-protection-donnees-personnelles,,Recorded as a defect in the gazetted text rather than read as intended
GAB-gov.protect-data-protection-funding-levy,GAB,gov.protect,Governance,instrument,Data-protection funding levy,Implemented,2020-03-27,"Created by article 40 bis of ordonnance n 00002/PR/2020 at 1,000 FCFA per person per year, split 40 per cent to the state and 60 per cent to the authority",2020-03-27,No change,"1,000 FCFA per person per year on a 40/60 split","1,000 FCFA per person per year on a 40/60 split",2020-03-27-gabon-ordonnance-00002-pr-2020-protection-donnees,,"The base does not establish whether the 2023 statute, which repeals contrary prior provisions, carried the levy forward"
GAB-gov.protect-loi-n-025-2023-on,GAB,gov.protect,Governance,instrument,Loi n 025/2023 on the protection of personal data,Implemented,2023-07-15,"Published in the Journal officiel n 218 bis of 15 July 2023, with article 219 setting no grace period",2023-07-15,No change,"In force and binding from publication, with no transitional window","In force and binding from publication, with no transitional window",2023-07-15-gabon-loi-025-2023-protection-donnees-personnelles|2020-03-27-gabon-ordonnance-00002-pr-2020-protection-donnees,,"The gazetted text of the founding 2011 statute is not held, so the earlier baseline is read through the amending instruments"
GAB-gov.regional-candidacy-for-international-telecommunication-union,GAB,gov.regional,Governance,instrument,Candidacy for International Telecommunication Union governance bodies,In development,2026-07-31,Reviewed at the ministry's final technical committee of the administrative year,,Baseline not held,No position held,"Candidacy under review, alongside participation in the African digital ministers' council",2026-07-31-gabon-digital-transformation-review,,"No body, seat, slate or election date is named"
GAB-gov.regional-itu-council-candidacy,GAB,gov.regional,Governance,instrument,Candidacy for the International Telecommunication Union Council,Planned,2026-09-03,"Candidacy presented at the world policy forum, 3 September 2026",,Baseline not held,Did not exist,"The digital economy, digitalisation and innovation minister presented the country's candidacy for the International Telecommunication Union Council in Nassau on 3 September 2026, during the world telecommunication and ICT policy forum running from 1 to 4 September, under the slogan Shaping the Digital Future. The stated aim is to carry an engaged African voice on global questions of connectivity and innovation",2026-09-03-gabon-itu-council-candidacy-digitalisation-strategy,,"a candidacy with no election date, contested seat count or campaign platform published beyond the slogan"
GAB-gov.regional-cemac-financial-inclusion-strategy,GAB,gov.regional,Governance,instrument,CEMAC Regional Financial Inclusion Strategy 2025-2029,Implemented,2025-02-01,Validated by the monetary union's ministerial committee 21 December 2023,,Baseline not held,Baseline not held,"A 2025-2029 regional strategy adopted by the central bank for the six member states, validated by the monetary union's ministerial committee on 21 December 2023 and published in February 2025; the 83-page text is held in full",2025-02-01-beac-strategie-regionale-inclusion-financiere-cemac,,"the strategy is regional and the base holds no member-state implementation plan, target or outturn under it"
GAB-gov.regional-position-under-the-african-union,GAB,gov.regional,Governance,instrument,Position under the African Union Convention on Cyber Security and Personal Data Protection,Not held,,,,,,,,2026-09-04,
GAB-gov.regional-rwanda-e-government-study-visit,GAB,gov.regional,Governance,instrument,Study visit to the Rwandan e-government model,Implemented,2026-09-01,Nearly two weeks studying digital government,,Baseline not held,Did not exist,"An interior, security and decentralisation ministry delegation spent nearly two weeks in Rwanda at the end of August 2026 on digital transformation and e-governance, artificial intelligence and digital policy, civil-registration and identification digitisation, cybersecurity, data protection, interconnection of public systems and decentralised service digitisation. It was one of eight delegations from seven African countries hosted by the Rwandan cooperation agency in a single week",2026-09-01-e-gouvernance-rwanda-etudes-gabon-guinee-liberia,,"the longest of the eight visits and the widest in scope; no agreement, adoption decision or follow-on programme is recorded for it"
GAB-gov.regional-equatorial-guinea-accords,GAB,gov.regional,Governance,instrument,Telecommunications accords with Equatorial Guinea,Implemented,2025-11-18,"Signed at Djibloho, November 2025",,Advanced,No bilateral telecommunications instrument with the neighbour (2025-08),"Both ministers, regulators and operators signed zero-roaming, spectrum-interference and fibre agreements at a ceremony at Ciudad de La Paz in November 2025 (2025-11)",2025-11-18-guinea-ecuatorial-gabon-acuerdos-telecomunicaciones-roaming-cero-cab4,,
GAB-gov.standards-service-quality-enforcement,GAB,gov.standards,Governance,instrument,Enforcement of service-quality obligations,Not held,2026-08-25,Regulator inaction reported at a departmental capital,,Baseline not held,,,2026-08-25-depeches241-gabon-mbigou-moov-africa-reseau-arcep,2026-09-04,"reporting of 25 August 2026 states that at a departmental capital the incumbent sells data bundles on a network whose coverage appears and disappears while prepaid credit and bundle validity run down normally, and puts the regulator's inaction to the president of its regulatory council; no regulator decision, quality-of-service determination or sanction is published"
GAB-gov.standards-standardised-custody-registers,GAB,gov.standards,Governance,instrument,Standardised custody registers,In development,2025-02-01,"National roundtable at Libreville on 18 and 19 February 2025, at which a standardised model was presented",2025-02-19,No change,"Standardised model presented and digitalisation explored, with paper registers accepted as a first step",Unchanged; nothing dated on this instrument since February 2025,2025-02-01-gabon-custody-registers-judicial-safeguards,,
GAB-gov.discourse-haute-autorite-de-la-communication,GAB,gov.discourse,Governance,instrument,Haute Autorite de la Communication decision n 0002/HAC/2026 suspending social media,Implemented,2026-07-26,"In force until further notice, with no lifting date given as at 2026-07-17",,Regressed,No social-media suspension on the record,"In force about five months; the Presidency calls it temporary and conservatory, and nine civil-society organisations call it unconstitutional and beyond the authority's remit and demand abrogation",2026-07-13-gabon-social-media-suspension|2026-07-19-gabonreview-suspension-reseaux-sociaux-mesure-temporaire|2026-07-26-gabonactu-apsad-libertes-civiques-numeriques-rapport-plaidoyer|2026-07-22-maroc-telecom-rapport-financier-semestriel-2026,,"The decision text is not held; February 2026 is inferred from a five-month count and independently from an operator's half-year filing, so month precision"
GAB-gov.discourse-pncd-consultation,GAB,gov.discourse,Governance,instrument,Public consultation on the Plan national de croissance et de developpement 2026-2030,Implemented,2026-01-13,Draft opened to public contribution 2026-01-13,2026-01-13,Advanced,Did not exist,"The planning ministry published the provisional plan online and invited citizens, civil society, the private sector, young people, women and the diaspora to submit observations before it is finalised",2026-01-13-pncd-2026-2030-contribution-citoyenne,,
GAB-gov.discourse-regulator-tripartite-dialogue,GAB,gov.discourse,Governance,instrument,Regulator tripartite dialogue forum,Implemented,2026-08-21,Established in Libreville 2026-08-20,,Advanced,Did not exist,"A standing dialogue space established by the electronic communications and posts regulator, bringing consumers into telecommunications regulation alongside the regulator and operators",2026-08-21-lunion-gabon-arcep-tripartite-dialogue|2026-08-20-agp-gabon-arcep-dialogue-committee,,"no terms of reference, meeting cadence or membership list is published"
GAB-finance.budget-enacted-digital-appropriation-for-2026,GAB,finance.budget,Finance,instrument,Enacted digital appropriation for 2026,Not held,,,,,,,,2026-09-04,
GAB-finance.budget-ministry-of-digital-economy-annual,GAB,finance.budget,Finance,instrument,Ministry of Digital Economy annual appropriation,"Planned, presented and not enacted on the record",2025-10-24,Presented to the National Transition Assembly,,Advanced,"XAF 32bn for 2025, as recounted by the minister","XAF 82bn proposed for 2026, up 156.2 per cent, across the digital entrepreneurial ecosystem, infrastructure deployment and digital literacy",2025-10-24-gabon-2026-digital-budget-156pct,,The base holds no enacted finance law and no Gabonese source under this subject; the 2025 figure is a minister's comparison rather than an appropriation document
GAB-finance.mou-huawei-smart-cities-memorandum,GAB,finance.mou,Finance,instrument,Huawei smart-cities memorandum,Planned,2024-01-01,"Commitment recorded for 2024, with the deal at pipeline status and no disbursement",2024,No change,"Pipeline, at least US$234m pledged and nothing drawn","Pipeline, at least US$234m pledged and nothing drawn",2024-01-01-huawei-gab-2024-gabon-smart-cities-mou-bw01,,Year precision; the figure reaches the wiki through two secondary hops and is the single largest line in its Gabonese finance aggregate
GAB-finance.mou-partnership-with-the-united-nations,GAB,finance.mou,Finance,instrument,Partnership with the United Nations Capital Development Fund,"Implemented, no work programme or amount published",2025-12-12,Partnership announced,,Advanced,Did not exist,"Policy support on financial governance aligned to the 2026-2030 national plan and the regional financial inclusion strategy, covering provider competition, payment infrastructure and consumer protection",2025-12-12-gabon-uncdf-financial-inclusion-deal,,"No money figure, duration or deliverable is on file, and nothing has followed since December 2025"
GAB-finance.mou-start-up-credit-guarantee-accord,GAB,finance.mou,Finance,instrument,Start-up credit-guarantee accord with the Societe gabonaise de garantie,"Planned, signed and terms unpublished",2026-07-17,Signed on the margins of the Kimba Connect launch,,Advanced,Did not exist,"Guarantee mechanisms to reduce the risk borne by institutions lending to innovative young firms; no ceiling, coverage ratio, eligibility test, term, participating bank or envelope is published",2026-07-17-gabon-garantie-publique-huawei-start-up|2026-07-14-kimba-connect-gabon,,
GAB-finance.mou-visa-partnership,GAB,finance.mou,Finance,instrument,Visa partnership,"Implemented, no terms published",2025-12-12,Delegation received by the vice-president at Libreville,2025-05,No change,"Accord signed at the Africa CEO Forum in Abidjan on 12-13 May 2025, reported second-hand","One follow-up meeting on digitalising public services, tax collection, disbursement and secure digital identity, and nothing on the base since a passing mention of 2025-12-12",2025-07-20-gabon-visa-partnership-public-services|2025-12-12-gabon-uncdf-financial-inclusion-deal,,Twelve months with no further record is the finding; month precision on the signature
GAB-finance.new-digital-gabon-project,GAB,finance.new,Finance,instrument,Digital Gabon Project,Implemented,2026-02-24,"US$13,419,063 disbursed of US$68.5m on the project portal, retrieved 2026-06-24",,"Advanced, slipped","US$1.3m disbursed of US$68.5m, or 1.92 per cent, with all results indicators at baseline (2024-12-19)","About US$13.4m disbursed, with the original closing date of 2026-06-30 passed and no closure or extension record on file",2021-07-30-wb-gab-001-digital-gabon-project|2024-06-29-world-bank-digital-gabon-isr-seq6|2024-12-19-world-bank-digital-gabon-isr-seq7|2026-02-24-gabon-digital-reform-execution-speedup|2026-02-22-gabon-egabon-5e-copil-bilan,,"The ministry put the rate at 7 per cent of FCFA 44bn in February 2026, up from 3 per cent; the mid-term review planned for 2025-10-30 is not on file"
GAB-finance.new-egabon-project,GAB,finance.new,Finance,instrument,eGabon project,"Implemented, in closure",2026-06-22,World Bank mission reviewed the closure phase,2016-06-03,Advanced,Operating,"Closure phase under review, with no closure date or outcome rating held",2016-06-03-wb-gab-003-egabon|2026-06-22-gabon-aninf-worldbank-progress-review|2026-02-24-gabon-digital-reform-execution-speedup,,"The review is reported without any milestone, indicator or figure, and the source is flagged pr-wire"
GAB-finance.new-guarantee-for-airtel-mobile-money,GAB,finance.new,Finance,instrument,Guarantee for Airtel Mobile Money Gabon,Discontinued,2022-01-01,Guarantee period ended and the record closed,2026,Closed,"Active guarantee of US$27,630,000 covering an equity investment",Closed,2022-01-01-miga-gab-airtel-mobile-money-2022-airtel-mobile-money-gabon-digital-financial,,Year precision; the end year is a record field rather than a dated event
GAB-infra.connect-airtel-gabon-technology-neutral-fixed,GAB,infra.connect,ICT Infrastructure,instrument,Airtel Gabon technology-neutral fixed-network authorisation,Implemented,2025-01-07,"Cahier des charges signed with ARCEP, the first technology-neutral fixed authorisation in Gabon",2025-01-07,No change,"In force; no build obligation, coverage target or deployment figure published",Unchanged; nothing on the record of what has been built under it in nineteen months,2025-01-07-gabon-airtel-fixed-services,,
GAB-infra.connect-arcep-prohibition-on-starlink-sale,GAB,infra.connect,ICT Infrastructure,instrument,"ARCEP prohibition on Starlink sale, installation and use",Implemented,2026-05-19,"ARCEP communique, with nationwide enforcement controls announced",,Advanced,No prohibition on the record,"In force - sale, installation and use illegal on penalty of fines, imprisonment and equipment seizure, while the operator's own map still listed Gabon as available from 2026 with no licence granted (2026-05-19)",2025-11-06-gabon-arcep-met-en-garde-commercialisation-illegale-starlink|2026-05-19-le360-starlink-operationnel-dans-un-pays-africain-sur-deux,,"No enforcement outcome - seizure, fine or prosecution - is on file"
GAB-infra.connect-central-african-backbone-additional-financing,GAB,infra.connect,ICT Infrastructure,instrument,Central African Backbone additional financing,Discontinued,2016-06-29,"Closed, against US$23m committed on 2016-06-29",2020,No change,Closed,"Closed, with no successor backbone financing on file",2016-06-29-wb-gab-002-additional-financing-cab4,,Year precision
GAB-infra.connect-fibre-optic-backbone-deployed,GAB,infra.connect,ICT Infrastructure,measure,Fibre-optic backbone deployed,,2026-08-25,"Massive national fibre outage, 25 August 2026",,Regressed,No figure held,"A massive outage took the national fibre network down, with the government announcing an investigation and hardening its position after copper cables were stolen and internet service disrupted; whether the outage was an incident or targeted sabotage is not established",2026-08-25-gabonclic-backbone-national-panne-lope-sabotage|2026-08-25-gabonreview-vols-cables-cuivre-enquete-gouvernement|2026-07-27-agp-gabon-communications-spatiales-11-recommandations-souverainete,,"the 2,000km deployed figure is ministry-stated at a seminar and is unchanged; what is new is that the network it describes went dark, and no outage duration, affected-user count or investigation finding is published"
GAB-infra.connect-gabix-gabon-internet-exchange-point,GAB,infra.connect,ICT Infrastructure,instrument,GABIX (Gabon Internet Exchange Point),"Implemented, relaunch under way",2026-08-08,National GABIX Reboot workshop closed 2026-08-08,,Advanced,"Two members, ANINF and CanalBox, with local traffic of about 80 Mbps, unchanged since 2019","Gabon Telecom and Airtel Gabon reconnected on 2026-05-13 and local traffic passed 250 Mbps; the national reboot workshop ran 3-8 August 2026 with the Internet Society and AFRINIC and closed with certificates presented after six days of peering, security and sovereignty training. AFRINIC called for a network of trained ambassadors to carry the skills into firms and administrations, and operator representatives named broader institutional buy-in as the remaining task",2026-08-08-gabon-gabix-reboot-workshop-interconnection|2026-08-03-gabix-reboot-atelier-national-peering-gabon|2026-05-13-gabon-gabix-ixp-relaunch|2026-08-03-gabix-reboot-interconnexion-locale-defis|2026-07-31-gabon-digital-transformation-review,,"the post-relaunch member count has not been published, and no participant number is given for the workshop"
GAB-infra.connect-gabon-equatorial-guinea-digital-accords,GAB,infra.connect,ICT Infrastructure,instrument,Gabon-Equatorial Guinea digital accords,Implemented,2025-11-13,Three accords signed at Mongomo by the two digital-economy ministers,,Advanced,Did not exist,"Signed - fibre interconnection, free roaming and radio-frequency coordination; no commencement date, link capacity, tariff or coordination schedule published",2025-11-13-gabon-guinea-ecuatorial-fibra-roaming-frecuencias-techafricanews,,
GAB-infra.connect-moov-africa-gabon-telecom-fibre,GAB,infra.connect,ICT Infrastructure,instrument,Moov Africa Gabon Telecom fibre-to-the-home programme,Implemented,2025-01-29,"Nine new localities announced for 2025, on top of eight opened in 2024",,No change,"Nine localities planned for 2025, the programme running since April 2016","Unchanged; no delivery figure, subscriber count or 2026 plan on file",2025-01-29-gabon-moov-ftth-coverage-leader,,The base holds a plan and never a completion
GAB-infra.store-ace-gabon-carrier-hotel-tier,GAB,infra.store,ICT Infrastructure,instrument,ACE Gabon Carrier Hotel Tier III data centre,In development,2026-07-31,"Ministerial site inspection, commissioning stated for end-November to early-December 2026",,Baseline not held,Not on the record,"Under construction by the state company ACE Gabon SA - 160 racks, over 1 MW, interconnected to the submarine systems, with dedicated innovation and start-up space",2026-07-31-gabon-datacenter-tier-iii-avancement-chantier|2026-07-31-gabon-tier-iii-datacenter,,No cost figure has been published for the project
GAB-infra.store-aninf-cybastion-national-data-centre,GAB,infra.store,ICT Infrastructure,instrument,ANINF-Cybastion national data centre convention,Planned,2025-06-29,Convention signed before the President,2025-06-28,No change,"Convention signed; no site, cost, capacity or timeline published","Unchanged thirteen months on; no site, cost, capacity or timeline published",2025-06-29-gabon-lunion-national-datacenter,,"A separate project from the ST Digital facility at Nkok, which the wiki's own pages conflate with it"
GAB-infra.store-aninf-st-digital-framework-memorandum,GAB,infra.store,ICT Infrastructure,instrument,ANINF-ST Digital framework memorandum,Implemented,2025-07-17,"Signed at ANINF headquarters, Libreville",,Advanced,Did not exist,"In force - covers secure digital infrastructure, cloud, cybersecurity, digital identity, e-government and local training; no workplan, value or deliverable published",2025-07-17-leconomie-minpostel-visits-st-digital-datacenter|2025-07-16-gabon-aninf-st-digital-mou,,The signature date comes from the local account; the trade rewrite is flagged pr-wire and carries no date
GAB-infra.store-gabonese-tier-iii-rack-capacity,GAB,infra.store,ICT Infrastructure,measure,Gabonese Tier III rack capacity,,2026-07-31,Specification of the second facility confirmed at site inspection,,Advanced,No Gabonese data centre in service,"92 racks and 1 MW in service from 2026-07-03, with a further 160 racks and over 1 MW due end-November to early-December 2026",2026-07-07-gabon-datacenter-inauguration-figures|2026-07-31-gabon-datacenter-tier-iii-avancement-chantier,,Utilisation is published at neither site
GAB-infra.store-nkok-national-data-centre-st,GAB,infra.store,ICT Infrastructure,instrument,Nkok national data centre (ST Digital Tier III),Implemented,2026-07-08,Inaugurated at the Nkok special economic zone,,Advanced,"Under construction from the groundbreaking of 2025-08-08, with the operator stating five months to service","In service - 92 racks over 3,000 square metres, 1 MW installed, XAF 8bn, peered to the ACE and SAT-3/WACS submarine systems",2025-02-14-gabon-st-digital-nkok-datacenter-announced|2025-08-08-gabon-datacenter-groundbreaking-nkok|2026-07-07-gabon-datacenter-inauguration-figures|2026-07-08-gabon-sovereign-datacenter-technical-spec,,Delivery slipped twice; two held accounts date the inauguration to 3 and 4 July 2026
GAB-infra.store-share-of-gabonese-data-hosted,GAB,infra.store,ICT Infrastructure,measure,Share of Gabonese data hosted abroad,,2026-07-07,Operator statement at the Nkok inauguration,,Baseline not held,No figure held,About 95 per cent of data produced in Gabon hosted outside the country (2026),2026-07-07-gabon-datacenter-inauguration-figures,,Reported by the operator that built the alternative; no independent measurement is held
GAB-infra.energy-grid-supply-position-for-data,GAB,infra.energy,ICT Infrastructure,instrument,Grid supply position for data-centre load,Not held,,,,,,,,2026-09-04,
GAB-infra.energy-nkok-data-centre-photovoltaic-plant,GAB,infra.energy,ICT Infrastructure,instrument,Nkok data centre photovoltaic plant,Implemented,2026-07-08,In service at the inauguration,,Advanced,"Planned - partial solar supply, adiabatic cooling and rainwater recycling in the announced design","In service, supplying about 22 per cent of site energy needs, with water-free cooling and a dual 15 kV feed with N+1 redundant units",2025-02-14-gabon-st-digital-nkok-datacenter-announced|2026-07-08-gabon-sovereign-datacenter-technical-spec|2026-07-07-gabon-datacenter-inauguration-figures,,"The 22 per cent figure is operator-stated rather than metered, and power usage effectiveness is not published"
GAB-infra.capacity-information-and-communications-technology-workforce,GAB,infra.capacity,ICT Infrastructure,instrument,Information and communications technology workforce measure,Not held,,,,,,,,2026-09-04,
GAB-infra.cybersec-aninf-cnamgs-information-systems-audit,GAB,infra.cybersec,ICT Infrastructure,instrument,ANINF-CNAMGS information-systems audit memorandum,Implemented,2026-08-13,Audit findings delivered to the health insurance fund 2026-08-12,,Advanced,Did not exist,"The audit was carried out and its findings delivered on 2026-08-12, three months after signature, naming human resources, data and infrastructure as the three pillars of the fund’s technology roadmap; the findings themselves are not published, and no remediation plan, timetable or cost is stated",2026-05-10-gabon-cnamgs-aninf-mou|2026-08-13-gabon-aninf-cnamgs-partenariat-numerique|2026-08-13-gabon-moves-to-strengthen-health-insurance-systems-through-digital-audit,,Source flagged pr-wire
GAB-infra.cybersec-aninf-mitre-national-cybersecurity-architecture,GAB,infra.cybersec,ICT Infrastructure,instrument,ANINF-MITRE national cybersecurity architecture,In development,2026-06-23,"Critical-asset mapping phase under way, after an earlier phase defined twelve priority sectors",,Advanced,Not on the record,"Design phase, twelve priority sectors defined and a national inventory of strategic cyber assets being mapped; no completion date, cost or instrument published",2026-06-23-gabon-aninf-mitre-cybersecurity,,The single account is a pr-wire trade item; no counterparty primary is on file
GAB-infra.cybersec-interpol-operation-serengeti-2-0,GAB,infra.cybersec,ICT Infrastructure,instrument,Interpol Operation Serengeti 2.0,Discontinued,2025-08-26,Operation concluded after running June to August 2025 across eighteen African countries,,Closed,Under way,"Concluded, with 1,209 arrests and about US$97.4m recovered across the continent; no Gabon-specific arrest, seizure or case figure published",2025-08-26-gabon-cybercrime-interpol-recovery,,Gabon is explicitly not among the countries recording the largest seizures or arrests; month precision
GAB-infra.cybersec-national-computer-emergency-response-team,GAB,infra.cybersec,ICT Infrastructure,instrument,National computer emergency response team and security operations centre,Not held,,,,,,,,2026-09-04,
