indicator_id,progress,summary,developments,row_ids
finance.mou--strategic-relationships,Advanced,[Digital transformation was named a priority area](2026-08-04-eswatini-taiwan-bilaterals-digital-innovation) at a leaders' meeting with a bilateral partner in Taipei.,"The meeting's own date is not established and the report is dated August 2026 ([meeting](2026-08-04-eswatini-taiwan-bilaterals-digital-innovation)).

No memorandum, workstream, value or timetable is named. Against a unit whose forward programme rests on one lender operation and one hyperscaler memorandum, a named priority area at a leaders' meeting is the whole of this bilateral relationship on the digital record.",SWZ-tech.innovate-taiwan
infra.connect--mobile-affordability,No change,The [cost of data as a share of income per head](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g) sits above the international affordability threshold.,"The finding is stated in an August 2025 account and nothing has moved it since ([affordability](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g)).

It is the constraint under the usage gap recorded separately — mobile coverage substantially exceeds mobile-internet use — and no tariff instrument, subsidy or device-financing scheme appears anywhere in this ledger to address it.",SWZ-infra.connect-affordability
infra.connect--mobile-penetration,No change,"[Mobile coverage against mobile-internet use](2026-07-22-independentnews-digital-eswatini-project-leadership) has not moved, while a [smart-city deployment](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g) fits a fifth-generation network, 59 camera systems and public wireless access in the capital.","The coverage and usage figures come from the ICT ministry, given at a change-management workshop for the digital project ([coverage](2026-07-22-independentnews-digital-eswatini-project-leadership), [reform](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g)).

The capital's deployment fits a fifth-generation network, 59 artificial-intelligence-enabled cameras and public wireless access ([deployment](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g)).

No lawful basis, retention rule or oversight arrangement for the camera network is stated anywhere, and the four laws named as forthcoming alongside it — including critical infrastructure and artificial intelligence — have not appeared.",SWZ-infra.connect-coverage|SWZ-infra.connect-smartcity
infra.connect--internet-usage,Advanced,"The regulator [proposed raising the minimum service standard from 2 Mbps to 10 Mbps](2026-07-20-eswatini-esccom-10mbps), and [free statutory complaint adjudication](2026-08-04-esccom-consumer-guide-type-approved-equipment) runs on windows of one to six months by sector.","The proposal was issued as a public notice in July 2026 ([proposal](2026-07-20-eswatini-esccom-10mbps)).

Adjudication is free under the 2013 communications Act, with windows of one month for post and courier, three for broadcasting and six for telecommunications; these are structural provisions of the Act rather than dated state ([adjudication](2026-08-04-esccom-consumer-guide-type-approved-equipment)).

A six-month window for a telecommunications complaint is long enough that the remedy is unlikely to reach the problem it was raised about, and no complaint volume or outcome series is published.",SWZ-infra.connect-minspeed|SWZ-infra.connect-complaints
infra.connect--national-fibre-backbone,Advanced,"[International capacity rose from 47 to 72 Gbps](2026-02-13-optical-fibre-rollout-strengthens-business-ecosystem), above target, and [1,031 public institutions](2026-07-22-independentnews-digital-eswatini-project-leadership) are targeted for connection under the digital project.","The capacity increase was reported in February 2026 as above target ([capacity](2026-02-13-optical-fibre-rollout-strengthens-business-ecosystem), [rollout](2025-08-04-eswatini-ramps-up-tech-reform-legislation-5g)).

The institution target was stated at the project's change-management workshop ([institutions](2026-07-22-independentnews-digital-eswatini-project-leadership)).

A landlocked country raising international capacity by half in a reporting period is a real gain; it is also why the satellite gateway recorded separately is framed as reducing dependence on cross-border fibre.",SWZ-infra.connect-fibre|SWZ-infra.connect-institutions
infra.connect--satellite-broadband-licensing-and-availability,Advanced,"A [government satellite gateway was commissioned](2026-04-28-eswatini-commissions-starlink-satellite-gateway) to reach mountainous and remote areas and reduce dependence on cross-border fibre, and a [business reseller channel](2025-07-30-paratus-eswatini-drives-starlink-business-adoption) launched as a joint venture.","The gateway was commissioned in April 2026, its stated purpose reaching mountainous and remote areas and reducing dependence on cross-border fibre ([gateway](2026-04-28-eswatini-commissions-starlink-satellite-gateway)).

A joint venture launched as an authorised business reseller in July 2025 ([reseller](2025-07-30-paratus-eswatini-drives-starlink-business-adoption)).

A government-commissioned gateway is an unusual arrangement — most units in this frame record licensing and resale rather than state operation — and no capacity, coverage or cost figure is published for it.",SWZ-data.satellite-gateway|SWZ-data.satellite-reseller
infra.store--local-data-centre-capacity-all-providers,No change,A government assessment finds ministries [depend heavily on the National Data Centre with no internal fallback](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries).,"The assessment finding is that dependence is heavy and internal fallback absent ([assessment](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries), [centre](2021-01-01 The National Data Centre - Royal Science and Technology Park)).

No capacity, tenancy, availability or redundancy figure is published for the facility itself. A single national facility with no ministry-level fallback is a concentration risk the state's own assessment names and nothing on record answers.",SWZ-infra.store-ndc
infra.energy--sufficient-energy-and-water-for-data-centres,Advanced,"The ICT minister [met a Gulf clean-energy firm](2026-02-06-eswatini-explores-green-energy-for-national-data-centre) to discuss dedicated supply for the National Data Centre, and nothing has been signed.","The meeting took place at an international government summit in February 2026 and nothing was signed ([supply](2026-02-06-eswatini-explores-green-energy-for-national-data-centre), [discussions](2026-02-06-eswatini-explores-green-energy-for-national-data-centre)).

Dedicated power for the single national facility on which ministries have no fallback is the right problem to be working on. That it is at the stage of an unsigned discussion is the state of it.

The published tariff schedule is where this can be tested, and it does not carry the category: [an average increase of 13.61 per cent was approved for 2026/27 and revised down to 11.74 per cent after special government funding, effective 1 April 2026](2025-01-01-eswatini-electricity-tariff-structure), across a lifeline domestic band and time-of-use commercial tariffs, with no data-centre or large-load category anywhere in it.",SWZ-infra.energy-ndc|SWZ-finance.mou-gsu|SWZ-infra.energy-electricity-tariff-structure
infra.capacity--robustness-of-government-hardware-and-software,Regressed,"A Digital Landscape Assessment found [ministry data backup and ICT maintenance](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries) wanting and [government systems not interoperable](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries), with critical state information at risk in nine ministries.","The assessment was received and endorsed by the ICT ministry, so the finding is the government's own rather than an outside audit ([backups](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries)).

Interoperability between government systems is a finding of the same assessment ([interoperability](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries)).

A state that has endorsed an assessment saying critical information is at risk in nine ministries, while running everything on one data centre with no ministry-level fallback, has documented its own exposure. The assessment is also what the electronic-government strategy is being founded on, which is the right response and has not yet produced a strategy.",SWZ-infra.cybersec-backups|SWZ-dpi.exchange-interop
infra.cybersec--national-cybersecurity-readiness,Advanced,"A [regional cybersecurity framework](2026-07-30-independentnews-sadc-ccbg-cyber-frameworks) was finalised and approved at a subcommittee hosted in-country, and a [national awareness month](2025-10-07-eswatini-calls-for-collaboration-to-protect-cyber-space) was opened by the prime minister.","A government mobile application testing laboratory was opened, funded and supported by the Republic of China (Taiwan) ([opening](2026-08-28-eswatini-giyh-cybersecurity-testing-lab)).

The regional framework was finalised and approved by a central bank governors' subcommittee at a meeting in the country in July 2026 ([framework](2026-07-30-independentnews-sadc-ccbg-cyber-frameworks)).

Cybersecurity awareness month was opened by the prime minister in October 2025 ([awareness](2025-10-07-eswatini-calls-for-collaboration-to-protect-cyber-space)).

Neither is a national instrument. The country has no cybersecurity statute — one was named as forthcoming a year ago — no incident response team on record, and no incident, caseload or capability figure anywhere in this ledger.

Enforcement has a unit behind it: [a police digital forensic unit and cyber task team had made 87 arrests and submitted 528 dockets to the prosecutions director by October 2025](2025-10-06-natcom-praises-digital-forensic-unit), working on mobile money fraud, fake wallet schemes, online loan scams and rental scams. [Over E8.5 million was involved in cyber-related crime in the twelve months to 30 September 2025](2025-10-06-natcom-praises-digital-forensic-unit).",SWZ-infra.cybersec-sadc|SWZ-infra.cybersec-month|SWZ-infra.cybersec-digital-forensic-unit|SWZ-infra.cybersec-value-in-cyber-related-crime|SWZ-infra.cybersec-mobile-app-testing-lab
dpi.id--robustness-of-system,"Mixed, electronic identity planned for 2027 while national card production was suspended for five months","[Electronic identities are planned](2026-06-24-ict-trains-change-agents-e1-2bn-digitization) under the digital project for a 2027 rollout, and [national card production resumed](2026-02-22-home-affairs-resumes-id-card-production) in February 2026 after a suspension from late September 2025.","Electronic identities are planned for a 2027 rollout, on a readiness report first published in 2024 ([plan](2026-06-24-ict-trains-change-agents-e1-2bn-digitization), [readiness](2024-11-22 Eswatini unveils readiness report for digital ID, transformation push)).

Production of the existing national card was suspended in late September 2025 and resumed on 22 February 2026; the card is not a digital identity ([resumption](2026-02-22-home-affairs-resumes-id-card-production), [regulation](2024-07-22 Risk of human rights infringement as Eswatini rushes to regulate the ICT sector)).

No cause, backlog figure or remediation is published for the five-month suspension. A credential system that stopped issuing for five months, in the same period its ministry published unblurred identity documents and missed the breach-notification duty, is the base on which the 2027 electronic identity is to be built.",SWZ-dpi.id-digitalid|SWZ-dpi.id-nationalid
dpi.id--authentication,Advanced,The central bank is [standing up a national electronic know-your-customer registry](2025-09-26-eswatini-national-ekyc-system) to digitise identity verification.,"The registry was reported in September 2025 ([registry](2025-09-26-eswatini-national-ekyc-system)).

No go-live, participant count or governing instrument is published. It would be the country's first authentication layer, and it is being built by the central bank rather than by the identity or ICT authorities — so the first working identity verification in the state may sit inside the financial regulator.",SWZ-dpi.id-ekyc
dpi.pay--governance-role-of-central-bank,Advanced,"A [National FinTech Strategy 2025-2030](2025-12-07-fintech-strategy-to-transform-eswatini-digital-future) was launched by the central bank governor and the finance minister, above a [digital currency design paper](2024-01-01-cbe-eswatini-digital-lilangeni-design-paper) published in 2024.","The strategy was launched in December 2025, framed around reducing reliance on cash ([strategy](2025-12-07-fintech-strategy-to-transform-eswatini-digital-future), [cash](2025-12-05-fintech-to-reduce-cash-reliance)).

The design paper is not an issuance decision, and no pilot, launch date or governance arrangement follows it ([paper](2024-01-01-cbe-eswatini-digital-lilangeni-design-paper)).

The central bank's annual integrated reports are held for two successive years, the later superseding a payment-switch participation series the base had carried from earlier reporting ([report](2026-01-01-cbe-eswatini-annual-integrated-report-2025-26), [prior](2025-01-01-cbe-eswatini-annual-integrated-report-2024-25)).

The settlement layer under all of it is old and undocumented since: the interbank payment and settlement system runs under a rulebook adopted by its steering committee in May 2007 ([rulebook](2007-05-01-swipss-rules-and-procedures)), and the central bank describes its role as facilitating development and overseeing the safety and soundness of national payment systems ([mandate](2025-01-01-central-bank-eswatini-national-payment-systems)). No revision of the rulebook, and no volume or value statistic for the system, is published.",SWZ-dpi.pay-fintech|SWZ-dpi.pay-digital-lilangeni-design-paper|SWZ-gov.policy-central-bank-annual-integrated-reports|SWZ-dpi.pay-interbank-payment-and-settlement-system
dpi.pay--p2p-p2g-and-p2b-functionality,Advanced,"The [payment switch launched fast payments](2025-01-14 Phil Mnisi - Eswatini Payment Switch Fast Payments product launch) as phase one of three, and [35 post offices opened for government-service payments](2025-09-26-eswatini-post-office-based-govt-payment-system).","Fast payments launched as phase one of three; no source held confirms whether the remaining five participants went live as expected by end-January 2025 ([launch](2025-01-14 Phil Mnisi - Eswatini Payment Switch Fast Payments product launch), [explainer](2025-09-28-eswatini-payment-switch-explainer)).

Thirty-five post offices were opened for government-service payments in September 2025 ([post offices](2025-09-26-eswatini-post-office-based-govt-payment-system)).

A rail whose participant list cannot be confirmed eighteen months after phase one, alongside a physical over-the-counter channel, is where person-to-government payment actually stands here.",SWZ-dpi.pay-switch|SWZ-dpi.pay-postoffices
dpi.pay--cross-border-functionality,Advanced,"[Migration of regional low-value flows to a bloc settlement system](2026-07-21-egypt-eswatini-deepen-banking-cooperation) is reported under way with no timetable, and [accession to a continental payment system](2026-07-21-egypt-eswatini-deepen-banking-cooperation) was discussed with a bilateral partner.","The migration is reported as under way with no timetable, volume, value or mandating instrument given ([migration](2026-07-21-egypt-eswatini-deepen-banking-cooperation)).

The central bank governor discussed leveraging another country's experience to accelerate continental accession ([accession](2026-07-21-egypt-eswatini-deepen-banking-cooperation)).

Both are cross-border commitments stated in the same bilateral meeting account, and neither has a date.",SWZ-dpi.pay-tcib|SWZ-dpi.pay-papss
dpi.pay--consumer-protection,Advanced,A finance portfolio committee [tabled a report on bank transaction charges](2026-07-29-cbe-called-to-probe-bank-charges-eswatini) and [recommended the central bank report a comparative benchmark](2026-07-29-cbe-called-to-probe-bank-charges-eswatini) within 30 days of adoption.,"The report was tabled in July 2026 ([report](2026-07-29-cbe-called-to-probe-bank-charges-eswatini)) with a recommendation that the central bank produce a comparative benchmark of charges within 30 days of adoption ([benchmark](2026-07-29-cbe-called-to-probe-bank-charges-eswatini)).

No adoption date, benchmark or central bank response is on record. Legislative scrutiny of transaction pricing is rare in this frame and worth recording as such; whether it produced anything is unestablished.",SWZ-dpi.pay-charges|SWZ-dpi.pay-benchmark
dpi.pay--population-uptake,Advanced,"[Account ownership](2025-08-10-mobile-money-drives-financial-inclusion-growth) rose on a global survey cited in the record, against a [cash share of person-to-business payments](2025-08-05 Robust DPI inevitable for Eswatini's economic, jobs boom - World Bank) the lender assessed as high.","The account ownership figure is a reference-study figure, cited rather than absorbed ([ownership](2025-08-10-mobile-money-drives-financial-inclusion-growth)), and the cash share comes from a lender assessment of digital public infrastructure ([cash](2025-08-05 Robust DPI inevitable for Eswatini's economic, jobs boom - World Bank)).

The mobile money platform migrated to a cloud-native vendor platform across four markets; the performance figures are the vendor's own and no downtime, cost or subscriber-impact figure is stated ([migration](2026-08-21-tan-ericsson-mtn-momo-cloud-migration)).

Neither uptake figure is a domestic series, so what the payment switch and the post-office channel changed cannot be measured from this base.",SWZ-include.access-accounts|SWZ-dpi.pay-cash|SWZ-dpi.pay-momo-platform-cloud-migration
dpi.registry--population-register,No change,"A [compulsory civil register](1998-12-01-eswatini-births-marriages-deaths-registration-act-1983) has run since January 1984 under a 1983 statute, and nothing in the base shows it has been digitised.","The register commenced on 6 January 1984 under a births, marriages and deaths registration Act, administered by a registrar in the home affairs ministry ([statute](1998-12-01-eswatini-births-marriages-deaths-registration-act-1983), [assessment](2025-08-05 Robust DPI inevitable for Eswatini's economic, jobs boom - World Bank)).

It is a paper-based statute and nothing shows digitisation. The electronic identity planned for 2027 would therefore be built on a register whose current form is unrecorded, in the ministry whose card production stopped for five months and which is under investigation for a data breach.",SWZ-dpi.registry-population
dpi.registry--civil-register,Advanced,"A [proposed DNA requirement for birth certificates](2026-07-14-dna-plan-could-swallow-e126m-of-home-affairs-budget) is costed at about E126m a year, roughly 46 per cent of the home affairs budget.","The costing is reported against the ministry's budget ([proposal](2026-07-14-dna-plan-could-swallow-e126m-of-home-affairs-budget)).

It is a proposal only. Requiring genetic testing to register a birth would be the most invasive civil-registration rule in this frame, and the account that reaches the base is about its cost rather than its lawful basis, consent model or effect on registration rates.

The improvement work has a structure behind it: a national steering committee and technical working group were established under a continental mentorship programme whose second phase launched in February 2022 ([programme](2022-02-12-eswatini-crvs-phase-two-launch)), with a university partner supporting the government since 2015 on foreign health-programme funding ([support](2022-09-28-icap-eswatini-civil-registration)). [Over 10,000 of the births occurring in 2021 were registered late](2022-09-28-icap-eswatini-civil-registration).",SWZ-dpi.registry-dna|SWZ-dpi.registry-civil-registration-improvement-programme|SWZ-dpi.registry-late-birth-registrations
dpi.mis--health,Advanced,"[Community health services moved from paper to digital records](2026-02-23 From Paper to Pixels - Digital Transformation of Community Health Services in Eswatini), and a [regional artificial-intelligence health partnership](2026-08-04-ecsa-hc-skye-africa-intelligence-partner-to-scale-ai-health-solutions) was signed in-country with a private firm.","The transition from paper to digital records in community health services is documented in February 2026 ([transition](2026-02-23 From Paper to Pixels - Digital Transformation of Community Health Services in Eswatini)).

A memorandum between a regional health body and a private firm to scale artificial-intelligence health solutions was signed in the country in August 2026 ([partnership](2026-08-04-ecsa-hc-skye-africa-intelligence-partner-to-scale-ai-health-solutions)).

Advisory guidelines on processing personal health data were still in validation workshops at that point, so the partnership and the digitisation are both ahead of the guidance meant to govern them.

Underneath the policy the record system is in place: [an open-source, government-owned electronic medical record is live at 233 sites, 73 per cent of health facilities](2026-04-07-even-on-the-rainiest-afternoons-in-eswatini), keyed on a unique identity number with role-based access and backed up in government-owned cloud systems, so a patient's history follows them between districts.",SWZ-dpi.mis-communityhealth|SWZ-tech.ai-health|SWZ-dpi.mis-client-management-information-system
tech.ai--use-of-ai-in-sectoral-management-information-systems,Advanced,"[Three platforms were launched with an operator](2026-06-20-eswatini-rolls-out-digital-platforms-health-agriculture-creative) covering agriculture, health and the creative economy.","The three platforms launched together in June 2026 ([platforms](2026-06-20-eswatini-rolls-out-digital-platforms-health-agriculture-creative)).

No user count, data arrangement, custodian or public-sector role is published for any of them. Three sectoral platforms delivered through a commercial operator, in a country whose government systems its own assessment finds not interoperable, is a delivery route that works and does not connect to anything.",SWZ-dpi.mis-sectorapps
tech.ai--use-of-ai-in-government-administration,Advanced,"The Auditor-General [launched a 2026-2030 strategic plan](2026-08-17-eswatini-auditor-general-ai-digital-transformation) integrating artificial intelligence, and the plan text is not held.","The plan was launched in August 2026 ([plan](2026-08-17-eswatini-auditor-general-ai-digital-transformation), [integration](2026-08-17-eswatini-audit-office-integrates-ai-in-new-strategy)).

No tool, data access, assurance standard or safeguard for audit use of artificial intelligence is stated. A supreme audit institution adopting the technology is consequential — it is the body that would otherwise audit its use elsewhere in government — and the country has no artificial-intelligence strategy or statute at all.",SWZ-dpi.govtech-auditor-general-strategic-plan
tech.ai--control-of-ai-abuse,Advanced,The regulator [urged broadcasters to manage artificial intelligence and deepfakes ethically and transparently](2025-11-22-esccom-issues-ai-warning-on-deep-fakes).,"The guidance was issued in November 2025 ([guidance](2025-11-22-esccom-issues-ai-warning-on-deep-fakes)).

It is guidance to a single sector, urging rather than requiring, and it is one of the two instruments that carry artificial-intelligence rules in a country with no artificial-intelligence instrument. The other is the online media guidelines.",SWZ-tech.ai-deepfake
dpi.govtech--e-government-services,"Mixed, two citizen applications live while the prime minister states a memorandum signed without proper data-protection consideration is meaningless","A [citizen application](2025-05-21-eswatini-launches-new-apps-giyh-taxpal) and a [tax application](2025-05-21-eswatini-launches-new-apps-giyh-taxpal) launched together, and the prime minister told the House that a memorandum signed without proper consideration for data protection is meaningless.","Both applications launched in May 2025, for government services and for tax accounts and clearance certificates ([launch](2025-05-21-eswatini-launches-new-apps-giyh-taxpal), [applications](2025-05-21-eswatini-launches-new-apps-giyh-taxpal)).

The prime minister's own words — that the application must be watertight, that his office does not support outsourcing data to global technology companies, and that a memorandum signed without proper consideration for data protection is meaningless — are in his written responses tabled to the House of Assembly in March 2026 ([responses](2026-03-18-eswatini-observer-pm-denies-firing-ict-minister), [criticism](2025-07-04-biometricupdate-eswatini-giyh-privacy-criticism)).

An assessment count of government services available online is held ([services](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries)), and an electronic-government strategy is being founded on that same assessment with nothing yet produced ([strategy](2026-05-21-critical-state-information-at-risk-in-9-govt-ministries)).",SWZ-dpi.govtech-giyh|SWZ-dpi.govtech-taxpal|SWZ-infra.cybersec-govservices|SWZ-dpi.govtech-egovstrategy
