indicator_id,progress,summary,developments,row_ids
gov.legislate--cybersecurity-legislation,Advanced,A [complete recasting of the 2014 cybercrime law](2026-07-09-cybercriminalite-projet-loi-adopte-agenceecofin) is one of [three digital bills](2026-08-24-madagascar-extraordinary-session-electronic-communications-bill) before the extraordinary session opened on 25 August 2026.,"The cybercrime bill reached the National Assembly carrying prison terms of two to ten years and providing for a new digital protection and investigation unit ([report](2026-08-31-tiatanindrazana-madagascar-cybercrime-bill-tabled)), presented as an update of the state's arsenal against rising digital risk ([account](2026-09-01-wearetech-madagascar-actualise-son-arsenal-face-a-la-montee)).

The bill was adopted by the Council of Ministers and would define security incidents and critical infrastructure organisations, revise electronic evidence and connection-data retention, and require operator cooperation with justice ([adoption](2026-07-09-cybercriminalite-projet-loi-adopte-agenceecofin), [account](2026-06-25-madagascar-new-cybersecurity-law-wearetech)).

Revision was reported again in August 2026 alongside signature of the United Nations cybercrime convention, with findings that artificial-intelligence-enabled fraud is outpacing African states' response capacity given as the reason ([revision](2026-08-15-madagascar-cybercrime-law-revision-ai-cooperation)).

Three of the seven bills on the session's order paper are digital: one on electronic communication and digital infrastructure, one recasting the cybercrime law and one authorising ratification of the convention ([order paper](2026-08-24-madagascar-extraordinary-session-electronic-communications-bill)). No bill texts are on file.",MDG-gov.legislate-cybercrime-bill|MDG-gov.legislate-digital-bills-before-the-extraordinary-session
gov.legislate--legislation-covering-digital-id,Advanced,Two identification laws cleared constitutional review inside the window: the [founding 2025 law](2025-08-26-decision-hcc-loi-2025-019-identification-personnes-physiques) and a 2026 special birth-registration law.,"The Constitutional Court declared the law on identification of natural persons constitutional in August 2025, after adoption by the National Assembly on 3 July and the Senate on 4 July ([decision](2025-08-26-decision-hcc-loi-2025-019-identification-personnes-physiques)).

A second law, for derogatory registration of adults without birth certificates, was adopted on 21 April 2026 ([adoption](2026-04-23-birth-registration-biometric-law)) and cleared for promulgation on 13 May 2026 ([decision](2026-05-13-decision-hcc-loi-2026-001-enregistrement-naissances-derogatoire)).

Enrolment under the framework opened in January 2026 ([launch](2026-01-27-izaho-tokana-lancement-prea-gov-mg)). Neither promulgated text is held; the base carries the Court's decisions on them.",MDG-gov.legislate-id-law|MDG-gov.legislate-birth-registration-law|MDG-dpi.registry-mass-birth-law
gov.legislate--digital-payments-legislation,No change,The [2016 electronic money law](2017-02-02-loi-2016-056-monnaie-electronique-etablissements-monnaie-electronique) remains the governing instrument; nothing amended it in the window.,"The statute runs to 120 articles and licenses electronic money institutions under the banking supervisor ([law](2017-02-02-loi-2016-056-monnaie-electronique-etablissements-monnaie-electronique)); its constitutionality was confirmed in January 2017 ([decision](2017-01-27-decision-hcc-loi-2016-056-monnaie-electronique)).

The 2026 finance law, itself cleared by the Constitutional Court in December 2025, carries mobile transaction tax provisions ([decision](2025-12-18-decision-hcc-loi-finances-2026-2025-021)).

The central bank's digital currency project has a published distribution model and a pilot framed for August 2026, with no legislative instrument behind it in the base ([project](2026-01-01-eariary-bfm-cbdc-page)).",MDG-gov.legislate-emoney-law|MDG-dpi.pay-e-ariary
gov.legislate--legislation-enabling-data-interoperability,Advanced,A [draft electronic-signature and interoperability decree](2025-09-13-signature-electronique-interoperabilite-cadre-juridique-newsmada) was validated at a ministry workshop in September 2025 and has not been adopted.,"The 2015 electronic-signature law has had no implementing decree; the draft validated in September 2025 would supply one and provides for a national interoperability committee ([draft](2025-09-13-signature-electronique-interoperabilite-cadre-juridique-newsmada)).

The minister named the recasting as a contribution to a future digital code, which is not held. A year on, no adoption, gazette reference or committee appointment is recorded.",MDG-gov.legislate-esignature-decree
gov.legislate--ai-legislation-regulations,No change,"No artificial-intelligence law, bill or regulator exists; the [data-protection commission](2026-03-27-rapport-annuel-confidentialite-protection-donnees-madagascar) is the nearest body with oversight bearing on it.","The only binding provision located is in the 2014 data-protection law, whose article 3 prohibits decisions taken solely on automated profiling ([law](2015-01-09-loi-2014-038-protection-donnees-personnelles)).

The commission that enforces it published its first annual report in 2026, confirming its effective establishment ([report](2026-03-27-rapport-annuel-confidentialite-protection-donnees-madagascar)).

A courtesy visit to the National Assembly in August 2025 drew a statement of support for laws adapted to technological questions, the closest dated statement of legislative intent on file ([visit](2025-08-26-cmil-visite-courtoisie-president-assemblee-nationale)). No bill has been tabled.",MDG-gov.protect-cmil|MDG-tech.ai-ai-strategy
gov.legislate--e-commerce-legislation,No change,The [2014 electronic transactions law](2014-12-10-loi-2014-024-transactions-electroniques) stands unamended; a separate cybercrime bill was adopted in Council of Ministers in July 2026.,"The law of December 2014 governs electronic transactions, contracts and payment across 35 articles ([law](2014-12-10-loi-2014-024-transactions-electroniques)); the base holds it from a mirror of the official legal database and only to its first part.

A regional workshop in September 2025 put data governance and electronic commerce to delegates from the southern African bloc ([workshop](2025-09-23-developpement-numerique-gouvernance-donnees-ecommerce-sadc)).

A draft bill reforming the decade-old cybercrime statute was adopted in Council of Ministers in July 2026 ([bill](2026-07-08-gouvernement-propose-mise-a-jour-loi-cybercriminalite)). It is a criminal-law instrument and does not amend the transactions law.",MDG-gov.legislate-etransactions-law|MDG-gov.legislate-cybercrime-bill
gov.legislate--statistics-legislation,No change,The [2018 statistics law](2018-04-18-loi-2018-004-activites-statistiques) remains in force; activity in the window was implementation rather than amendment.,"The law of April 2018 repealed the 1967 statistics obligation and established the national statistical system, its council and the statistics office's statutory role ([law](2018-04-18-loi-2018-004-activites-statistiques)).

Alignment of public finance statistics to international standards continued under external technical assistance in March 2026 ([alignment](2026-03-23-madagascar-acceleration-normes-internationales-statistiques-fmi)).

A project document for the fourth general population and housing census was presented in May 2026 ([document](2026-05-11-presentation-prodoc-rgph-4)). The law itself is held to its first title only; its 78 articles are not fully captured.",MDG-gov.legislate-statistics-law|MDG-data.statistics-gfs
gov.legislate--access-to-information-legislation,Regressed,"The access to information bill was [left off the extraordinary session](2026-08-27-session-extraordinaire-sans-projet-loi-information-publique-rfi) in August 2026, eight months after being presented to Parliament.","A decree of 3 December 2025 presented an 88-article bill on access to public information to Parliament; its blank adoption, review and promulgation fields confirm it is not enacted ([decree](2025-12-03-decret-2025-1526-projet-loi-017-2025-acces-information)).

The bill went to committee on 8 May 2026 with a plenary vote expected on 18 May ([committee](2026-05-11-derniere-ligne-droite-legislative-loi-information-publique-rfi)).

An extraordinary session opened on 25 August 2026 with seven bills, the access bill again absent despite a committee undertaking to reinscribe it ([session](2026-08-27-session-extraordinaire-sans-projet-loi-information-publique-rfi)). No access to information law is in force.",MDG-gov.legislate-ati-bill
gov.protect--data-protection-authority,No change,"The [data-protection commission](2025-02-25-gouvernance-numerique-donnees-personnelles-cmil-lexpress) is provided for by the 2014 law and has never been constituted, its creation urged by an assessment mission in 2025.","The commission exists in the statute and not in fact, and an assessment mission urged its creation in February 2025 ([assessment](2025-02-25-gouvernance-numerique-donnees-personnelles-cmil-lexpress)).

No later account is held: no appointment, budget line, premises or supervisory decision, which is why the data-protection law beside it is recorded as unenforced rather than as breached.",MDG-gov.protect-cmil
gov.protect--national-data-protection-readiness,Advanced,"The supervisory commission was [constituted in August 2025](2025-08-04-cmil-prestation-serment-membres), eleven years after the law that provides for it.","The founding statute of December 2014 establishes the data-protection regime and the supervisory authority ([statute](2014-12-16-loi-2014-038-protection-donnees-caractere-personnel)).

Seven members were sworn in at the Supreme Court in August 2025 ([swearing-in](2025-08-04-cmil-prestation-serment-membres)), and the commission was recorded as operational days later ([operationalisation](2025-08-06-cmil-operationalisation)).

An operating procedures manual running to 73 pages followed in December 2025, covering session, administrative, data-protection and cooperation procedures ([manual](2025-12-03-cmil-manuel-procedures-full-text)), and a first annual report in 2026 ([report](2026-01-01-rapport-annuel-cmil-confidentialite-protection-donnees)). No enforcement action, sanction or complaint volume is held.",MDG-gov.protect-cmil|MDG-gov.protect-dpl
gov.regional--regional-policy-collaboration,Advanced,Madagascar took a citizen-facing administration position to the regional public service assembly ([report](2026-08-31-moov-madagascar-a-lassemblee-generale-annuelle-de-la-fonction)).,"Madagascar argued at the regional public service annual general assembly for an administration turned towards citizens ([report](2026-08-31-moov-madagascar-a-lassemblee-generale-annuelle-de-la-fonction)).

Accession to the China-initiated network was approved by the Council of Ministers on 4 August 2026, mobilising the foreign affairs, justice, public-security, digital-development and gendarmerie ministries for cross-border cooperation on online fraud; no founding text, membership list, data-sharing rule or safeguard on what is exchanged is held ([accession](2026-08-10-madagascar-china-cybercrime-network-council-ministers), [editorial](2026-08-13-madagascar-online-scam-editorial-digital-trust)).

Signature of the United Nations convention is reported rather than evidenced by a depositary record, with no ratification instrument or parliamentary submission on record ([signature](2026-08-15-madagascar-cybercrime-law-revision-ai-cooperation)).

Membership of the world artificial-intelligence cooperation body was reported the same week, with no accession instrument, obligation or contribution held ([membership](2026-08-15-madagascar-cybercrime-law-revision-ai-cooperation)).",MDG-gov.regional-china-cybercrime-network|MDG-gov.regional-un-cybercrime-convention|MDG-tech.ai-waico|MDG-gov.regional-sadc-public-service
gov.regional--regional-legal-harmonisation,Advanced,The [African Union cybersecurity and data protection convention](2024-07-10-hcc-decision-01-hcc-d1-malabo-convention) cleared constitutional review in July 2024; no deposit of ratification is held.,"The Constitutional Court declared the ratification law and the convention itself constitutionally compliant in July 2024 ([decision](2024-07-10-hcc-decision-01-hcc-d1-malabo-convention)).

A regional data-policy workshop in Antananarivo in September 2025 brought southern African regulators and telecommunications bodies together on data-sharing agreements and cross-border harmonisation ([workshop](2025-09-24-bmz-data-policy-workshop-antananarivo)), and a statistics workshop in the same period covered ICT measurement ([statistics](2025-09-03-sadc-ict-statistics-workshop)).

What the base does not hold is any evidence the instrument of ratification was deposited, or any domestic instrument enacted under the convention.",MDG-gov.regional-malabo
gov.regional--shared-regional-infrastructure,No change,Madagascar lands on [four shared subsea systems](2023-02-10-axian-telma-2africa-landing-madagascar); the window's financing event committed to other markets.,"The operator confirmed the 2Africa landing at Mahajanga alongside existing participation in the EASSy, LION and METISS systems ([statement](2023-02-10-axian-telma-2africa-landing-madagascar)).

A EUR 170 million development bank facility for the group's multi-country network modernisation was reported in June 2026 ([financing](2026-06-15-axian-ebrd-financing-network-expansion)).

The facility's stated recipient countries are Kenya and Senegal; no Madagascar-specific commitment is stated in it. A separate cable extension to Madagascar remains in development ([extension](2025-09-10-dare1-cable-extension-madagascar-2424)).",MDG-infra.connect-2africa|MDG-infra.connect-dare1
gov.regional--cross-border-data-transfers,Advanced,"Transfers are governed by the [2014 law](2014-12-16-loi-2014-038-protection-donnees-caractere-personnel), whose authorising commission became effective in 2025 and whose regional context changed in June 2026.","The statute of 2014 governs transfers of personal data abroad; article 20 makes them subject to authorisation ([statute](2014-12-16-loi-2014-038-protection-donnees-caractere-personnel)).

The commission that would grant such authorisations was confirmed effectively established in March 2026 ([report](2026-03-27-ugd-rapport-annuel-confidentialite-protection-donnees)).

Negotiations on an enhanced economic partnership agreement with the European Union concluded in June 2026 with a digital trade chapter and updated personal-data safeguards ([summary](2026-06-10-eu-esa-epa-digital-trade-chapter-summary)). The chapter's own text is not held, and no transfer authorisation, adequacy finding or refusal has been published.",MDG-gov.protect-dpl|MDG-gov.regional-eu-esa-epa
gov.standards--national-interoperability-standards,Advanced,The [national interoperability framework](2022-11-01-ugd-cadre-interoperabilite-v1.0.2) is the standing technical standard and gained an institutional basis in law in December 2025.,"The framework, at version 1.0.2, was reviewed for official publication in November 2022 and sets the general provisions, definitions, scope and foundational principles of state interoperability ([framework](2022-11-01-ugd-cadre-interoperabilite-v1.0.2)).

The platform implementing it launched its first stage in April 2026, with the first usage conventions signed by participating institutions ([launch](2026-04-28-instat-interoperabilite-nationale)).

The capture stops before the framework's own chapters on interoperability levels, governance model, architecture and operational directives, so the base holds the standard's principles and not its technical content.",MDG-gov.policy-cadre-interop|MDG-dpi.exchange-rahaka
gov.standards--national-quality-standards,No change,The [national standards bureau](2024-01-01-bnm-presentation-generale) is the standing body; certification activity in the window was a private firm's.,"The bureau operates under a governing decree of 2014, having been founded in 1998 ([bureau](2024-01-01-bnm-presentation-generale)).

A domestic digital infrastructure and cybersecurity firm obtained three international management standards certifications and a payment card security standard in July 2026 ([certification](2026-07-30-stellarix-triple-iso-certification)).

A digital readiness assessment handed to government in December 2025 identified alignment of digital infrastructure and cybersecurity with international standards as an outstanding need ([handover](2025-12-17-undp-remise-rapport-dra-madagascar)). No national standard for digital services, procurement or accessibility is held.",MDG-gov.standards-bnm|MDG-gov.policy-dra
gov.standards--adoption-of-international-standards,No change,"The largest mobile money platform is documented as [conforming to the industry open interface standard](2025-03-31 MVola Madagascar - A case study for the GSMA Mobile Money API and open platforms), which is the only standards conformance on file.","The platform was documented as conformant in a March 2025 case study of the industry body's mobile money interface and open platforms ([case study](2025-03-31 MVola Madagascar - A case study for the GSMA Mobile Money API and open platforms)).

No national standards body, certification scheme or conformity register for digital systems is held, so the one standard the country demonstrably meets is a private-sector one adopted by a single operator.",MDG-gov.standards-gsma-api
gov.discourse--non-governmental-contribution-to-national-policy,Advanced,Multi-stakeholder consultation is running: a [regional data-governance debate](2026-05-30-cmil-debat-antsiranana) in May 2026 and an inaugural cybersecurity symposium in June.,"A national internet governance forum first convened in August 2020, run by a 17-member committee drawn from government, the private sector, the technical community and civil society, which held a public consultation and produced recommendations ([report](2020-08-27-national-igf-madagasikara-2020-report)).

The data-protection commission convened a regional public debate at Antsiranana in May 2026 with local authorities, universities, civil society and the private sector on data governance and biometric identity privacy ([debate](2026-05-30-cmil-debat-antsiranana)).

An inaugural cybersecurity symposium in June 2026 brought private, technical and academic actors together with the ministry ([symposium](2026-06-26-cybersecurity-symposium-antananarivo)). No account of a consultation changing a published position is held.",MDG-gov.discourse-discourse
gov.discourse--open-discussion-of-government-policy,"Regressed, a cabinet blocking order in force with no appeal route and a speech law announced beside it","The cabinet [ordered pornographic sites blocked](2026-07-29-madagascar-blocks-obscene-content-sites) at provider level in July 2026, and a [dedicated social-media law](2026-07-29-madagascar-blocks-obscene-content-sites) covering defamation and disinformation was announced.","The Council of Ministers decided the blocking on 8 July 2026 on public-order grounds; it is in force as a cabinet decision with no timetable, technical mechanism, named regulator or appeal route specified ([order](2026-07-29-madagascar-blocks-obscene-content-sites)).

The communication minister announced a dedicated social-media law covering harassment, defamation and disinformation, with no draft held ([announcement](2026-07-29-madagascar-blocks-obscene-content-sites)). The base holds no civil-society or parliamentary record on digital governance against which to set either, which is itself the state of the debate.",MDG-gov.legislate-site-blocking|MDG-gov.legislate-social-media-law
finance.budget--sustainable-domestic-financing-of-digital-transformation,"No change, a first budget line with no earlier appropriation held","A [digital transformation programme line](2026-01-01-loi-2026-004-lfr-2026) sits in the 2026 supplementary finance law, with its investment credit shown as externally financed.","The supplementary finance law for 2026 carries programme 226 for digital transformation of public services, whose investment credit is shown in the annexes as externally rather than domestically financed ([law](2026-01-01-loi-2026-004-lfr-2026)).

The finance ministry's presentation of the initial 2026 budget named integrated digitalisation of tax and customs administration as a priority within a combined domestic and external financing architecture, stating no programme line or amount for it ([presentation](2025-11-19-presentation-plfi-2026)).

The capture of the law stops before the ministry-by-ministry appropriation tables, so the domestic share of the programme cannot be read from the base.",MDG-finance.budget-budget
finance.mou--strategic-relationships,Advanced,The [core digital governance relationship](2020-10-08-worldbank-prodigy-financing-agreement) closed in June 2026; two new cooperation agreements were signed in its place.,"The financing agreement of October 2020 committed a USD 140,000,000 credit for the digital governance and identity project, the country's principal digital relationship ([agreement](2020-10-08-worldbank-prodigy-financing-agreement)); the project passed on its institutions in June 2026 ([closure](2026-06-05-prodigy-cloture-moov)).

A revenue authority cooperation agreement made Madagascar the fifth country to take Rwanda's electronic billing machine system, with no sum stated ([agreement](2026-03-30-rwanda-ebm-tax-system-agreement)).

Five memoranda were signed with Egypt in July 2026, one covering artificial intelligence and digital transformation, with no amount or named activity ([memoranda](2026-07-29-egypt-madagascar-ai-mou)).",MDG-finance.new-prodigy-finance|MDG-finance.mou-rwanda-ebm|MDG-finance.mou-egypt-mous
finance.new--mobilisation-of-non-state-finance,No change,"The only non-state commitment on file is a [US$5.13m guarantee](2022-01-01-miga-mdg-airtel-mobile-money-2022-airtel-mobile-money-madagascar-digital-financial) to a mobile money business, committed in 2022 with no implementation record.","The guarantee of US$5,130,000 was committed in 2022 and no implementation record is held ([guarantee](2022-01-01-miga-mdg-airtel-mobile-money-2022-airtel-mobile-money-madagascar-digital-financial)).

No domestic venture fund, private placement or corporate investment in the country's digital sector is recorded, so the private half of the financing picture is one instrument four years old.",MDG-finance.new-miga-airtel
finance.new--development-partner-project-financing,Advanced,Two large programmes carry the digital agenda: a [US$143m governance and identification project](2026-06-24-madagascar-worldbank-review-543m-prodigy-decim-ecofin) that closed in June 2026 and a [US$375m connectivity project](2025-11-20-worldbank-decim-madagascar-supervision-digital-nov-2025) of which US$135m is digital.,"The governance and identification project committed US$143,000,000 and closed on 30 June 2026 with the identity component continuing ([project](2020-09-29-wb-mdg-002-digital-governance-and-identification-management-system), [review](2026-06-24-madagascar-worldbank-review-543m-prodigy-decim-ecofin)).

The connectivity project's supervision record puts the envelope at US$375m, of which US$135m is digital, against a board approval of US$400,000,000 in March 2023 that a 2024 restructuring partly cancelled ([supervision](2025-11-20-worldbank-decim-madagascar-supervision-digital-nov-2025), [approval](2023-03-30-wb-mdg-001-digital-and-energy-connectivity-for-inclusion)).

A financial inclusion project was committed and restructured in October 2021 with no later implementation record ([restructuring](2021-10-13 Madagascar Financial Inclusion Project - Restructuring Paper (P161491, World Bank))), and a governance digitisation project was committed in 2021 with none either ([governance project](2021-01-01-afdb-mdg-001-madagascar---project-to-strengthen-governance)).",MDG-finance.new-prodigy-finance|MDG-infra.connect-decim|MDG-finance.new-wb-financial-inclusion|MDG-finance.new-afdb-governance
infra.connect--mobile-penetration,Advanced,"A [5G-Advanced trial](2026-07-25-lexpress-mg-5g-advanced-yas-huawei-ministre) ran in July 2026 with no commercial 5G on record, above a [4G and 5G expansion programme](2025-04-11-eib-100m-axian-telecom-4g-5g-techafricanews) funded at US$100m.","The trial ran at an operator campus on 23 July 2026; the operator claims to be the fourth in the world to test the technology, and the claim is its own ([trial](2026-07-25-lexpress-mg-5g-advanced-yas-huawei-ministre), [account](2026-07-27-madagascar-5-5g-pilot-yas-madagascar)).

A development bank lent US$100m to the operator group under a European connectivity programme, US$40m of it for Madagascar, alongside US$82m of the group's own investment ([loan](2025-04-11-eib-100m-axian-telecom-4g-5g-techafricanews)); no coverage or site figure has been published since ([loan](2025-04-11-eib-100m-axian-telecom-4g-5g-techafricanews), [investment](2025-04-01-axian-telecom-82m-4g-madagascar-comoros-tanzania-techafricanews)).

No subscriber count, penetration rate or coverage share for the country is held at all.",MDG-infra.connect-5g-advanced|MDG-infra.connect-axian-4g
infra.connect--internet-usage,No change,"[18.7 per cent of the population used the internet](2026-07-13-worldbank-it-net-user-zs-madagascar) in the 2024 reference year, the most recent populated observation.","The World Bank series records 18.7 per cent for the 2024 reference year, with 2025 unpopulated at a refresh of July 2026 ([series](2026-07-13-worldbank-it-net-user-zs-madagascar)).

An operator launched a second mobile prefix in June 2026, citing a subscriber base approaching five million active monthly users ([launch](2026-06-22-airtel-035-prefix-launch)).

The regulator published four-region 4G population coverage figures for the south in September 2025, showing uneven expansion ([coverage](2025-09-18-artec-4g-couverture-sud-madagascar)). This is a first usage figure in the base, with no earlier observation to compare it against.",MDG-infra.connect-internet-usage
infra.connect--mobile-affordability,Advanced,"Operators and the state [agreed in December 2025 to cut mobile internet prices gradually](2025-12-02-connectivite-baisse-tarifs-internet-lexpress), with excise relief conditioned on reinvestment in quality.","The agreement ended a standoff between the state and the operators ([agreement](2025-12-02-connectivite-baisse-tarifs-internet-lexpress)).

No price schedule, reduction figure or implementation date was published with it, and no tariff basket or affordability measure for the country is held, so the base records that prices were agreed to fall and cannot say from what or to what.",MDG-include.access-tariff-agreement
infra.connect--national-fibre-backbone,Advanced,"A [558 km Antananarivo to Mahajanga backbone](2025-12-05-orange-fibre-tana-mahajanga-2424) entered service in December 2025, built in eight months by the country's third fibre operator.","The link was inaugurated in December 2025 after eight months' construction ([backbone](2025-12-05-orange-fibre-tana-mahajanga-2424)).

It is the base's only national fibre construction record. No route map, capacity figure, wholesale price or measure of the pre-existing backbone is held, so the addition can be recorded and the total cannot.",MDG-infra.connect-orange-backbone
infra.connect--international-internet-bandwidth,Advanced,"A [subsea cable extension](2025-09-10-dare1-cable-extension-madagascar-2424) to Mahajanga and Toliara was announced in September 2025, with work from 2026 and service from 2028.","The extension runs on a leg of 3,200 to 3,500 km via Tanzania and Mozambique and is ready for service in 2028 ([extension](2025-09-10-dare1-cable-extension-madagascar-2424), [route](2025-09-01-dare1-extension-kenya-south-africa-connectingafrica)).

No capacity, landing-station or price figure is published, and the base holds no measure of the country's existing international bandwidth against which to set the addition.",MDG-infra.connect-dare1
