indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
dpi.id--authentication,3,CIV-dpi.id-register-authentication-service-for-banks,,,,,,,2026-07-31,0,One bank checking identities against the register; no second consumer on record,
dpi.id--digital-id-from-birth,3,CIV-dpi.id-decret-2019-805-electronic-civil-status|CIV-dpi.registry-civil-registry-software-rollout,,,,,,,2026-07-31,0,Number generated at digital registration; rollout on identification office figures; no coverage published,
dpi.id--use-by-other-systems,3,CIV-dpi.id-maposte-application,,,,,,,2026-07-31,0,Postal service keyed on the national register; no electoral or tax register link on this row,
dpi.pay--governance-role-of-central-bank,3,CIV-dpi.pay-fourth-electronic-money-licence|CIV-dpi.pay-regional-instant-payment-interoperability-ma|CIV-dpi.pay-mobile-money-accounts-and-transaction-volume,,,,,,,2026-07-31,0,"Licensing, interoperability mandate and statistics on record; no consumer-protection function on record",
dpi.pay--g2p-functionality,,,,,,,,,2026-07-31,0,Treasury platform row shows collections not payments to individuals; no cited absence,
dpi.pay--revenue-collection,3,CIV-dpi.pay-e-impots-tax-portal,,,,,,,2026-07-31,0,Tax portal carried 78% of tax revenue in 2021; customs and e-invoicing not on record,
dpi.pay--b2b-and-b2g-functionality,3,CIV-dpi.pay-tresormoney-origin|CIV-dpi.pay-treasury-payments-platform,,,,,,,2026-07-31,0,Treasury payment platform in service; no e-procurement portal on record,
dpi.pay--p2p-p2g-and-p2b-functionality,3,CIV-dpi.pay-cross-network-mobile-money-transfer-app,,,,,,,2026-07-31,0,Retail mobile money in service; merchant acceptance and agent networks not on this row,
dpi.pay--population-uptake,3,,57.5676,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-07-31,0,on a survey figure via findex-account-ownership,
dpi.pay--cross-border-functionality,2,CIV-dpi.pay-cross-network-mobile-money-transfer-app,,,,,,,2026-07-31,0,Private cross-border app live; licensing and regulatory framework not stated,
dpi.pay--consumer-protection,,,,,,,,,2026-07-31,0,Only an unauthorised surcharge and an unanswered query; no rules or cited absence on record,
dpi.registry--population-register,3,CIV-dpi.id-holders-of-the-national-identification-numbe,,,,,,,2026-07-31,0,About 11 million number holders on a relayed statement; no vital-event updating on record,
dpi.registry--civil-register,3,CIV-dpi.registry-civil-registry-software-rollout|CIV-dpi.id-decret-2019-805-electronic-civil-status,,,,,,,2026-07-31,0,All events captured digitally in 699 centres; birth coverage below 60% and not rising,
dpi.registry--address-register,2,CIV-dpi.id-digital-post-box,,,,,,,2026-07-31,0,Compulsory digital post box tied to the ID number; no street address register on record,
dpi.registry--business-register,3,CIV-dpi.registry-rccm-business-register,,,,,,,2026-07-31,0,Online filing through two portals; public search and beneficial ownership not on record,
dpi.registry--social-protection-register,3,CIV-include.access-single-social-register,,,,,,,2026-07-31,0,Register in service for part of the target population; ID link under convention only,
dpi.registry--electoral-register,3,CIV-dpi.registry-electoral-register,,,,,,,2026-07-31,0,Biometric roll revised 2024 with public audit of provisional list; no continuous reconciliation on record,
dpi.registry--tax-register,2,CIV-dpi.registry-taxpayer-register|CIV-dpi.registry-electronic-filing-of-financial-statements,,,,,,,2026-07-31,0,Taxpayer account number given statutory footing; centralisation and linkage not assessed,
dpi.registry--land-register,3,CIV-dpi.registry-sigfu-urban-land-management-system|CIV-dpi.registry-idufci-unique-land-identifier,,,,,,,2026-07-31,0,Urban land platform in service; rural system only created; no parcel count published,
dpi.mis--health,3,CIV-dpi.mis-national-digital-health-platform|CIV-dpi.mis-health-facility-assessment,,,,,,,2026-07-31,0,DHIS2 national HIS since 2015 on research sources; no integration or completeness published,
dpi.mis--education,2,CIV-dpi.mis-sige-education-management-information-system,,,,,,,2026-07-31,0,EMIS piloted in two regions; national rollout unfunded,
dpi.mis--social-protection,3,CIV-include.access-single-social-register,,,,,,,2026-07-31,0,Register MIS in service; not yet linked to ID or payments,
dpi.mis--justice,3,CIV-dpi.govtech-e-justice-platform,,,,,,,2026-07-31,0,All 39 first-instance tribunals connected for certificates; case management and decisions online not on record,
dpi.mis--customs,3,CIV-dpi.exchange-port-community-system,,,,,,,2026-07-31,0,Single window platform links customs and ports; automation at all posts and risk management not on record,
dpi.mis--land,,,,,,,,,2026-07-31,0,Only a mining-title cadastre is cited; no land information system or cited absence on record,
dpi.govtech--e-government-services,3,CIV-dpi.govtech-digital-driving-licence|CIV-dpi.govtech-e-services-review,,,,,,,2026-07-31,0,Transactional services on several portals; no single gateway or usage published,
digital.localgov--ict-infrastructure-for-local-government,2,CIV-digital.localgov-commune-equipment-purchases,,,,,,,2026-07-31,0,One commune's own purchase; national programme still at financing stage,
digital.localgov--digitalisation-of-local-government-records,2,CIV-digital.localgov-sygidan-cti,,,,,,,2026-07-31,0,Central system for local authorities presented; no adoption count,
digital.rural--digitalisation-of-rural-health-clinics,2,CIV-digital.rural-teledermatology-at-primary-health-centres,,,,,,,2026-07-31,0,Tablet pilot in two districts on an unreviewed preprint,
digital.rural--digitalisation-of-rural-primary-schools,2,CIV-capacity.literacy-innovation-and-culture-centres-in-schools,,,,,,,2026-07-31,0,Nine centres in interior schools; no national connected-school share on record,
digital.rural--digitalisation-of-rural-registry-offices,3,CIV-dpi.registry-civil-registry-software-rollout,,,,,,,2026-07-31,0,Every centre equipped per identification office; training ongoing and flow to central register unshown,
tech.ai--use-of-ai-in-government-administration,3,CIV-dpi.govtech-emy-101-government-ai-assistant,,,,,,,2026-07-31,0,Government AI assistant live; no usage or inventory published,
tech.ai--use-of-ai-in-sectoral-management-information-systems,2,CIV-dpi.mis-agricultural-e-voucher-and-cropscope,,,,,,,2026-07-31,0,Crop platform rollout announced by vendor; no outputs on record,
tech.ai--development-of-national-regional-ai-systems,2,CIV-tech.ai-ai-acceleration-programme|CIV-tech.ai-national-ai-agency,,,,,,,2026-07-31,0,"Programme and agency named; no model, dataset or compute in service",
tech.ai--control-of-ai-abuse,2,CIV-tech.ai-francophone-west-african-ai-governance-guide,,,,,,,2026-07-31,0,Non-binding regional guidelines only; no rule or designated authority,
tech.industry--national-capacity-in-dt-related-production,3,,0.1377,% of GDP,2024,ref:wdi-ict-service-exports-gdp@2026-07-13,,,2026-07-31,0,on official statistics via wdi-ict-service-exports-gdp,
tech.innovate--tech-startup-ecosystem,3,CIV-tech.innovate-startup-act-and-digital-startup-label,,,,,,,2026-07-31,0,Startup Act adopted 2023; no implementing decree or labelled count,
capacity.training--dt-related-training-in-secondary-education,3,,35.2461,% of secondary schools,2024,ref:uis-4a1-secondary-internet@2026-02-09,,,2026-07-31,0,on the country's reported figure via uis-4a1-secondary-internet,
capacity.training--graduates-entering-dt-ecosystem,4,,0.9225,% of employment,2019,ref:ilostat-isic-j-employment@2026-09-23,,,2026-07-31,0,on a survey figure via ilostat-isic-j-employment,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,CIV-capacity.research-scientific-governance-workshop|CIV-capacity.research-lastic-esatic,,,,,,,2026-07-31,0,Lab programme and workshop on record; funding and publications not shown,
include.access--citizen-feedback-portals,2,CIV-gov.discourse-consumer-grievance-platform|CIV-include.access-financial-service-rating-system,,,,,,,2026-07-31,0,Consumer association platform and a rating pilot; no public-service channel with cases,
include.access--citizen-participation-in-policy,2,CIV-gov.discourse-open-government-week-2026,,,,,,,2026-07-31,0,One consultation week in May 2026; no standing procedure on digital instruments,
include.access--gender-equity,4,,13.9326,"% gap, men over women",2024,ref:itu-internet-use-gender-gap@2026-06-30,,,2026-07-31,0,on a survey figure via itu-internet-use-gender-gap,
include.access--inclusion-of-refugees-and-idps,3,CIV-dpi.id-refugee-status-law-and-biometric-card|CIV-include.access-asylum-seeker-profiling,,,,,,,2026-07-31,0,Asylum seekers registered and biometric card in law; institutional decree pending,
data.statistics--national-strategy-for-development-of-statistics,2,CIV-data.statistics-national-statistics-development-strategy,,,,,,,2026-07-31,0,NSDS 2026-2030 in technical validation; adoption not recorded,
data.statistics--censuses-and-surveys,3,CIV-data.statistics-mics-2026|CIV-data.statistics-general-census-of-enterprises,,,,,,,2026-07-31,0,MICS rounds irregular; population census not on these rows,
data.statistics--statistics-from-administrative-data,3,CIV-dpi.mis-simt-labour-market-information-system,,,,,,,2026-07-31,0,Labour indicator platform publishing 299 tables; source mix not stated,
data.open--use-of-open-data,2,CIV-data.open-open-data-initiative,,,,,,,2026-07-31,0,National portal since 2014; no open licence or reuse on record,
data.satellite--agricultural-use-of-satellite-data,2,CIV-data.satellite-national-land-cover-map,,,,,,,2026-07-31,0,One national land cover map on 2020 imagery; no recurring service,
