indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.standards--national-interoperability-standards,,,,,,,,,2026-08-31,0,Unplaced: general standards catalogue and one platform's design principle; no government interoperability standards or cited absence,
gov.standards--national-quality-standards,2,SDN-gov.standards-ssmo-fee-payment-integration,,,,,,,2026-08-31,0,Standards body active; no ICT or data quality standard adoption or national quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,central bank mandates ISO 27001 for banks; ISO membership and national adoption not on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,private forum and a partner strategy only; no consultation on a digital instrument on record,
gov.discourse--open-discussion-of-government-policy,2,SDN-gov.legislate-cybercrime-law-speech-prosecutions,,,,,,,2026-08-31,0,Prosecutions under the cybercrime law for speech in August 2026; access-to-information law exists so not stage 1,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,2026-08-31,0,Unplaced: TSA commitment and a planned oversight system; no read budget document or digital line on record,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/SDN-nonstate.csv@2025-05-28,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,2,,62.8,% of people 10+,2016,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,on a survey figure via itu-sdg-5b1-mobile-ownership-10plus,
infra.connect--internet-usage,1,,18.6,% of population,2017,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,"on the compiler's modelled estimate (itu-sdg-17-8-1-internet-use), no survey since 2012",
infra.connect--mobile-affordability,1,,6.62,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,on published tariffs collected by itu-price-basket-5gb-gni,
infra.connect--national-fibre-backbone,2,SDN-infra.connect-sudatel-backbone,,,,,,,2026-08-31,0,"Operator's own results; figures group-wide, regional reach in Sudan and a national plan not stated",
infra.connect--internet-exchange-points,3,SDN-infra.connect-sixp,,,,,,,2026-08-31,0,Four members self-reported via registry; no growth over twelve months and no second exchange,
infra.connect--satellite-broadband-licensing-and-availability,1,SDN-infra.connect-starlink,,,,,,,2026-08-31,0,Never licensed on any source held; used informally and cut by an armed group in West Kordofan,
infra.store--local-data-centre-capacity-all-providers,3,,1,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-01-07,,,2026-08-31,0,"1 of 1 multi-tenant facilities in service at Tier III or above, 1 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,4,,100,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-01-07,,,2026-08-31,0,1 of 1 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,3,SDN-dpi.registry-vehicle-database,,,,,,,2026-08-31,0,traffic police backup data centres in states and abroad; no estate continuity plan on record,
infra.energy--rural-electrification,3,,54.2,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,on a survey figure via wdi-elc-accs-rural,
infra.capacity--robustness-of-government-hardware-and-software,2,SDN-dpi.mis-bayan,,,,,,,2026-08-31,0,Civil-service HR system replaced by Bayan; finance revenue and network systems and an inventory not on record,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,,,,,,,,,2026-08-31,0,CERT trains prosecutors and police; nothing on in-house system maintenance on record,
infra.cybersec--national-cybersecurity-readiness,2,SDN-infra.cybersec-authority,,,,,,,2026-08-31,0,authority created by decree; no strategy or law in force on record,
dpi.exchange--national-data-exchange-system,,,,,,,,,2026-08-31,0,Unplaced: single window and central bank system are not an exchange layer; CONSOLEX named with no build; no cited absence,
dpi.exchange--use-of-digital-id-in-other-systems,3,SDN-dpi.id-national-number-bank-kyc,,,,,,,2026-08-31,0,Bank KYC uses the national number; SudaPass bank eKYC rolling out with no usage published,
dpi.exchange--interoperability-of-health-systems,2,SDN-dpi.mis-hms,,,,,,,2026-08-31,0,hospital system integrating CRVS and records piloted at two hospitals,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,2026-08-31,0,EMIS pilot equipment only; no link between education systems on record,
dpi.exchange--interoperability-of-social-protection-systems,2,SDN-dpi.exchange-send-platform,,,,,,,2026-08-31,0,shared cash platform specified; family support registry interface suspended since 2021,
dpi.id--robustness-of-system,3,SDN-dpi.id-sudapass,,,,,,,2026-08-31,0,In service; no published assurance level audit or security certification,
dpi.id--registration-of-entire-population,3,SDN-dpi.registry-population-coverage,88.8,% of population,2021,2023-03-03-sudan-civil-registration-id-documents-passports,,,2026-08-31,0,authorities' own 2021 figure relayed in a 2023 report; pre-war and lower among displaced,
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,2026-08-31,0,nothing on who builds or operates the ID platform on record,
dpi.id--authentication,3,SDN-dpi.id-national-pki-root-key,,,,,,,2026-08-31,0,National root key operating; no usage across channels on record and root not browser-trusted,
dpi.id--digital-id-from-birth,,,,,,,,,2026-08-31,0,health-registry linkage committee only; no identifier at birth provided for or piloted,
dpi.id--interoperability-of-birth-registration-and-digital-id,,,,,,,,,2026-08-31,0,linkage planned is health to civil registry; nothing on registry-to-ID exchange,
dpi.id--use-by-other-systems,,,,,,,,,2026-08-31,0,Unplaced: bank use is not a public register; no register keyed on the national ID on record and no cited absence,
dpi.pay--governance-role-of-central-bank,3,SDN-dpi.pay-nips|SDN-dpi.pay-al-asjad,,,,,,,2026-08-31,0,Switch live with one bank; no published oversight statistics or consumer-protection function on record,
dpi.pay--g2p-functionality,,,,,,,,,2026-08-31,0,safety-net payments not stated as digital; family support payment rail suspended,
dpi.pay--revenue-collection,3,SDN-dpi.pay-isali,,,,,,,2026-08-31,0,Electronic collection in some states; electronic share of revenue unpublished and White Nile figure self-reported,
dpi.pay--b2b-and-b2g-functionality,2,SDN-dpi.pay-isali,,,,,,,2026-08-31,0,No e-procurement portal or interbank business payment service in these rows,
dpi.pay--p2p-p2g-and-p2b-functionality,3,SDN-dpi.pay-bankak,,,,,,,2026-08-31,0,Retail services in service; switch has one bank so no provider interoperability; no agent network reported,
dpi.pay--cross-border-functionality,,,,,,,,,2026-08-31,0,card processing contract and SWIFT bureau only; no corridor or cited absence on record,
dpi.pay--consumer-protection,3,SDN-gov.legislate-ussd-circular-2026,,,,,,,2026-08-31,0,disclosure and complaints duties in force; no redress body decisions on record,
dpi.registry--population-register,3,SDN-dpi.registry-population-coverage,,,,,,,2026-08-31,0,civil registry covered 88.8% in 2021 on authorities' figure; no vital-event updating on record,
dpi.registry--civil-register,2,SDN-digital.rural-none,,,,,,,2026-08-31,0,electronic birth certificates at reopened locality offices; no national digital service on record,
dpi.registry--address-register,,,,,,,,,2026-08-31,0,Unplaced: a statutory mandate only; no addressing policy or project under way and no cited absence,
dpi.registry--business-register,2,SDN-dpi.registry-commercial-register,,,,,,,2026-08-31,0,computerised database since 2003; no online registration and Port Sudan work suspended,
dpi.registry--social-protection-register,2,SDN-dpi.registry-unified-social-registry,,,,,,,2026-08-31,0,unified registry in development; no coverage or completion date,
dpi.registry--electoral-register,,,,,,,,,2026-08-31,0,provided for in 2008 Act; no evidence of a digital register or cited absence,
dpi.registry--tax-register,3,SDN-dpi.registry-tax-register,,,,,,,2026-08-31,0,single TIN across taxes; centralisation and integrity not assessed on record,
dpi.registry--land-register,2,SDN-dpi.registry-land-register,,,,,,,2026-08-31,0,Electronic system being restored office by office; not shown in service,
dpi.mis--health,2,SDN-dpi.mis-sudahealth,,,,,,,2026-08-31,0,hospital systems in one state on the platform's own account; Afia not launched,
dpi.mis--education,2,SDN-dpi.mis-emis,,,,,,,2026-08-31,0,EMIS pilot in Red Sea State; no annual census published,
dpi.mis--social-protection,3,SDN-dpi.mis-sanad,,,,,,,2026-08-31,0,SANAD systems serve one programme; not linked to ID or payments on record,
dpi.mis--justice,2,SDN-dpi.govtech-judiciary,,,,,,,2026-08-31,0,Judiciary digital-transformation contract signed; no system list or timetable disclosed,
dpi.mis--tax,3,SDN-dpi.mis-tax-core-system|SDN-dpi.mis-e-invoice,,,,,,,2026-08-31,0,e-filing and payment available; uptake not published,
dpi.mis--customs,2,SDN-dpi.exchange-asycuda,,,,,,,2026-08-31,0,ASYCUDA reactivated at one Gezira yard; coverage beyond it not stated,
dpi.mis--land,2,SDN-digital.localgov-land-records-electronic-system,,,,,,,2026-08-31,0,land office system being restored; land data closed to the public,
dpi.govtech--e-government-services,3,SDN-dpi.govtech-baladna|SDN-dpi.govtech-salem,,,,,,,2026-08-31,0,Transactional services on several platforms; no usage figures or service inventory published,
digital.localgov--ict-infrastructure-for-local-government,2,SDN-infra.store-khartoum-datacentre,,,,,,,2026-08-31,0,One state data centre restored; no local administrations connected across regions on record,
digital.localgov--digitalisation-of-local-government-records,2,SDN-digital.localgov-land-records-electronic-system,,,,,,,2026-08-31,0,Land-office system being restored and Khartoum archiving plan adopted; not shown in service,
digital.rural--digitalisation-of-rural-health-clinics,2,SDN-digital.rural-health-digital-tools,,,,,,,2026-08-31,0,tools launched after a six-facility pilot with rollout to 400 facilities planned,
digital.rural--digitalisation-of-rural-primary-schools,2,SDN-digital.rural-speep-edtech,,,,,,,2026-08-31,0,tablets distributed in Gezira; no connected share on record,
digital.rural--digitalisation-of-rural-registry-offices,2,SDN-digital.rural-none,,,,,,,2026-08-31,0,first electronic birth certificate at one rural office; wider service not on record,
digital.rural--digitalisation-of-rural-police-stations,2,SDN-digital.rural-police-electronic-reporting,,,,,,,2026-08-31,0,central e-reporting platform in use 2023; no provincial station named,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,2026-08-31,0,data and AI authority only; no AI system in administration or cited absence,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,2026-08-31,0,Unplaced: school-detection model is a UNICEF-Giga-Omdena product and education AI strategy is not a system; no cited absence,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,2026-08-31,0,"WAICO membership and an authority only; no model, dataset or compute on record",
tech.ai--control-of-ai-abuse,2,SDN-tech.ai-disinformation-enforcement,,,,,,,2026-08-31,0,ministry statement reserving legal action; cybercrime law not AI-specific,
tech.industry--national-capacity-in-dt-related-production,1,,0.0018,% of GDP,2022,ref:wdi-ict-service-exports-gdp@2026-07-13,,,2026-08-31,0,on official statistics via wdi-ict-service-exports-gdp,
tech.innovate--technology-hubs,2,SDN-tech.innovate-none,,,,,,,2026-08-31,0,University of Khartoum incubator hosting an AfDB-IGAD project; no cohorts on record,2026-08-19-sudan-afdb-igad-entrepreneurship-innovation-project-uofk-hub
tech.innovate--tech-startup-ecosystem,2,SDN-tech.innovate-orange-corners|SDN-tech.innovate-249startups,,,,,,,2026-08-31,0,Programmes and cohorts on record; no startup law or strategy,
capacity.training--graduates-entering-dt-ecosystem,2,,0.292,% of employment,2022,ref:ilostat-isic-j-employment@2026-09-23,,,2026-08-31,0,on a survey figure via ilostat-isic-j-employment,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2,SDN-capacity.research-none,,,,,,,2026-08-31,0,one institute's policy brief; funding and policy role not on record,
include.access--citizen-feedback-portals,2,SDN-include.access-complaints-portal,,,,,,,2026-08-31,0,complaints page on the government portal; no handling or cases on record,
include.access--citizen-participation-in-policy,,,,,,,,,2026-08-31,0,Unplaced: Mersal is a non-state ceasefire consultation; no state consultation on an instrument on record,
include.access--gender-equity,2,,34.9112,"% gap, men over women",2016,ref:itu-internet-use-gender-gap@2026-06-30,,,2026-08-31,0,on a survey figure via itu-internet-use-gender-gap,
include.access--inclusion-of-persons-with-disabilities,3,SDN-include.access-disability-inclusion-strategy,,,,,,,2026-08-31,0,2025 strategy calls for accessible digital communication; no standard or body on record,
include.access--inclusion-of-refugees-and-idps,2,SDN-dpi.id-foreign-number,,,,,,,2026-08-31,0,Foreign Number cards planned against a 950000 register; documents not yet issued,
data.statistics--national-strategy-for-development-of-statistics,2,SDN-data.statistics-nsds,,,,,,,2026-08-31,0,2012-2016 NSDS expired; assessment framed as basis for a successor,
data.statistics--censuses-and-surveys,3,SDN-data.statistics-household-surveys,,,,,,,2026-08-31,0,welfare survey rounds fielded; no census since 2008,
data.statistics--statistics-from-administrative-data,2,SDN-dpi.mis-dhis2,,,,,,,2026-08-31,0,routine health reporting in service; no statistical product from registers on record,
data.open--use-of-open-data,,,,,,,,,2026-08-31,0,land data closed and ODIN score 24; no cited absence of all publication,
data.satellite--agricultural-use-of-satellite-data,2,SDN-data.satellite-agricultural-monitoring,,,,,,,2026-08-31,0,partner assessments using satellite data; no national service on record,
data.satellite--meteorological-use-of-satellite-data,3,SDN-data.satellite-none,,,,,,,2026-08-31,0,met authority forecasts from satellite rainfall estimates; no early-warning or WIGOS record,
