row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
XAF-dpi.exchange-igad-sdmx-capacity-programme,XAF,dpi.exchange,Shared systems and infrastructure,instrument,IGAD SDMX regional statistical-systems capacity-building programme,Implemented,2026-08-06,"Four-day capacity-building and technical-assistance programme on SDMX convened by the Secretariat, supported by the African Development Bank",,Advanced,Did not exist,"Outcome stated as harmonised SDMX Data Structure Definitions and a long-term roadmap institutionalising SDMX across IGAD and its member states under Open Data Portal 2.0; no budget, adoption date or roadmap milestone published",2026-08-06-igad-capacity-building-programme-regional-statistical-systems-sdmx,,
XAF-dpi.exchange-data-policy-framework-status,XAF,dpi.exchange,Instruments and harmonisation,instrument,Member-state implementation status of the AU Data Policy Framework,Not held,,,,,,,,2026-08-05,
XAF-dpi.exchange-sadx,XAF,dpi.exchange,Shared systems and infrastructure,instrument,SADX (Smart Africa Data Exchange),Piloting,2026-04-27,"Technical assessment mission, Kigali, 2026-04",,Advanced,Did not exist,"Unveiled at Conakry on 2025-11-12 and taken into a technical mission with Rwanda, Benin and Ghana on trust chains, interface contracts and incident response; no live exchange held","2026-04-27 Smart Africa drives cross-border data interoperability through SADX Technical Mission|2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,
XAF-dpi.exchange-sata-guidelines,XAF,dpi.exchange,Instruments and harmonisation,instrument,Smart Africa cross-border data exchange guidelines,In development,2025-07-14,"Drafted by eleven member states at Rabat, 2025-07",2025-07-14,No change,Drafted by eleven member states under the Council of African IT Agencies,"No adopted text, signatory list or implementation record held in the year since the drafting session","2025-07-14 Smart Africa co-creates Africa's first Cross-Border Data Exchange Guidelines (Rabat, ADD-chaired CAITA)",,
XAF-dpi.id-adli-cohort,XAF,dpi.id,Coordination and collaboration,instrument,ADLI cohort on the AfCFTA Digital Identity Annex,Implemented,2026-05-27,Cohort convened with the AfCFTA Secretariat,,Advanced,Did not exist,"Six countries across three trade corridors working on compliance with the annex, on a test-and-learn basis; no assessment or mutual-recognition decision held",2026-05-27 Africa's economic future hinges on breaking down silos. This ADLI cohort advances integration,,
XAF-dpi.id-apai-crvs,XAF,dpi.id,Shared systems and infrastructure,instrument,APAI-CRVS (Africa Programme on Accelerated Improvement of Civil Registration and Vital Statistics),Implemented,2026-08-10,"The 2017-2026 APAI-CRVS decade closing and a 2027-2036 phase opening, reported 2026-08-10",,Baseline not held,,"The 2017-2026 decade is closing and a 2027-2036 phase is opening; the African eCRVS Shared Asset (ACSA) is named as the shared continental standard intended to cut fragmented digital procurement across country systems, and Equatorial Guinea's Justice Ministry timed a free registration campaign for children aged 0-5 (10-14 August 2026) to the decade's close. No AU statement of the new phase's content, financing or targets is held",2026-08-10-ghana-crvs-decade-architecture-of-visibility|2026-08-10-gnq-dia-africano-registro-civil,,"Both sources are secondary to the AU: a practitioner argument piece and a member-state campaign notice. The APAI-CRVS phase documents themselves are not held, so the new phase is recorded as opening rather than as adopted"
XAF-dpi.pay-aacb,XAF,dpi.pay,Institutions and mandates,instrument,Association of African Central Banks (AACB),Implemented,2026-07-29,"47th Assembly of Governors, Yaounde, 2025-11-28",,Advanced,No decision of the Assembly on continental payment harmonisation held,"A list of 54 decisions, of which decision 21 rules that the Payment Systems Directive for Africa is not to be led by an entity external to central banks and directs its own task force to lead the work",2025-11-28-aacb-47th-assembly-of-governors-list-of-decisions|2026-07-29-aacb-cross-border-payment-fragmentation,,
XAF-dpi.pay-papss-reach,XAF,dpi.pay,Shared systems and infrastructure,measure,Banks and countries connected to PAPSS,,2026-03-02,,,Advanced,"28 banks within nine months of launch, against an ambition of all 500 to 600 African banks (2022)","More than 160 commercial banks and over 400 million accounts across 19 countries, plus 80 Kenyan institutions reached through a national switch","2026-02-04 PAPSS, Onafriq launch new trade rail for West Africa|2026-03-02 Pesalink and PAPSS link networks for African payments|2022-08-30 Pan-African Payment and Settlement System drives Africa's banking integration",,
XAF-dpi.pay-capss-caricom-payment-system,XAF,dpi.pay,Shared systems and infrastructure,instrument,CARICOM Payment and Settlement System (CAPSS),Piloting,2026-08-06,"Barbados and the Bahamas central banks complete proof of concept; Ghana proposes Caribbean access to AfCFTA with local-currency settlement, Kingston, 2026-08-02",,Advanced,Did not exist; modelled on PAPSS since CARICOM governors' unanimous October 2023 selection,"Proof of concept complete in two countries; the ECCB Governor says at least two more central banks are needed for the initial pilot; not commercially operational, with settlement, FX, liquidity, AML and interoperability arrangements unresolved",2026-08-06-caricom-papss-inspired-capss,,
XAF-dpi.pay-papss,XAF,dpi.pay,Shared systems and infrastructure,instrument,Pan-African Payment and Settlement System (PAPSS),Implemented,2026-07-11,BEAC acceded on 2026-07-11,2022-01-01,Advanced,"Operating from January 2022 across West and East African cores, with no Central African central bank participating","Extended into Central Africa by the BEAC's accession, wired into a national switch in Kenya for the first time, and carrying a wallet-based Nigeria-to-Ghana rail settled in naira","2026-07-11 BEAC joins PAPSS and accelerates cross-border payments integration in Central Africa|2026-03-02 Pesalink and PAPSS link networks for African payments|2026-02-04 PAPSS, Onafriq launch new trade rail for West Africa",,
XAF-dpi.pay-papsscard,XAF,dpi.pay,Shared systems and infrastructure,instrument,PAPSSCARD,Implemented,2026-01-27,Launched with Afreximbank and Mercury Payment Services,,Advanced,Did not exist,"A continental card scheme launched to route African card payments inside the continent rather than through global networks; no issuance, volume or country coverage held",2026-01-27 Nigeria's PAPSS cross-border payments falls 53% to N5.6bn,,
XAF-dpi.pay-psda,XAF,dpi.pay,Instruments and harmonisation,instrument,Payment Systems Directive for Africa (PSDA),In development,2026-07-29,"Decision 21 of the AACB Assembly of Governors, 2025-11-28",,Baseline not held,,"Directed to be led by central banks rather than an external entity, with the Assembly's own task force on payment system integration to lead harmonisation; no draft directive held",2025-11-28-aacb-47th-assembly-of-governors-list-of-decisions|2026-07-29-aacb-cross-border-payment-fragmentation,,
XAF-dpi.mis-africa-cdc-cdr,XAF,dpi.mis,Shared systems and infrastructure,instrument,Africa CDC Central Data Repository,Implemented,2026-01-28,Launched 2026-01-28,,Advanced,Did not exist,"A federated repository integrating national surveillance, laboratory and programme data in which member states retain ownership of their data",2026-01-28 Africa CDC Establishes Central Data Repository to Strengthen Public Health Surveillance,,Financed by the Global Fund and prototyped by the Public Health Informatics Institute
XAF-dpi.mis-asrii,XAF,dpi.mis,Shared systems and infrastructure,instrument,African Regional Integration Synthesized Index (ASRII) platform,Implemented,2026-08-09,"ECOWAS Commission trained on the platform, Abuja, 4-7 August 2026",,Baseline not held,,"The African Union Commission's platform for submission, validation, automated computation and dissemination of regional integration scores across political, economic, infrastructure, and human and social pillars, developed with the regional economic communities, the Economic Commission for Africa and the African Development Bank to replace manual data collection. Deployment to the regional economic communities began with a four-day training of 20 core participants at the ECOWAS Commission in Abuja on 4-7 August 2026, at which its Secretary General said the Commission holds no centralised database of the status, amendments and implications of regional legal protocols",2026-08-09-ecowas-asrii-digital-platform-training-concludes|2026-08-06-ecowas-asrii-digital-platform-training-begins,,"The platform is to be used by the regional economic communities to evaluate member states' policy implementation; no published score, methodology note or coverage list is held"
XAF-gov.policy-africa-tech-policy-tracker,XAF,gov.policy,Instruments and harmonisation,instrument,Africa Technology Policy Tracker,Implemented,2026-07-30,No launch date published,,Baseline not held,,"A continental register built by the Carnegie Endowment with the African Telecommunications Union, consolidating national digital-economy laws, policies and regulations across infrastructure, platforms, skills and innovation; it indexes adopted documents only, weights nothing and assesses neither implementation nor rights compatibility. The counts reported on 2026-07-30 are 60 documents for Nigeria, 59 for Rwanda and 19 for Zambia",2026-07-30-new-africa-tech-policy-insights-on-nigeria-rwanda-and-zambia,,Neither the launch date nor the number of countries covered is established
XAF-gov.policy-anti-iffs-policy-tracker,XAF,gov.policy,Instruments and harmonisation,instrument,Anti-IFFs Policy Tracker,Implemented,2026-08-06,"Continental roll-out endorsed by Ministerial Declaration, joint 9th STC on Finance and 5th STC on Trade, Abidjan, 20-24 July 2026",,Advanced,"Piloted eighteen months in Cote d'Ivoire, Ghana, Liberia, Namibia, Uganda and Zambia, built by Tax Justice Network Africa with the AU Commission's ETTIM department and the African Tax Administration Forum","Endorsed for continental roll-out as a standing self-assessment instrument scoring anti-IFF policy, legal, institutional and data-sharing frameworks; no roll-out timetable, country list or governance body named",2026-08-06-au-member-states-endorse-continental-roll-out-of-anti-iffs-policy-tracker,,
XAF-gov.policy-auda-island-programme,XAF,gov.policy,Coordination and collaboration,instrument,AUDA-NEPAD island economies programme,Implemented,2026-07-24,"Launched at Abidjan, 2026-07-24",,Advanced,Did not exist,"A country-owned framework for seven island states built around industrialisation, digitalisation, corridors and AI, in partnership with the Republic of Korea; the ministerial communique adopting it is not published",2026-07-24-auda-nepad-island-economies-programme-launch,,
XAF-gov.regional-afcfta-dtp,XAF,gov.regional,Instruments and harmonisation,instrument,AfCFTA Protocol on Digital Trade,Implemented,2026-07-09,"Eight calls to action adopted at the close of the second Digital Trade Forum, Lagos, 2026-07-02",2024-01-01,Advanced,"Adopted by the AU Assembly in 2024, with a Digital Identity Annex adopted in February 2025 and no implementation forum held","State parties committed to expedite ratification and domestication under eight calls to action; no ratification count is published with them; the calls carry no enforcement mechanism, no ratification deadline and no named financing",2026-07-07 African nations recommit to operationalize AfCFTA digital single market framework|2026-05-27 Africa's economic future hinges on breaking down silos. This ADLI cohort advances integration|2026-07-09 Nigeria Takes AfCFTA Council Chair as Digital Forum Charts Roadmap for Implementation|2026-07-06-afcfta-digital-trade-forum-eight-calls-to-action,,
XAF-gov.regional-afcfta-secretariat,XAF,gov.regional,Institutions and mandates,instrument,AfCFTA Secretariat,Implemented,2026-07-09,"18th Council of Ministers, Abuja, 2026-07-09",,Advanced,Council bureau chaired by Egypt; the digital trade protocol adopted but no forum convened on it,"Nigeria in the chair with digital trade among four stated priorities, a second digital trade forum held and a data-exchange system of the Secretariat's own launched",2026-07-09 Nigeria Takes AfCFTA Council Chair as Digital Forum Charts Roadmap for Implementation|2026-07-07 African nations recommit to operationalize AfCFTA digital single market framework,,
XAF-gov.regional-afsc,XAF,gov.regional,Institutions and mandates,instrument,African Financial Stability Committee,Implemented,2026-08-03,"Continental portal launched by the Central Bank of Egypt, 2026-08-03",,Baseline not held,,"Hosted by the Association of African Central Banks and running a Macroprudential Policy Development and Implementation Working Group and an African Financial Stability Report Working Group; the continental portal carrying its mandate, structure, member central banks, meeting calendar and working groups was built and launched by the Central Bank of Egypt rather than by the association's secretariat, executing a decision of the 47th Assembly of Governors of 2025-11-28",2026-08-03-cbe-aacb-afsc-digital-portal|2026-07-01-african-financial-stability-report-2024-2025,,The portal's URL and a launch date distinct from the Central Bank of Egypt's statement of 2026-08-03 are not held
XAF-gov.regional-african-financial-stability-report,XAF,gov.regional,Institutions and mandates,instrument,African Financial Stability Report,Implemented,2026-08-03,"Inaugural 2024-2025 edition released, July 2026",,Baseline not held,,"Inaugural 2024-2025 edition endorsed for publication by the Association of African Central Banks' 47th Assembly of Governors at Yaounde on 2025-11-28 and released in July 2026, covering 46 countries on data as at December 2024 with analysis through 2025. Its payments chapter, built from 26 central banks' published data, records that about 67 per cent of the continent's payment infrastructures are national systems run by central banks and 56 per cent of established systems handle retail, and finds the landscape fragmented, interoperability still limited and the operationalisation of regional and pan-African systems facing continuing challenges",2026-07-01-african-financial-stability-report-2024-2025|2026-08-03-cbe-aacb-afsc-digital-portal,,Whether the report has been published on the committee's portal is not established
XAF-gov.regional-atu,XAF,gov.regional,Institutions and mandates,instrument,African Telecommunications Union (ATU),Implemented,2026-07-31,"Seventh Conference of Plenipotentiaries, Abuja, 23-24 July 2026",,Advanced,"Under the mandate set at the sixth session in Algiers in 2022, chaired by Algeria","A secretary general elected for the next four-year term, a 25-state administrative council seated, the chairmanship passed to Nigeria and a ministerial declaration adopted",2026-07-27-atu-cpl26-abuja-declaration-sg-election-full-record|2026-07-31-atu-summit-abuja-declaration-digital-divide,,Kezias Kazuba Mwale of Zambia takes office on 2027-01-01 for four years
XAF-gov.regional-auc,XAF,gov.regional,Institutions and mandates,instrument,African Union Commission,Implemented,2026-07-16,"Cooperation agreement signed with the ITU, Geneva, 2026-07",,Advanced,"Author of the Continental AI Strategy and the Digital Transformation Strategy, with no continental digital partnership agreement on record in the year before","Two cooperation instruments signed inside six months, with a US technology company and with the ITU, and a coordinated African position taken to the first global AI-governance dialogue","2026-07-16 African Union Commission, ITU sign cooperation agreement|2026-02-20 AUC Signs Partnership With Google|2026-07-09 African Union pushes for unified African voice at Global AI Governance Dialogue",,
XAF-gov.regional-algiers-declaration,XAF,gov.regional,Instruments and harmonisation,instrument,Algiers Declaration on African Telecommunications Sovereignty and Integrated Connectivity 2026-2030,Implemented,2026-03-31,"Adopted by ministers at Algiers, 2026-03",,Advanced,Did not exist,"Adopted as a continental position on integrated terrestrial, submarine and satellite infrastructure, local data centres, exchange points and cybersecurity; no work programme or text held",2026-03-30-algiers-declaration-telecom-sovereignty--techreviewafrica|2026-03-31-africa-adopts-algiers-declaration--techafricanews,,
XAF-gov.regional-atu-work-programme,XAF,gov.regional,Institutions and mandates,instrument,ATU Strategic Plan 2027-2031,In development,2026-06-04,Comments on the draft due to the Secretary-General by 2026-06-23,,Baseline not held,,"A draft Strategic Plan for 2027-2031 was circulated to member states for comment ahead of CPL-26; the draft is not published, and no adopted plan, budget or final acts of the conference are held",2026-06-04-atu-invitation-cpl-26-related-meetings,,The conference elected a secretary general and seated an administrative council in July 2026; no adopted plan or budget was published with them
XAF-gov.regional-digital-parliaments-project-africa,XAF,gov.regional,Institutions and mandates,instrument,Digital Parliaments Project Africa,Implemented,2026-08-06,"Launched at a capacity-training event, Parliament of Ghana, 2026-08-06",,Advanced,Did not exist,"Launch cohort of the parliaments of Ghana, Botswana and South Africa, the National Assemblies of the Gambia and Senegal, and the Pan-African Parliament, led by the POPVOX-DPP Foundation with the House Democracy Partnership; no amount, duration, funder or work programme stated",2026-08-06-digital-parliaments-project-africa-launched-in-ghana,,
XAF-gov.regional-dtp-ratifications,XAF,gov.regional,Instruments and harmonisation,instrument,Ratifications and domestication of the AfCFTA Protocol on Digital Trade,Not held,,,,,,,,2026-08-05,
XAF-gov.regional-smart-africa,XAF,gov.regional,Institutions and mandates,instrument,Smart Africa Alliance,Implemented,2025-11-19,"Seventh Transform Africa Summit, Conakry, 2025-11",,Advanced,"37 member states, working to the previous strategy","42 member states and a three-year strategy whose flagships are a data exchange, an innovation platform and digital identity","2025-11-13 Transform Africa Summit 2025 opens in Conakry, epicentre of digital cooperation in Africa|2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,
XAF-gov.standards-wrc27-african-common-proposals,XAF,gov.standards,Coordination and collaboration,instrument,African Common Proposals for WRC-27,In development,2026-07-07,"Third African preparatory meeting convened for Tunis, 7-11 September 2026, contributions closing 2026-08-23",,Baseline not held,,"Preliminary African Common Proposals for WRC-27 and RA-27 are to be consolidated from the recommendations of the African Telecommunications Union's WRC-27 working groups at the third African Preparatory Meeting, Tunis, 7-11 September 2026, co-organised with Tunisia's Agence Nationale des Frequences; no proposal text is published",2026-07-07-atu-invitation-apm27-3-tunis,,"Convened by ATU circular Ref. 073/07/ATU/ARD/CIR-2026, issued from Nairobi on 2026-07-07"
XAF-gov.standards-afrinic-constitution,XAF,gov.standards,Instruments and harmonisation,instrument,AFRINIC Constitution (Bylaws),"Implemented, under review",2026-08-04,"Draft amended Constitution published for a second community consultation, 2026-08-04",,Baseline not held,,"Fifth version in force since December 2020; the Bylaws Review Committee ran a first consultation from 2026-04-20, extended on 2026-05-08 to close 2026-05-17, and published a draft amended Constitution on 2026-08-04 for a second consultation closing 2026-08-21. It names membership, powers of members, the Nomination Committee and appointment of directors as the most heavily revised provisions, and a new Article 3 would write into the constitution that AFRINIC is the Regional Internet Registry for Africa and the Indian Ocean and that its governance will be periodically reviewed against internationally recognised governance standards. The published-draft milestone slipped about six weeks against the Committee's own indicative timetable while the Special General Members Meeting stayed in September 2026, and no consolidation or analysis of the first round's submissions is published",2026-08-04-afrinic-draft-amended-constitution|2026-08-04-afrinic-second-community-consultation-draft-amended-constitution|2026-04-18-afrinic-community-consultation-review-of-bylaws|2026-05-08-afrinic-extension-of-bylaws-consultation-period|2020-12-01-afrinic-constitution-bylaws-in-force,,"The rationales for Article 24, governing law and dispute resolution, and for the Board's power to terminate membership are recorded as awaiting external legal opinion"
XAF-gov.protect-malabo-convention,XAF,gov.protect,Instruments and harmonisation,instrument,Malabo Convention,Implemented,2026-07-29,"In force since 2023-06-08, on the fifteenth ratification",2023-06-08,No change,"In force, and the continental benchmark against which national data-protection regimes are measured",Unchanged in text; a majority of the Union's 55 members remain outside it twelve years after adoption,2026-02-02-au-malabo-convention-status-list|2026-07-29-equatorial-guinea-signs-malabo-convention-au-commission,,
XAF-gov.protect-malabo-accessions,XAF,gov.protect,Instruments and harmonisation,measure,Signatures and ratifications of the Malabo Convention,,2026-07-29,,,"Advanced, marginal","21 of 55 signed, 20 ratified or acceded and 20 deposited (2026-02-02, the depositary's register)","Equatorial Guinea, where the Convention was adopted and after whose then-capital it is named, signed on 2026-07-28 and has not deposited an instrument of ratification",2026-02-02-au-malabo-convention-status-list|2026-07-29-equatorial-guinea-signs-malabo-convention-au-commission,,The register is dated 2026-02-02; no later register is held
XAF-tech.ai-africa-ai-council,XAF,tech.ai,Institutions and mandates,instrument,Africa AI Council,Implemented,2025-11-17,"Established by the Smart Africa Board at Conakry, 2025-11-17",,Advanced,Did not exist,Established under a board of 42 heads of state with the AU Commissioner for Energy and Infrastructure and the ITU Secretary-General; no work programme or output held in the nine months since,2025-11-17-smart-africa-inaugural-africa-ai-council,,
XAF-tech.ai-africa-ai-fund,XAF,tech.ai,Instruments and harmonisation,instrument,Africa AI Fund,Planned,2026-05-21,"Announced at Kigali, April 2025",2025-04-01,No change,"Announced in April 2025 at US$60bn, alongside the Africa AI Declaration, with nothing capitalised","Still cited as one pillar of the continental AI architecture; no capitalisation, governance structure or disbursement held",2026-05-21 Pushing back from Big Tech Africa's hard road to AI sovereignty,,
XAF-tech.ai-continental-ai-strategy,XAF,tech.ai,Instruments and harmonisation,instrument,AU Continental AI Strategy,Implemented,2026-07-09,"Adopted by the AU Executive Council, 45th Ordinary Session, Accra, 2024-07-19",2024-07-19,No change,"Adopted 2024-07-19 as the continental reference for national AI policy, on an implementation timeframe running 2025 to 2030","Unchanged in text, and the reference the Commission carried into global forums; ministers meeting at the ECA called for its translation into national frameworks. The instrument's own timetable runs Phase I across 2025-2026, a midterm review in 2027 and Phase II from 2028",2024-07-19-au-continental-artificial-intelligence-strategy|2026-04-13 Stakeholders urge shift in digital public infrastructure trajectory|2026-07-09 African Union pushes for unified African voice at Global AI Governance Dialogue,,Its annex records six member states with standalone national AI strategies at drafting in July 2024
XAF-tech.ai-common-african-position-ai,XAF,tech.ai,Instruments and harmonisation,instrument,"Common African Position on AI and its Impact on Peace, Security, Democracy and Development",In development,2026-04-16,"Peace and Security Council requested finalisation, 1339th meeting, 2026-04-16",,Baseline not held,,"The Council requested the Commission to expedite the comprehensive study and the Common African Position and submit them for its consideration; a Policy Brief on AI for Peace, Security and Governance in Africa is reported in progress and no text is published",2026-04-16-au-psc-1339th-meeting-communique-ai-governance-peace-security,,"Drafted by the Commission with the AI Advisory Group on Governance, Peace and Security"
XAF-tech.ai-ai-strategy-implementation,XAF,tech.ai,Instruments and harmonisation,instrument,Monitoring and evaluation of the AU Continental AI Strategy,Planned,2026-04-16,"Peace and Security Council requested periodic reports, 1339th meeting, 2026-04-16",2024-07-19,No change,"Provided for in the Strategy through an African AI readiness index, a public monitoring dashboard and regional AI observatories, with nothing published","Still nothing published; the Peace and Security Council requested the Commission and its AI Advisory Group to submit periodic reports on 2026-04-16, and the Strategy's own midterm review falls in 2027",2024-07-19-au-continental-artificial-intelligence-strategy|2026-04-16-au-psc-1339th-meeting-communique-ai-governance-peace-security,,
XAF-geopol.usa-afghs-data-sharing,XAF,geopol.usa,Coordination and collaboration,instrument,America First Global Health Strategy data-sharing agreements,Implemented,2026-07-30,Health cooperation memorandums signed with more than 30 countries since December 2025,,"Advanced, refused by three states on data terms",Did not exist; no bilateral United States health agreement of this kind on record before December 2025,"Memorandums worth US$20bn signed with more than 30 countries since December 2025, on a model Data Sharing Agreement giving the United States at-will access to seven classes of national health system for 25 years with a 10-year post-termination tail; Ghana refused in April 2026, Zimbabwe withdrew in February 2026 and Zambia shelved in May 2026, and Kenya's framework is before the Court of Appeal with a final ruling due at the end of October 2026; the State Department's standard-form memorandum, held as a blank template dated 2026-03-11, commits a partner government to name and run its electronic medical record, laboratory, pharmacy, surveillance, commodity-inventory and national data warehouse systems, to load 90 per cent of clinical encounters into the electronic medical record within two years of rollout in a facility, to enter a data sharing agreement expected to run twenty-five years, and to provide specimens and genetic sequence data of pathogens with epidemic potential within five days of detection, with section 4.7 making failure on those commitments grounds for changing or discontinuing the assistance; the signed texts are withheld, the department having published a subset of the memorandums in March 2026 and then removed public access, and a freedom-of-information suit covering sixteen African countries (Public Citizen v. Department of State, No. 1:26-cv-01137, D.D.C.) was unresolved when filed on 2026-04-02",2025-11-15-bass-afghs-model-data-sharing-agreement-25-year-access|2026-07-30-world-insights-us-health-aid-meets-resistance-across-africa|2026-03-11-afghs-template-memorandum-of-understanding|2026-04-02-public-citizen-v-department-of-state-foia-complaint,,The model Data Sharing Agreement's own text is not held; its terms are reported at second hand (2025-11-15). The standard-form memorandum is held as a blank template and is not any signatory's instrument
XAF-geopol.usa-us-auc-working-group,XAF,geopol.usa,Coordination and collaboration,instrument,US-AUC Strategic Investment Working Group,Planned,2026-01-28,"Launch announced in a joint statement, 2026-01-28",,Advanced,Did not exist,"Agreed to channel US private investment into AU-backed infrastructure including digital transformation, on an investment-in-place-of-aid posture; no membership, meeting or work programme held",2026-01-28 Joint Statement of the United States and African Union on the Launch of a Strategic Investment Working Group,,
