row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
ZMB-infra.connect-ihs-tower-portfolio,ZMB,infra.connect,Infrastructure,instrument,Independent tower portfolio,Implemented,2021-03-31,Development-finance equity exited 2021-03-31; a US$75m loan fully disbursed from 2021,2015-10-27,Implemented,2021-01-01,No change,"Sole independent tower operator with over 1,700 towers serving all major mobile operators; US$65,523,810 in development-finance equity committed in 2015 and 2017 and exited in March 2021, plus a US$75,000,000 senior loan in 2021","Unchanged; no tower count, ownership change or investment after 2021 is held",2015-01-01-bii-zmb-001-ihs-zambia-equity-investment-telecoms-tower|2021-01-01-ifc-zmb-001-ihs-zambia-ifc-loan-covid-relief,,"The over-1,700 figure is the financiers' own and is not dated more precisely than 2021"
ZMB-infra.connect-internet-users,ZMB,infra.connect,Infrastructure,measure,Internet users as a share of population,,2025-10-01,Compiler reading for October 2025,,,,No change,"7.13m users, 33.0% of population (January 2025), up 2.8% year on year with the rate unchanged; 14.5m offline","7.29m users, 33.0% of population (October 2025), up 199,000 year on year with the rate unchanged; 14.8m offline",2025-03-03 Digital 2025 - Zambia (DataReportal)|2025-11-08-digital-2026-zambia-datareportal,,"Cited, not absorbed; the adoption rate has been flat across two annual readings"
ZMB-infra.connect-fixed-broadband-speed,ZMB,infra.connect,Infrastructure,measure,Median fixed broadband download speed,,2025-01-01,Speed-test reading reported in the January 2025 compilation,,,,Baseline not held,"16.50 Mbps, down 38.0% year on year (January 2025), corroborating the load-shedding constraint on digital services",No later reading is held,2025-03-03 Digital 2025 - Zambia (DataReportal),,"Cited, not absorbed"
ZMB-infra.connect-mobile-connections,ZMB,infra.connect,Infrastructure,measure,Mobile connections,,2025-10-01,Industry association reading for October 2025,,,,Advanced,"19.9m connections, 92.1% of population (January 2025), down 1.1% year on year","23.5m connections, 106% of population (October 2025), up 1.3m year on year, of which 92.4% classed as broadband - a share the publisher states is not a proxy for mobile internet use",2025-03-03 Digital 2025 - Zambia (DataReportal)|2025-11-08-digital-2026-zambia-datareportal,,"Connections, not people; the regulator's separate administrative series counts subscriptions per 100 inhabitants"
ZMB-infra.connect-zesco-backbone-phase-2,ZMB,infra.connect,Infrastructure,instrument,"National ICT Development Project Phase II, backbone extension","Planned, financing undrawn",2022-07-01,Disbursement at 0% as of July 2022,2017-12-28,Planned,2022-07-01,No change,"US$333,200,000 China Eximbank preferential buyer's credit signed 2017-12-28, to be on-lent to the electricity utility against a US$392m vendor contract; scope 2,700 km of backbone across 64 sites, 3,600 km of metropolitan network in 17 districts and 2,750 km of access network; 0% disbursed","Unchanged; no drawdown, cancellation or construction record is held",2017-01-01-eximbank-cn-zmb-005-china-eximbank-provides-3332-million-preferential,,The largest single undrawn digital-infrastructure commitment the base holds for Zambia; corruption allegations from a former utility board chairman are on the record
ZMB-infra.connect-national-fibre-length,ZMB,infra.connect,Infrastructure,measure,National fibre network length,,2026-05-15,Ministerial statement at the third digital economy roundtable,,,,"Advanced, figures irreconcilable","10,000 km of fibre optic cable in place, with the acceleration project aiming to add at least 2,000 km (World Bank appraisal, January 2025)","Expanded from 15,000 km in 2021 to more than 45,000 km, and national coverage 94% (minister, 2026-05-15) - government-reported and not reconcilable with the appraisal figure",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-05-15-zambia-approves-k255m-digital-infrastructure,,Neither figure states whether it counts backbone only or backbone plus metropolitan and access network
ZMB-infra.connect-zicta-quality-of-service,ZMB,infra.connect,Infrastructure,instrument,Quality-of-service enforcement regime,Planned,2026-05-15,Quarterly network-performance reporting announced,,Not held,2025-06-13,Advanced,The regulator investigating internet service disruptions and requesting an operator report; no enforcement or reporting regime stated,"The regulator states it will take visible action against mobile operators over poor quality of service and will publish quarterly public network-performance reports; no report, penalty or named operator action is on file",2025-06-13-zicta-investigating-internet-disruption|2026-02-17-zicta-action-mobile-operators-poor-network|2026-05-15-zambia-approves-k255m-digital-infrastructure,,Both regulator items are paywalled ledes; a provincial minister names four districts where poor service blocks access to social cash transfers and farm input subsidies
ZMB-infra.connect-starlink-licence-terms,ZMB,infra.connect,Infrastructure,instrument,Satellite operator licence terms in Zambia,Not held,,,,,,,,,,,
ZMB-infra.connect-starlink-zambia,ZMB,infra.connect,Infrastructure,instrument,Starlink service in Zambia,Implemented,2026-07-22,Market entry October 2023; among the top three African markets by June 2026,2023-10-01,,,Advanced,"Live since October 2023, with state ICT institute kits in underserved public facilities since 2024 and installations at a rural clinic and two primary schools reported 2025-09-29","Kits reported at 23 youth resource centres nationwide during 2025, converting them into digital transformation centres; Zambia with Nigeria and Zimbabwe accounts for approximately 64% of an estimated 300,000 African subscribers (June 2026, vendor-market report estimate)",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-09-29-smart-zambia-starlink-moomba-chiefdom|2026-08-05-smart-zambia-itu-mpika-digital-skills|2026-07-22-starlink-26-african-markets-report,,"No Zambia-specific subscriber count, licence fee, contract term or procurement route is held"
ZMB-infra.connect-umoja-cable-zambia-segment,ZMB,infra.connect,Infrastructure,instrument,Umoja cable terrestrial segment through Zambia,In development,2025-09-22,Ready for service stated as 2027,2024-05-28,In development,2024-05-28,No change,"Announced May 2024 as a terrestrial route from Kenya through six countries to South Africa, built with a regional operator, with no service date held","Same route; ready for service stated as 2027. No Zambian landing point, capacity, counterparty or regulatory approval is held",2024-05-28 Google invests in terrestrial-subsea cable linking Kenya to Australia|2025-09-22 Google plans to build four subsea cable connectivity hubs for Africa,,The 2027 date was first stated inside the window; the position itself did not move
ZMB-infra.cybersec-cctv-public-protection-bill,ZMB,infra.cybersec,Infrastructure,instrument,CCTV (Public Protection) Bill and National Public Security Command Centre,In development,2025-12-31,On the record in civil-society monitoring current to late December 2025,,,,Baseline not held,No position held,"A Bill creating a National Public Security Command Centre is on the record as pending; no bill text, gazette date, parliamentary stage or budget is held",2026-04-01 State of Internet Freedom in Zambia 2026 6th Edition,,The report's publication date is a filename proxy; as_at reflects its stated content currency
ZMB-infra.cybersec-central-monitoring-centre,ZMB,infra.cybersec,Infrastructure,instrument,Central Monitoring Centre,Not held,,,,,,,,,,,
ZMB-infra.cybersec-digital-fraud-exposure,ZMB,infra.cybersec,Infrastructure,measure,Consumers targeted by digital fraud,,2026-03-31,"Consumer pulse survey for Q1 2026, released 2026-07-30",,,,No change,"81% of consumers targeted by at least one digital fraud attempt in the preceding three months (2025 wave, run in Q2)","81% targeted in the preceding three months, flat on 2025; 67% changed passwords and 42% added multifactor authentication in the prior 60 days, but 17% took no action, of whom 71% did not know what to do and 21% felt overwhelmed by the volume of security advice",2026-07-30-zambia-transunion-consumer-pulse-q1-2026-digital-fraud,,Company-reported survey; the comparison base shifted from a Q2 to a Q1 fieldwork window
ZMB-infra.cybersec-cyber-crimes-act-2025,ZMB,infra.cybersec,Infrastructure,instrument,Cyber Crimes Act No. 4 of 2025,"Implemented, contested",2026-07-18,Enforcement declared fully operational,2025-05-12,Implemented,2025-05-12,Advanced,"Assented 8 April 2025, gazetted 15 April 2025, commenced 12 May 2025; the Law Association had moved to mount a legal challenge and the United States embassy had warned its citizens that the regime requires interception of all electronic communications","Declared fully operational by the information ministry twenty-six days before the 13 August 2026 general election, with warnings that recording, publishing or distributing private communications without authorisation can bring prosecution and compliance obligations extended to financial institutions, telecommunications operators, digital platforms, mobile money providers and e-commerce businesses; no prosecution, charge or conviction count is published",2025-04-15-zambia-cyber-crimes-act-no-4-of-2025|2025-04-18-us-warns-citizens-surveillance-law|2026-07-21-zambia-cyber-crimes-act-enforcement-begins|2026-07-22-zambia-cyber-crimes-act-compliance,,"The gazetted text shows the investigatory powers are court-gated; the blanket interception mandate is attributed to the companion Act, whose text the wiki does not hold"
ZMB-infra.cybersec-cyber-security-act-2025,ZMB,infra.cybersec,Infrastructure,instrument,Cyber Security Act No. 3 of 2025,Implemented,2025-04-08,Signed by the President 8 April 2025,2025-04-08,Implemented,2025-04-08,No change,"In force; establishes the cyber security agency and a critical-information-infrastructure regime, and per the embassy alert requires providers proactively to intercept all electronic communications via a central monitoring centre","Unchanged; the text of the Act is not held by the wiki, so its provisions rest on secondary characterisation",2025-04-18-us-warns-citizens-surveillance-law|2025-04-15-zambia-cyber-crimes-act-no-4-of-2025|2026-04-01 State of Internet Freedom in Zambia 2026 6th Edition,,"The gazetted companion Act borrows its core definitions from this one, so the two operate as one regime"
ZMB-infra.cybersec-laz-cyber-law-challenge,ZMB,infra.cybersec,Infrastructure,instrument,Law Association challenge to the 2025 cyber Acts,Planned,2025-04-22,Association reported as set to mount a challenge,2025-04-22,,,No change,"The Law Association was reported as set to mount a legal challenge against the cyber laws, framing them as a democratic backslide; no filing, cause number or hearing date on file","Unchanged at 2026-08-06. No filing, cause number, hearing, ruling or withdrawal is held in the sixteen months since",2025-04-22-laz-legal-challenge-cyber-laws|2026-04-01 State of Internet Freedom in Zambia 2026 6th Edition,,The single held source is a lede-only capture; the absence of any subsequent record is itself the finding
ZMB-infra.cybersec-lusaka-safe-city,ZMB,infra.cybersec,Infrastructure,instrument,Lusaka safe-city surveillance system,Implemented,2026-03-01,Lusaka listed among Chinese-supplied deployments in an eleven-country mapping,2016-01-01,Implemented,2023-09-27,No change,"Chinese-financed and Chinese-supplied safe-city surveillance in place; a development bank committed US$210.8m to the government for the project, and 2023 research put Zambia among five African states each spending over US$250m on such packages","Mapping across eleven countries finds Chinese companies supplied every country surveyed, records mass surveillance in Zambia despite no terrorism threat, and documents surveillance repurposed against political opposition; no Zambian authorising instrument, oversight body, procurement record, camera count or retention rule is held at any date","2016-01-01-cdb-zmb-001-china-development-bank-provides-1785-million|2023-09-27-ids-mapping-supply-surveillance-technologies-africa-1bn|2026-03-01 Smart City Surveillance in Africa (IDS 2026)|2026-04-04 Chinese surveillance rolled out in Africa ZTE, Hikvision, Huawei at the helm",,"The US$1bn figure is a 2023 total across five countries, not a Zambian figure and not current"
ZMB-infra.cybersec-national-cirt,ZMB,infra.cybersec,Infrastructure,instrument,National Computer Incident Response Team,Not held,,,,,,,,,,,
ZMB-infra.cybersec-national-cybersecurity-strategy,ZMB,infra.cybersec,Infrastructure,instrument,National cybersecurity policy or strategy,Not held,,,,,,,,,,,
ZMB-infra.cybersec-sim-deactivations,ZMB,infra.cybersec,Infrastructure,measure,SIM cards deactivated for mobile-money fraud,,2026-06-30,Regulator figures for January to June 2026,,,,Baseline not held,No enforcement count held,"43,500 SIM cards deactivated and K19.8 million secured between January and June 2026, attributed to consumer reports through a short code; no breakdown by operator, no recovery-to-victim figure and no prior-period comparison",2026-08-04-zicta-blocks-43500-sim-cards-linked-to-scammers-secures-k19-8m,,Held as a paywalled lede
ZMB-infra.cybersec-cyber-security-agency,ZMB,infra.cybersec,Infrastructure,instrument,Zambia Cyber Security Agency,Implemented,2026-07-30,Named by the home affairs ministry as strengthening the response to online scams,2025-04-08,Not held,2025-08-01,Advanced,"Provided for by the Cyber Security Act; no operating record, leadership, budget or activity held","Operating with a named director general, running pre-election outreach urging journalists to learn the cyber laws, and cited by the home affairs permanent secretary as strengthening the response to online scams and AI-enabled trafficking; no budget, staffing, incident count or critical-infrastructure designation list is held",2026-07-15-journalists-urged-learn-cybersecurity-laws|2026-07-30-zambia-ai-driven-human-trafficking-cyber-agency|2026-07-21-zambia-cyber-crimes-act-enforcement-begins,,"The only Zambian body on file with an operational AI mandate, and that mandate is defensive"
ZMB-infra.energy-data-centre-electricity,ZMB,infra.energy,Infrastructure,instrument,Electricity supply to data centres,Not held,,,,,,,,,,,
ZMB-infra.energy-load-shedding,ZMB,infra.energy,Infrastructure,measure,Load-shedding as a constraint on digital services,,2025-01-20,Appraisal statement on the drought that began January 2024,,,,No change,"Regular load-shedding of more than 20 hours daily following the drought that began in January 2024, stated to negatively affect digital services, with energy-access gaps named as a constraint that connectivity expansion must be aligned with",No later measurement of load-shedding hours or of its effect on networks is held,2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094),,The hub's eased to 5-7 hours figure has no source in this base and is not carried here
ZMB-infra.energy-telecom-site-power,ZMB,infra.energy,Infrastructure,instrument,Power supply and backup at telecommunications sites,Not held,,,,,,,,,,,
ZMB-infra.energy-council-solar-power,ZMB,infra.energy,Infrastructure,instrument,Solar power at local authority offices,Implemented,2026-03-24,Stated complete for all 116 councils at a state ICT institute briefing,,,,Baseline not held,No position held on power supply at council offices,"The government chief technical officer states solar power has been provided to all 116 councils, enabling 24-hour service provision",2026-03-25-kalemba-zambia-cdf-ecouncil-116-councils-gwan,,"Government self-report; no capacity, cost, supplier or verification is held"
ZMB-infra.store-commercial-data-centre-capacity,ZMB,infra.store,Infrastructure,instrument,Commercial and colocation data-centre capacity,Not held,,,,,,,,,,,
ZMB-infra.store-government-cloud-hosting,ZMB,infra.store,Infrastructure,instrument,Government cloud and data-hosting arrangements,Not held,,,,,,,,,,,
ZMB-infra.store-huawei-ai-data-centre-mou,ZMB,infra.store,Infrastructure,instrument,Memorandum of understanding on a national AI data centre,Planned,2026-06-08,Signed at the 2026 Zambia Mobile Congress,2026-06-08,,,Advanced,Did not exist,"Memorandum for AI infrastructure, sovereign cloud hosting, digital public infrastructure for 25 ministries, a co-invested national data centre keeping critical data in-country, and about 5,000 young Zambians trained over three years; no value, site, capacity, timetable or co-investment split is disclosed",2026-06-08-zambia-huawei-ai-sovereignty-partnership,,"A memorandum, not a contract; the same vendor built the existing national data centre, and it precedes the National AI Strategy that would govern it"
ZMB-infra.store-national-data-centre,ZMB,infra.store,Infrastructure,instrument,Zambia National Data Centre and backup facilities,Implemented,2016-01-01,Phase 1 implementation commenced January 2016,2016-01-01,Implemented,2016-01-01,No change,"Main national data centre in Lusaka managed by the regulator, about 450 sq m with 72 server cabinets, a power room, monitoring room and two outdoor diesel generators, plus 400 sq m and 600 sq m backup facilities at the state operator's switch offices, built under a US$65,468,016.48 China Eximbank loan signed March 2015","Unchanged; no capacity, utilisation, uptime, expansion or refresh figure has been published since",2015-01-01-eximbank-cn-zmb-001-china-eximbank-provides-654-million-loan,,The only Zambian data-centre facility the base describes in physical terms
ZMB-data.satellite-earth-observation-programme,ZMB,data.satellite,Digital public infrastructure,instrument,A national earth-observation or satellite-data programme,Not held,,,,,,,,,,,
ZMB-data.satellite-giraffe-ai-traceability,ZMB,data.satellite,Digital public infrastructure,instrument,Satellite and AI farm traceability platform,Implemented,2026-07-31,Founder account of the platform in use; company founded 2022,,,,Baseline not held,No position held at 2025-08-01,"A Zambian platform pairing satellite imagery with artificial intelligence for smallholder traceability and market matching, built after commercial traceability software quotes ran to thousands of dollars a month, and stated to have changed how thousands of farmers interact with markets in under three years",2026-07-31-green-giraffe-ai-farmers-zambia,,"Founder interview; no user count, revenue or independent verification"
ZMB-data.statistics-regulator-market-report,ZMB,data.statistics,Digital public infrastructure,instrument,Regulator annual or quarterly market performance report after 2022,Not held,,,,,,,,,,,
ZMB-data.statistics-zamstats-release-programme,ZMB,data.statistics,Digital public infrastructure,instrument,Statistics agency release programme,Not held,,,,,,,,,,,
ZMB-digital.localgov-councils-on-zamportal,ZMB,digital.localgov,Digital public infrastructure,instrument,Local authorities on the national portal,"Implemented, one of 116 confirmed",2026-05-29,Lusaka City Council went live as the first of 116 local authorities,2026-05-29,,,Advanced,Did not exist; no local authority on the portal,"Lusaka City Council live, with seven further councils stated as due to follow by 2026-06-30 and no held source confirming they did",2026-05-29-councils-digital-lcc-first-zamportal,,Distinct from government-network connection of all 116 councils and from e-Council onboarding; the three counts measure different things
ZMB-digital.localgov-councils-live-on-portal,ZMB,digital.localgov,Digital public infrastructure,instrument,Whether the seven pilot councils went live on the national portal by 2026-06-30,Not held,,,,,,,,,,,
ZMB-digital.localgov-e-council-platform,ZMB,digital.localgov,Digital public infrastructure,instrument,e-Council platform,"Implemented, eight of 116 councils",2026-07-23,Eight local authorities onboarded from June 2026,,In development,2026-03-25,Advanced,"Did not exist at 2025-08-01; announced 2026-03-25 as a proof-of-concept phase one with eight councils, covering property taxes, business levy, market levy, health permits and fire certificates","Live at eight local authorities, collecting about K21.7 million in the first month for property rates, business levies and permits, with Lusaka City Council urging business and property owners to use it on stated grounds of minimising revenue leakages",2026-03-25-kalemba-zambia-cdf-ecouncil-116-councils-gwan|2026-07-23-zambia-k22-million-collected-8-councils-electronic-payments-gsb|2026-08-03-lcc-urges-businesses-to-embrace-e-council-platform,,The March account names seven of a stated eight councils; the platform's own launch date is not established
ZMB-digital.rural-starlink-public-facilities,ZMB,digital.rural,Digital public infrastructure,instrument,Satellite terminals in rural public facilities,Implemented,2025-09-29,"Kits installed in Moomba Chiefdom, Kazungula district",,Implemented,2024-01-01,Advanced,"Kits deployed in underserved public facilities since 2024, year only",A rural health clinic and two primary schools connected for access to government services through the national portal; no national count of connected facilities published,2025-09-29-smart-zambia-starlink-moomba-chiefdom|2026-07-17-zambia-govlink-private-4g,,The state buying foreign satellite capacity for the last mile sits alongside the government-owned private 4G build
ZMB-dpi.exchange-government-service-bus,ZMB,dpi.exchange,Digital public infrastructure,instrument,Government Service Bus,Implemented,2026-07-23,Eight local authorities onboarded from June 2026,2023-05-17,Implemented,2023-06-16,Advanced,Central-government integration layer carrying sixty land e-services and identity and company-registry verification calls; no service or collection totals published,"Over 400 government services onboarded across the service bus, payment gateway, national portal and payment platform, with over K8.8 billion collected cumulatively; extended to eight of 116 local authorities, returning about K21.7 million in the first month",2023-06-16-zambia-zilas-ministerial-statement-parliament|2026-07-10-digital-services-strengthen-zambia-finances|2026-07-23-zambia-k22-million-collected-8-councils-electronic-payments-gsb,,No held source states how the Government Bus named by Lusaka City Council relates to the service bus or to the national portal
ZMB-dpi.exchange-comesa-idea-coordination,ZMB,dpi.exchange,Digital public infrastructure,instrument,IDEA Programme regional coordination,Implemented,2026-07-30,Third project steering committee convened in Lusaka,,Implemented,2025-01-20,Advanced,"Zambia the fifth operation of the multiphase approach approved 2024-06-27, with the regional economic community as coordinator; no forum or governance cadence on file","Inaugural annual digital forum held in Lusaka 27-29 July 2026 and the third steering committee convened 2026-07-30; Phase I stated as Zambia, the DRC, Malawi and Angola, with three further states preparing under Phase II",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-07-27-comesa-idea-annual-digital-forum-launch-lusaka|2026-07-30-comesa-idea-3rd-project-steering-committee,,"The steering committee is the programme's stated policy and oversight body, held by a regional body rather than by member states"
ZMB-dpi.exchange-zamconnect,ZMB,dpi.exchange,Digital public infrastructure,instrument,ZamConnect data-exchange layer,Planned,2025-01-20,Named in the acceleration project appraisal as a complementary platform for data integration and exchange,2025-01-20,,,No change,"Named alongside the payment and signature platforms as a critical enabler of the digital public infrastructure vision; no operational status, coverage or connected-agency count stated",Unchanged; no source on file reports it in operation or names an agency connected to it,2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-09-11 DZAP World Bank PAD,,"The exchange work that is actually evidenced runs through the government service bus, not through a component of this name"
ZMB-dpi.exchange-zamconnect-in-operation,ZMB,dpi.exchange,Digital public infrastructure,instrument,ZamConnect in operation,Not held,,,,,,,,,,,
ZMB-dpi.govtech-open-source-directive,ZMB,dpi.govtech,Digital public infrastructure,instrument,Cabinet directive on open-source technology,Implemented,2026-06-16,Directive issued to ministries alongside the spatial data infrastructure launch,2026-06-16,,,Advanced,Did not exist,"Ministries directed to adopt open-source technology in line with digital transformation guidelines, on stated grounds of cost, security, reliability, customisation and avoidance of vendor lock-in; no directive text, circular reference, compliance deadline, exemption regime or monitoring arrangement is held",2026-06-17 Zambia's govt leans towards open-source,,Reported only in an excerpt of a trade-press article; no government publication of it is held
ZMB-dpi.govtech-contract-tracking-system,ZMB,dpi.govtech,Digital public infrastructure,instrument,Contract Tracking and Management Information System,Implemented,2026-07-12,Launched with the Ministry of Justice,2026-07-12,,,Advanced,Did not exist,In operation for digital submission of government contracts to the Attorney General's Chambers and real-time tracking of approval progress,2026-07-12-govt-launches-ctmis-contract-system,,Held as a paywalled lede; no volume or turnaround figure published
ZMB-dpi.govtech-e-government-amendment-bill,ZMB,dpi.govtech,Digital public infrastructure,instrument,Electronic Government (Amendment) Bill,In development,2026-01-23,Presented at a state ICT institute stakeholder meeting,2026-01-23,,,Advanced,Did not exist; the Electronic Government Act No. 41 of 2021 in force unamended,"Draft amendment presented, giving legal standing to electronic submissions and digital authentication through certified government channels and removing requirements for physical documents and handwritten signatures; not enacted on any held source",2026-01-23 Zambia begins amending Electronic Government Act|2026-01-24-digitisation-reduced-corruption-smart-zambia,,"Officials name fragmented, vendor-locked systems as a governance and legal problem rather than a technical one"
ZMB-dpi.govtech-services-online,ZMB,dpi.govtech,Digital public infrastructure,measure,Government services online,,2026-07-10,Accountant General's office statement at the 2026 international trade fair,,,,Advanced,"About 300 of an estimated 1,500 services (2025-01-20)",Over 400 services (2026-07-10),2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-07-10-digital-services-strengthen-zambia-finances,,"The 1,500 denominator is the appraisal's estimate and is not restated in the 2026 figure"
ZMB-dpi.govtech-online-passport-system,ZMB,dpi.govtech,Digital public infrastructure,instrument,Online Passport Application and Payment System,Implemented,2026-01-08,"Launched, with over 1,000 passports processed online at launch",2026-01-08,,,Advanced,Did not exist,"In operation with application tracking and online payment, part of a paperless push projected to save over ZMW 400 million in stationery costs",2026-01-08 Zambia unveils online passport application system,,The source dates the launch only as reported on 2026-01-08
ZMB-dpi.govtech-property-management-information-system,ZMB,dpi.govtech,Digital public infrastructure,instrument,Property Management Information System,Implemented,2026-05-13,Launched by the infrastructure ministry with the state ICT institute,2026-05-13,,,Advanced,Did not exist,"In operation and integrated with the national portal and payment platform for government property rentals, valuation consultancy, management department services and urban housing services, built by a local firm; no transaction, revenue or user figure published",2026-05-13-zambia-launches-pmis-property-management,,
ZMB-dpi.govtech-smart-office-management-system,ZMB,dpi.govtech,Digital public infrastructure,instrument,SMART Office Management System,Piloting,2025-06-23,"Demonstrated at health ministry headquarters, Luapula selected as pilot province",2025-06-23,,,No change,"In demonstration at health ministry headquarters with Luapula as pilot site, chosen for existing government network coverage, and five further institutions named as next; estimated saving of up to ZMW 400 million in stationery and printing",Unchanged; no held source reports the system extending beyond the health ministry pilot,2025-06-23-smart-office-system-rollout,,The clearest pre-window baseline in this section that has not moved
ZMB-dpi.govtech-zamportal,ZMB,dpi.govtech,Digital public infrastructure,instrument,ZamPortal,Implemented,2026-07-10,Over 400 services onboarded across the payment and service ecosystem,,Implemented,2025-01-20,Advanced,"About 300 of an estimated 1,500 government services online (2025-01-20)","Over 400 services onboarded, including passports, rent and road tax, payable by bank transfer, card, mobile money or cash deposit; Lusaka City Council the first of 116 local authorities live on the portal",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-07-10-digital-services-strengthen-zambia-finances|2026-05-29-councils-digital-lcc-first-zamportal,,"The 400-plus figure is stated for the service bus, payment gateway, portal and payment platform together, not for the portal alone"
